"","player","ROI","salary","gp","PVWL","position","Z_val"
"113","Nikola Vucevic",0.0145082310365208,2.2e+07,81,7.94319484475418,"C",-0.561691102018266
"117","Andre Drummond",0.0494883360967158,3200000,67,5.42698159536212,"C",0.0324559584020727
"121","Bam Adebayo",0.00846320028709813,30351780,75,7.2795678953567,"C",-0.664367673278971
"130","Jarrett Allen",0.0154041298961818,2e+07,68,7.76264509931371,"C",-0.546474004385611
"143","Precious Achiuwa",0.0296343209284902,2840160,55,3.22546971302474,"C",-0.304770151394989
"144","Christian Koloko",0.0419204396519912,1500000,58,2.63205525327591,"C",-0.0960869209992618
"149","Mitchell Robinson",0.0181478170426226,17045454,59,6.41512281155344,"C",-0.499871695731431
"152","Isaiah Hartenstein",0.0492295684993513,8854879,82,5.93936995340677,"C",0.0280607169629294
"156","Steven Adams",0.0276847690088577,17926829,42,5.04555158356954,"C",-0.337883846742478
"162","Xavier Tillman",0.134930765524695,1782621,61,4.32922416698827,"C",1.48371998955484
"170","Darius Bazley",0.00421332766882032,4264628,43,1.97655363830518,"C",-0.736552971721198
"171","Mike Muscala",0.0359487958878195,3500000,63,3.22629956779648,"C",-0.197516993386251
"174","Rudy Gobert",-0.00363964940764072,38172414,69,8.85521100812815,"C",-0.869938026954695
"184","Mason Plumlee",0.0290519088617325,9080417,79,7.58358991481548,"C",-0.314662586446912
"189","Nick Richards",0.0825165369321281,1782621,65,5.05093895916832,"C",0.593449368901092
"192","Mark Williams",0.0189651514860278,3722040,43,3.64200136236425,"C",-0.485989037114659
"193","Kai Jones",0.00974825369725285,2909040,46,2.27498272049457,"C",-0.642540674623229
"197","Jakob Poeltl",0.0181218817247351,9398148,71,6.80605226204526,"C",-0.500312214502241
"200","Zach Collins",0.000757816306950598,7350000,61,3.76404189862927,"C",-0.795245817679521
"205","Nikola Jokic",0.0225864900315076,33047803,69,10.0884429359713,"C",-0.42447956915048
"217","Kelly Olynyk",-0.00473621530806978,12804878,68,4.1578123796641,"C",-0.88856351150301
"221","Walker Kessler",0.0569183428370685,2696400,74,7.23639594443285,"C",0.158656741849898
"229","JaVale McGee",0.0415928968988968,5461219,42,1.97778624935099,"C",-0.101650328072458
"233","Christian Wood",0.0483012165841601,14317459,67,5.69518301331183,"C",0.0122923949268101
"236","Deandre Ayton",0.0176718479775428,30913750,67,6.77840776238035,"C",-0.507956166043385
"240","Jock Landale",0.329565485245574,1563518,69,4.00822818511607,"C",4.78964621187169
"245","Bismack Biyombo",0.187558832550415,2905851,61,3.86549727897073,"C",2.37762271698027
"248","Jusuf Nurkic",0.00909935125177253,15625000,52,4.45944634780511,"C",-0.653562467720141
"250","Drew Eubanks",0.0899732823526467,1968175,77,5.39815153285123,"C",0.720104316457137
"254","Domantas Sabonis",0.00493568437879244,21100000,79,9.76128954333666,"C",-0.724283536993478
"261","Richaun Holmes",-0.0163460080332862,11215260,42,1.97335450596271,"C",-1.08575915193652
"264","Brook Lopez",0.0291546889651582,13906976,78,5.4729279305362,"C",-0.312916837078378
"271","Paul Reed",0.159905728336793,1782621,69,4.12470544012422,"C",1.90792685552566
"274","Ivica Zubac",0.0773493997856878,10123457,76,7.82445707369707,"C",0.505684070853439
"286","Jericho Sims",0.123357177783142,1639842,52,3.58195628996449,"C",1.28713930109415
"287","Naz Reid",0.139586295851059,1930681,68,4.06054277504604,"C",1.5627954998584
"290","Luke Kornet",0.14491008452486,2133278,69,3.77310673200016,"C",1.65322156877371
"295","Usman Garuba",0.0493624983706014,2471160,75,4.20893119152868,"C",0.0303185687363701
"298","Dwight Powell",0.0304146497483317,11080125,76,5.11829600552327,"C",-0.291516043848077
"306","Jaxson Hayes",0.0155880289333714,6803012,47,2.34913334111768,"C",-0.543350426792796
"307","Jaylin Williams",0.0383420145992117,2e+06,49,3.26725058177868,"C",-0.156867491051431
"311","Taj Gibson",0.0104796335620039,2905851,48,2.11634976226032,"C",-0.630117979038277
"314","Myles Turner",-0.0254775760260019,35096500,62,5.294726220822,"C",-1.24086143852383
"323","Marvin Bagley III",-0.015309807159359,12500000,42,2.80951141642566,"C",-1.06815898457884
"324","Jaren Jackson Jr.",0.00443430528852251,28946605,63,4.99970011789625,"C",-0.732799603829969
"329","Thomas Bryant",0.0935966762107612,1968175,59,4.45821489838556,"C",0.781648694492571
"331","Moritz Wagner",0.0297233345884864,1878720,57,3.66859382493536,"C",-0.303258228994156
