"","player","ROI","salary","gp","PVWS","position","Z_val"
"94","Jonas Valanciunas",0.0196539388408956,14700000,79,6.96759693806418,"C",-0.311891250652859
"99","Larry Nance Jr.",0.023606036330128,9672727,65,4.09402668254556,"C",-0.214960458275644
"105","Nic Claxton",0.0573453480987463,9350000,76,8.22196421981357,"C",0.612543982822861
"108","Day'Ron Sharpe",0.0512412187746236,2109480,48,1.73287685850178,"C",0.46283155954073
"114","Nikola Vucevic",0.0185899774640919,2.2e+07,81,9.21742086659065,"C",-0.337986411410739
"118","Andre Drummond",0.0335198292891448,3200000,67,3.87607086994143,"C",0.0281893652292902
"122","Bam Adebayo",0.00844645771186037,30351780,75,7.14544009361172,"C",-0.586770610119537
"131","Jarrett Allen",0.0146791549195271,2e+07,68,7.37601921905095,"C",-0.433904877269477
"144","Precious Achiuwa",0.0264849990005387,2840160,55,2.88538343765045,"C",-0.144349818323659
"145","Christian Koloko",0.0209291285521902,1500000,58,1.47375568220156,"C",-0.280615415609866
"150","Mitchell Robinson",0.0143801762896183,17045454,59,5.59468128643218,"C",-0.441237751921449
"153","Isaiah Hartenstein",0.0381724687016083,8854879,82,4.70111737686416,"C",0.142301941177699
"157","Steven Adams",0.0172790580312363,17926829,42,4.18112662442384,"C",-0.37013856851607
"163","Xavier Tillman",0.0821738542394046,1782621,61,3.57427850604148,"C",1.2214982862816
"171","Darius Bazley",-0.00838293740498863,4264628,43,1.40275298506874,"C",-0.999535378283756
"172","Mike Muscala",0.0275205048938174,3500000,63,2.24743473786396,"C",-0.118952568630238
"175","Rudy Gobert",-0.00623205505699542,38172414,69,7.83559840997015,"C",-0.946781940174202
"185","Mason Plumlee",0.027477920488995,9080417,79,7.43131371948578,"C",-0.119997011514957
"190","Nick Richards",0.063246000772037,1782621,65,4.06983276351487,"C",0.757265852848362
"193","Mark Williams",0.0165563112300668,3722040,43,3.10439195689409,"C",-0.387864958190497
"194","Kai Jones",-0.00576029083324181,2909040,46,1.17259494228531,"C",-0.935211253937779
"198","Jakob Poeltl",0.0184097284860372,9398148,71,6.81521094951473,"C",-0.342407273071067
"201","Zach Collins",-0.000445203999462684,7350000,61,3.67911882184115,"C",-0.8048512160704
"206","Nikola Jokic",0.0263854241678276,33047803,69,11.5050094629585,"C",-0.146792032226989
"218","Kelly Olynyk",-0.0022530927704274,12804878,68,4.41629645762961,"C",-0.849192250565861
"223","Walker Kessler",0.0487221608573793,2696400,74,6.82295977719977,"C",0.401048093766456
"232","JaVale McGee",0.00422619585212236,5461219,42,1.02785251075696,"C",-0.690278513762672
"236","Christian Wood",0.0442354803166298,14317459,67,5.23496265549864,"C",0.291005894366474
"239","Deandre Ayton",0.0171402605466271,30913750,67,6.62611299976344,"C",-0.373542773548914
"243","Jock Landale",0.224573818076252,1563518,69,2.60567957950219,"C",4.7140592281103
"248","Bismack Biyombo",0.113961181119812,2905851,61,2.36861487434532,"C",2.00112753137643
"251","Jusuf Nurkic",0.00466442616431895,15625000,52,4.17200927810744,"C",-0.679530294236038
"254","Drew Eubanks",0.0671852398267798,1968175,77,4.4193813414925,"C",0.853881273894985
"258","Domantas Sabonis",0.0082043004773158,21100000,79,11.0160460558667,"C",-0.592709859515138
"265","Richaun Holmes",-0.0341568213155475,11215260,42,0.854462757703664,"C",-1.63167641146815
"268","Brook Lopez",0.0359271937888483,13906976,78,6.2701108766765,"C",0.0872333916311693
"275","Paul Reed",0.0960346140217772,1782621,69,2.62584117869443,"C",1.56145306531124
"278","Ivica Zubac",0.0646922915711752,10123457,76,7.00017130876362,"C",0.792738184578612
"290","Jericho Sims",0.102634594951384,1639842,52,2.39375622935156,"C",1.72332695200667
"291","Naz Reid",0.10597948852203,1930681,68,3.4969275344633,"C",1.80536520766801
"294","Luke Kornet",0.105115435104822,2133278,69,2.39599894790286,"C",1.78417307295615
"299","Usman Garuba",0.0286376295707842,2471160,75,2.77440538873333,"C",-0.0915535025855478
"302","Dwight Powell",0.0202164098765243,11080125,76,3.46785913028256,"C",-0.298095851293085
"310","Jaxson Hayes",0.00457769987638335,6803012,47,1.39023494289759,"C",-0.68165737936803
"311","Jaylin Williams",0.0296387493750412,2e+06,49,2.18842372958253,"C",-0.0669996204620577
"316","Taj Gibson",-0.00885984997194778,2905851,48,0.873992732912206,"C",-1.01123233493423
"319","Myles Turner",-0.0247439193854769,35096500,62,5.46936355944842,"C",-1.40081165037948
"328","Marvin Bagley III",-0.0168574595049167,12500000,42,2.6044895675904,"C",-1.20738504403777
"329","Jaren Jackson Jr.",0.00367436531029708,28946605,63,5.02973542639356,"C",-0.703812939930752
"334","Thomas Bryant",0.0883626258170838,1968175,59,3.8083635979994,"C",1.3732866807988
"336","Moritz Wagner",0.0241182396004032,1878720,57,2.81662345906892,"C",-0.202397947107525
