"","player","GP","PVWL","WLpg","position","Z_val"
"314","Bobby Portis",70,6.14325756017344,0.087760822288192,"PF",2.09222252767893
"321","Marcus Morris Sr.",65,1.97997813700738,0.0304612021078058,"PF",-0.316122650646105
"326","Nicolas Batum",78,3.41360358397095,0.0437641485124481,"PF",0.513191114244826
"327","Robert Covington",48,2.53955653663408,0.0529074278465433,"PF",0.00757840413703717
"334","James Johnson",18,0.598138019905028,0.0332298899947238,"PF",-1.11547999493618
"347","Isaiah Livers",51,1.52837468603629,0.0299681310987508,"PF",-0.577363101529427
"352","Isaiah Mobley",12,0.569876070488147,0.0474896725406789,"PF",-1.13182877259196
"355","Derrick Jones Jr.",63,3.12627645211495,0.0496234357478564,"PF",0.346980095893067
"366","Thanasis Antetokounmpo",37,1.41224473455866,0.0381687766096936,"PF",-0.644541155239688
"368","Kenneth Lofton Jr.",24,1.12141760130176,0.0467257333875735,"PF",-0.812776830272208
"379","Chimezie Metu",66,3.57090186729924,0.0541045737469581,"PF",0.60418394074226
"397","Chris Boucher",76,5.22367210648477,0.0687325277169049,"PF",1.56026707421462
"404","Greg Brown III",16,0.630899225499576,0.0394312015937235,"PF",-1.09652851858542
"407","Isaiah Todd",6,0.168870982598293,0.0281451637663822,"PF",-1.36379943123416
"414","Nikola Jovic",15,0.525866532018577,0.0350577688012385,"PF",-1.15728710699626
"423","Admiral Schofield",37,1.41872488771551,0.0383439158842029,"PF",-0.640792560916843
"428","Micah Potter",7,0.411356308769245,0.0587651869670349,"PF",-1.22352819148771
"438","Ron Harper Jr.",9,0.377623554051222,0.0419581726723581,"PF",-1.24304168287738
"444","Dominick Barlow",26,1.3357370823199,0.05137450316615,"PF",-0.688798774449418
"446","Trendon Watford",61,3.09577810536118,0.0507504607436259,"PF",0.329337622523967
"454","Jamal Cain",18,0.885019304319865,0.0491677391288814,"PF",-0.949526887338435
"458","Davis Bertans",45,1.74223680833669,0.038716373518593,"PF",-0.453649615424565
"467","Michael Foster Jr.",1,0.0421331708657008,0.0421331708657008,"PF",-1.43711384681223
"474","Mfiondu Kabengele",4,0.226956304350364,0.0567390760875909,"PF",-1.33019863475755
"476","Alize Johnson",4,0.22734369038281,0.0568359225957024,"PF",-1.32997454235621
"492","Andre Iguodala",7,0.240609346389335,0.0343727637699049,"PF",-1.32230071712534
"497","Jonathan Isaac",11,0.773540371446187,0.0703218519496534,"PF",-1.01401445187163
"500","Deonte Burton",2,0.0579166099650723,0.0289583049825362,"PF",-1.42798355177586
"502","Chris Silva",1,0.0372460694210339,0.0372460694210339,"PF",-1.4399409035634
"509","Jae Crowder",18,0.975269655943419,0.0541816475524122,"PF",-0.897319486133201
"520","Xavier Cooks",10,0.570194177744075,0.0570194177744075,"PF",-1.13164475609964
"521","Jarrell Brantley",4,0.233539713395803,0.0583849283489507,"PF",-1.32639030968013
"523","Luka Samanic",7,0.245939892848908,0.0351342704069869,"PF",-1.31921713935914
"536","Louis King",1,0.0734942245050385,0.0734942245050385,"PF",-1.41897232071163
"537","RaiQuan Gray",1,0.0335606363950196,0.0335606363950196,"PF",-1.44207282745226
"3","Joel Embiid",66,8.39707206987237,0.127228364695036,"C",1.82723679081557
"6","Montrezl Harrell",57,3.36396277988569,0.0590168908751876,"C",-0.158844341432515
"13","Al Horford",63,3.94388256732292,0.0626013105924273,"C",0.0699938740097417
"16","Noah Vonleh",23,0.968773132845255,0.042120570993272,"C",-1.10399388857369
"19","Blake Griffin",41,2.36609385556225,0.0577096062332256,"C",-0.552606632070303
"23","Anthony Davis",56,8.35648322003184,0.149222914643426,"C",1.81122029997395
"29","Wenyen Gabriel",68,4.21597976437673,0.0619997024173048,"C",0.177364304109738
"36","Kevon Looney",81,8.14257488121086,0.100525615817418,"C",1.72681138069853
"40","James Wiseman",45,2.56032889994793,0.0568961977766206,"C",-0.475960858126304
"48","Wendell Carter Jr.",57,4.58812333053814,0.080493391763827,"C",0.324213353605077
"53","Mo Bamba",49,2.95642614954474,0.0603352275417294,"C",-0.319659608017413
"58","Isaiah Stewart",49,3.09416475209853,0.0631462194305823,"C",-0.265307511936656
"62","Jalen Duren",66,5.95550056674555,0.0902348570719022,"C",0.863784813914903
"68","Kristaps Porzingis",65,7.00082613367683,0.107705017441182,"C",1.27627364853432
"75","Daniel Gafford",78,6.28461923881844,0.0805720415233134,"C",0.9936561016644
"78","Jalen Smith",68,4.1922635521469,0.0616509345903955,"C",0.168005810398551
"81","Isaiah Jackson",63,3.74152518281944,0.0593892886161815,"C",-0.0098570014983684
"86","Goga Bitadze",38,2.32541810714497,0.0611952133459203,"C",-0.568657413370114
"89","Bruno Fernando",39,2.26655052396875,0.0581166801017627,"C",-0.591886751242819
"94","Alperen Sengun",75,6.66897008236381,0.0889196010981841,"C",1.14532218212241
"99","Clint Capela",65,7.9459555575129,0.122245470115583,"C",1.64922476246062
"104","Onyeka Okongwu",80,7.10974535091222,0.0888718168864027,"C",1.31925352237111
"108","Jonas Valanciunas",79,7.49283147774227,0.094845968072687,"C",1.47042054154093
"113","Larry Nance Jr.",65,5.10088846625553,0.078475207173162,"C",0.526552127243277
"119","Nic Claxton",76,8.57596508586293,0.112841645866618,"C",1.89782855095411
"122","Day'Ron Sharpe",48,2.758032083983,0.0574590017496458,"C",-0.397946545109376
"131","Nikola Vucevic",81,7.94319484475418,0.0980641338858541,"C",1.64813537631663
"136","Andre Drummond",67,5.42698159536212,0.0809997253039123,"C",0.655229525996137
"140","Bam Adebayo",75,7.2795678953567,0.0970609052714227,"C",1.386266045231
"145","Dewayne Dedmon",38,2.17067938453418,0.0571231416982679,"C",-0.629717811565099
"150","Jarrett Allen",68,7.76264509931371,0.114156545578143,"C",1.57688986540255
"163","Precious Achiuwa",55,3.22546971302474,0.058644903873177,"C",-0.213494151558225
"164","Christian Koloko",58,2.63205525327591,0.0453802629875158,"C",-0.447657408146966
"170","Mitchell Robinson",59,6.41512281155344,0.108730895111075,"C",1.04515323168214
"174","Isaiah Hartenstein",82,5.93936995340678,0.0724313408952046,"C",0.857419621951466
"180","Steven Adams",42,5.04555158356954,0.12013218056118,"C",0.50471601515274
"186","Xavier Tillman",61,4.32922416698827,0.0709708879834142,"C",0.222050910022896
"196","Darius Bazley",43,1.97655363830517,0.0459663636815157,"C",-0.70632045610454
"198","Mike Muscala",63,3.22629956779648,0.0512111042507378,"C",-0.213166688193193
"203","Rudy Gobert",69,8.85521100812815,0.128336391422147,"C",2.00801989104115
"214","Mason Plumlee",79,7.58358991481548,0.0959948090482972,"C",1.50623411304871
"220","Nick Richards",65,5.05093895916832,0.0777067532179742,"C",0.506841890911163
"224","Mark Williams",43,3.64200136236425,0.0846977061014942,"C",-0.0491294215128788
"225","Kai Jones",46,2.27498272049457,0.049456146097708,"C",-0.588559379342379
"229","Jakob Poeltl",71,6.80605226204526,0.095859891014722,"C",1.19941525162409
"234","Zach Collins",61,3.76404189862927,0.0617056048955618,"C",-0.000971832936845361
"239","Gorgui Dieng",30,1.19324275344931,0.0397747584483102,"C",-1.01541745349974
"242","Nikola Jokic",69,10.0884429359713,0.146209317912628,"C",2.4946571807277
"249","DeAndre Jordan",39,2.86826086015064,0.0735451502602728,"C",-0.354449915101184
"256","Kelly Olynyk",68,4.1578123796641,0.0611442997009427,"C",0.154411266805382
"261","Walker Kessler",74,7.23639594443285,0.0977891343842277,"C",1.36923025438442
"271","JaVale McGee",42,1.97778624935099,0.0470901487940713,"C",-0.7058340638169
"275","Christian Wood",67,5.69518301331183,0.0850027315419676,"C",0.761062669117395
"280","Deandre Ayton",67,6.77840776238035,0.101170265110154,"C",1.18850664304208
"284","Jock Landale",69,4.00822818511607,0.0580902635524069,"C",0.0953848619813473
"289","Bismack Biyombo",61,3.86549727897073,0.0633688078519791,"C",0.0390627868283371
"292","Jusuf Nurkic",52,4.45944634780511,0.0857585836116368,"C",0.273437001883662
"296","Drew Eubanks",77,5.39815153285124,0.0701058640630031,"C",0.643853090497643
"301","Domantas Sabonis",79,9.76128954333666,0.123560627130844,"C",2.36556139857265
"308","Richaun Holmes",42,1.97335450596271,0.0469846310943501,"C",-0.707582844027962
"311","Brook Lopez",78,5.4729279305362,0.0701657426991821,"C",0.673360097801269
"318","Serge Ibaka",16,0.627067149756185,0.0391916968597616,"C",-1.23883216978083
"319","Paul Reed",69,4.12470544012422,0.0597783397119452,"C",0.141347161859868
"322","Ivica Zubac",76,7.82445707369707,0.102953382548646,"C",1.60128106952642
"331","Damian Jones",41,2.36187021979387,0.0576065907266797,"C",-0.554273292344452
"332","Willy Hernangomez",37,2.51859649661739,0.0680701755842537,"C",-0.492428598857276
"342","Jericho Sims",52,3.58195628996449,0.0688837748070094,"C",-0.0728234004246615
"346","Naz Reid",68,4.06054277504604,0.0597138643389123,"C",0.11602836761869
"349","Luke Kornet",69,3.77310673200016,0.0546827062608719,"C",0.00260517949972535
"351","Robin Lopez",37,1.57642334039345,0.04260603622685,"C",-0.864213160064757
"357","Tony Bradley",11,0.534751606829122,0.0486137824390111,"C",-1.27526018027237
"358","Marko Simonovic",6,0.204971925264567,0.0341619875440944,"C",-1.4053923044957
"359","Usman Garuba",75,4.20893119152868,0.0561190825537157,"C",0.174582914567763
"362","Boban Marjanovic",31,1.75998731624358,0.0567737843949542,"C",-0.791778224125316
"365","Sandro Mamukelashvili",41,2.01363525836428,0.0491130550820557,"C",-0.691687929427818
"370","Dwight Powell",76,5.11829600552327,0.0673460000726746,"C",0.533421198289936
"385","Jaxson Hayes",47,2.34913334111768,0.0499815604493124,"C",-0.559299305682336
"387","Nathan Knight",37,1.70360149994899,0.0460432837824051,"C",-0.814028248795333
"388","Jaylin Williams",49,3.26725058177868,0.0666785833016057,"C",-0.19700728621512
"393","Moses Brown",36,2.42803080160621,0.067445300044617,"C",-0.528166113726759
"398","Khem Birch",20,0.799233300271809,0.0399616650135905,"C",-1.17089485241895
"406","Taj Gibson",48,2.11634976226032,0.04409062004709,"C",-0.651156455453669
"411","Myles Turner",62,5.294726220822,0.085398810013258,"C",0.603041129345358
"416","Udonis Haslem",7,0.278195696718975,0.0397422423884249,"C",-1.37649796850205
"418","Moussa Diabate",22,1.08190507409587,0.0491775033679941,"C",-1.05935166027568
"420","Alex Len",26,1.34522208670682,0.0517393110271856,"C",-0.95544591922869
"422","Frank Kaminsky",36,1.70953948279569,0.0474872078554359,"C",-0.811685101643947
"426","Vernon Carey Jr.",11,0.508791561505939,0.0462537783187217,"C",-1.28550409774725
"429","Udoka Azubuike",36,2.25385920086457,0.0626072000240157,"C",-0.596894788205303
"433","Mamadi Diakite",22,0.741192181376811,0.033690553698946,"C",-1.1937980648251
"439","Nerlens Noel",17,0.832052152945495,0.0489442442909114,"C",-1.15794442747846
"443","Charles Bassey",35,2.57488786830451,0.0735682248087003,"C",-0.470215842333474
"447","John Butler Jr.",18,0.456890267560132,0.0253827926422295,"C",-1.30598451545844
"452","Marvin Bagley III",42,2.80951141642566,0.0668931289625156,"C",-0.377632634766023
"456","Jaren Jackson Jr.",63,4.99970011789625,0.0793603193316865,"C",0.486622879158094
"461","Orlando Robinson",31,1.76142122274073,0.0568200394432494,"C",-0.791212400004417
"464","Thomas Bryant",59,4.45821489838556,0.0755629643794163,"C",0.272951067977487
"468","Luka Garza",27,1.32963890774229,0.0492458854719367,"C",-0.961595091825335
"470","Moritz Wagner",57,3.66859382493536,0.0643612951743045,"C",-0.0386359501556086
"485","Neemias Queta",5,0.220496935895714,0.0440993871791428,"C",-1.39926608531071
"488","Robert Williams III",35,3.72659970634732,0.106474277324209,"C",-0.0157466425737302
"499","Daniel Theis",7,0.298680970633144,0.0426687100904492,"C",-1.36841441345372
"508","Cody Zeller",15,0.864381609927867,0.0576254406618578,"C",-1.1451871196536
"510","Meyers Leonard",9,0.462485280750962,0.0513872534167736,"C",-1.30377670523761
"515","Olivier Sarr",9,0.531720117993847,0.0590800131104274,"C",-1.27645641552805
"517","Omer Yurtseven",9,0.470827697569907,0.0523141886188786,"C",-1.3004847606986
"519","Jay Huff",7,0.438707351198413,0.0626724787426304,"C",-1.31315955280307
"539","Chance Comanche",1,0.0544509517775656,0.0544509517775656,"C",-1.46478836530544
