"","player","GP","PVWS","WSpg","position","Z_val"
"201","Jaden McDaniels",78,3.51200410717759,0.045025693681764,"SF",0.801102436251398
"212","Gordon Hayward",50,2.65203524034018,0.0530407048068036,"SF",0.32618313224937
"215","Kelly Oubre Jr.",48,2.34578947394598,0.0488706140405412,"SF",0.157058374553928
"217","Jalen McDaniels",78,3.39888861037313,0.0435754950047837,"SF",0.738634206195837
"219","Cody Martin",7,0.196846777436335,0.0281209682051907,"SF",-1.02969897111583
"227","Keldon Johnson",61,3.18314348171196,0.0521826800280648,"SF",0.619488583259042
"233","Doug McDermott",63,1.62242516290441,0.0257527803635621,"SF",-0.242420825667769
"240","Michael Porter Jr.",62,4.27982920710605,0.0690295033404202,"SF",1.22513518454652
"245","Bruce Brown",80,4.04002746468647,0.0505003433085809,"SF",1.0927042547767
"265","Simone Fontecchio",52,0.607438540918791,0.0116815104022844,"SF",-0.802948954851675
"268","Leandro Bolmaro",14,-0.0417969876797899,-0.002985499119985,"SF",-1.16149040590367
"269","Reggie Bullock Jr.",78,3.13699836220187,0.0402179277205367,"SF",0.594004860666367
"274","Tim Hardaway Jr.",71,3.02079798153451,0.042546450444148,"SF",0.529832998126433
"278","Mikal Bridges",82,5.5115083937284,0.0672135169966878,"SF",1.9053321598343
"290","Josh Hart",76,6.40338797267321,0.0842551049035949,"SF",2.39787421015735
"298","Nassir Little",54,1.5024030037265,0.0278222778467871,"SF",-0.308703272044249
"316","Jordan Nwora",62,2.29996016642774,0.0370961317165765,"SF",0.131749059683612
"317","Wesley Matthews",52,1.07518764217884,0.0206766854265161,"SF",-0.544633699283249
"320","Paul George",56,4.28852547076665,0.0765808119779759,"SF",1.22993771129414
"330","Kawhi Leonard",52,5.24057403529634,0.100780269909545,"SF",1.75570818866662
"337","Joe Harris",74,2.32289083749103,0.0313904167228518,"SF",0.144412562702886
"338","Braxton Key",3,0.0359750665541876,0.0119916888513959,"SF",-1.1185406535441
"340","Buddy Boeheim",10,-0.00105270663950211,-0.000105270663950211,"SF",-1.13898930575934
"344","Svi Mykhailiuk",32,0.855515464343165,0.0267348582607239,"SF",-0.665948041964043
"353","Lamar Stevens",62,1.89672818258287,0.0305923900416592,"SF",-0.0909365054615829
"363","MarJon Beauchamp",52,0.861474690741059,0.0165668209757896,"SF",-0.662657048810202
"374","Tyler Dorsey",3,0.0601689855848798,0.0200563285282933,"SF",-1.10517951963539
"377","Amir Coffey",50,0.506841086285474,0.0101368217257095,"SF",-0.858504074323068
"378","Keegan Murray",80,4.46342104772359,0.0557927630965448,"SF",1.32652409817915
"380","Troy Brown Jr.",76,3.28237241771392,0.0431891107593937,"SF",0.674287935933544
"381","AJ Griffin",72,2.17390554479633,0.0301931325666157,"SF",0.0621351754140701
"392","Brandon Boston Jr.",22,0.316237312630542,0.0143744233013883,"SF",-0.963765340184072
"399","Justin Jackson",23,0.203227086490029,0.00883596028217516,"SF",-1.02617543433218
"400","Malcolm Hill",4,0.0439344355671348,0.0109836088917837,"SF",-1.11414507814865
"401","Dillon Brooks",73,1.62943709594181,0.0223210561087919,"SF",-0.238548473439396
"403","Jabari Walker",55,1.01841935244871,0.0185167154990674,"SF",-0.575984086125936
"412","Jae'Sean Tate",31,0.960461050806782,0.0309826145421543,"SF",-0.607991659118839
"413","Jack White",17,0.20385871047373,0.0119916888513959,"SF",-1.02582661888746
"419","Chima Moneke",2,-0.00424286116634912,-0.00212143058317456,"SF",-1.14075107415116
"424","Justin Champagnie",5,0.0680230839338768,0.0136046167867754,"SF",-1.10084208014739
"425","Jordan Schakel",2,0.0239833777027917,0.0119916888513959,"SF",-1.125163084591
"434","Anthony Lamb",61,2.18716048161513,0.0358550898625431,"SF",0.0694552373504108
"435","Patrick Baldwin Jr.",31,0.488679629708284,0.0157638590228479,"SF",-0.868533770338717
"441","Otto Porter Jr.",8,0.325775741602743,0.0407219677003428,"SF",-0.958497726176824
"442","Jordan Hall",9,0.0676020012780759,0.00751133347534177,"SF",-1.1010746237772
"445","Corey Kispert",74,3.31080919791096,0.0447406648366346,"SF",0.689992197308614
"448","Jarrett Culver",10,0.26911272253656,0.026911272253656,"SF",-0.989789977112058
"459","Ish Wainright",60,1.38483410442779,0.0230805684071298,"SF",-0.373630901381074
"465","Pat Connaughton",61,2.82829933592847,0.0463655628840733,"SF",0.423525285931271
"466","Julian Champagnie",15,0.510525559523731,0.0340350373015821,"SF",-0.856469317562207
"473","Josh Minott",14,0.32917643745749,0.023512602675535,"SF",-0.956619685970091
"478","T.J. Warren",42,1.31817953912526,0.0313852271220301,"SF",-0.4104410011216
"479","Khris Middleton",33,1.59735704395378,0.0484047589076902,"SF",-0.256264738004337
