"","player","ROI","salary","gp","PVGS","position","Z_val"
"86","Clint Capela",0.00276341264719115,18206896,65,4.92716220721711,"C",-0.45544872687877
"91","Onyeka Okongwu",0.027087235334329,6395160,80,4.53298311904322,"C",0.156352401994528
"94","Jonas Valanciunas",0.0119440707218788,14700000,79,5.23711392594495,"C",-0.224533666933701
"99","Larry Nance Jr.",0.0136146584505306,9672727,65,2.75922592057903,"C",-0.182514471537596
"105","Nic Claxton",0.0421410531930626,9350000,76,6.07104129290421,"C",0.534991190736247
"108","Day'Ron Sharpe",0.0278729318480455,2109480,48,1.10567529583391,"C",0.176114510123106
"114","Nikola Vucevic",0.00860567719138872,2.2e+07,81,7.2195118569332,"C",-0.308502085748773
"118","Andre Drummond",0.013993115802263,3200000,67,2.10917260166005,"C",-0.172995382453679
"122","Bam Adebayo",0.00797957825653506,30351780,75,7.24628017868278,"C",-0.324249940847733
"131","Jarrett Allen",0.00665402154949657,2e+07,68,5.64261700806527,"C",-0.357590797676974
"144","Precious Achiuwa",0.0193664687298969,2840160,55,2.22744165294381,"C",-0.0378429670934314
"145","Christian Koloko",0.00369659443533799,1500000,58,0.888241880776952,"C",-0.431977018554974
"150","Mitchell Robinson",0.00296714298858269,17045454,59,3.48126825186695,"C",-0.450324431472892
"153","Isaiah Hartenstein",0.0183982301411045,8854879,82,2.61645222930139,"C",-0.0621964360880528
"157","Steven Adams",-0.00434898977452836,17926829,42,2.5367772420217,"C",-0.634342311434874
"163","Xavier Tillman",0.0572486550443787,1782621,61,2.57588154668648,"C",0.91498277290195
"171","Darius Bazley",-0.0185776085543091,4264628,43,0.992923256358583,"C",-0.992225409981748
"172","Mike Muscala",0.0200604206597925,3500000,63,1.54342752252141,"C",-0.0203884501963635
"175","Rudy Gobert",-0.0155053441807022,38172414,69,5.36823746395577,"C",-0.914950762976373
"185","Mason Plumlee",0.0183159561402138,9080417,79,5.34020627908339,"C",-0.0642658199702364
"190","Nick Richards",0.0447450775604761,1782621,65,2.83534643714056,"C",0.600488504546202
"193","Mark Williams",0.00894663939180829,3722040,43,2.11435228381223,"C",-0.299926087567775
"194","Kai Jones",-0.0159095229665885,2909040,46,0.625908349253087,"C",-0.925116806392017
"198","Jakob Poeltl",0.0105187602720587,9398148,71,5.25222650925977,"C",-0.260383564106975
"201","Zach Collins",-0.00371546006275014,7350000,61,3.23219623672482,"C",-0.618407554886692
"206","Nikola Jokic",0.0231622876447257,33047803,69,10.4263558833472,"C",0.0576307718398355
"218","Kelly Olynyk",-0.00402989666590858,12804878,68,3.96856501785787,"C",-0.626316372149742
"223","Walker Kessler",0.0329531146796864,2696400,74,4.60470450175433,"C",0.303893010700819
"232","JaVale McGee",-0.00856321365098878,5461219,42,0.643953688468191,"C",-0.740339915434291
"236","Christian Wood",0.039099161955038,14317459,67,4.88487427249802,"C",0.458480499251996
"239","Deandre Ayton",0.011608125045548,30913750,67,5.67664751956711,"C",-0.232983487780651
"243","Jock Landale",0.257037726065703,1563518,69,2.00215225915637,"C",5.94014599496523
"248","Bismack Biyombo",0.0579184630013454,2905851,61,1.41908944460976,"C",0.931830012312934
"251","Jusuf Nurkic",-0.00405579688249247,15625000,52,3.30171805251072,"C",-0.626967823278453
"254","Drew Eubanks",0.0509832619435799,1968175,77,2.9748082687029,"C",0.757393457225404
"258","Domantas Sabonis",0.00424617690971951,21100000,79,9.12045901887503,"C",-0.418153731707327
"265","Richaun Holmes",-0.0437900678903702,11215260,42,0.443762723652841,"C",-1.62637783256255
"268","Brook Lopez",0.0327318767570588,13906976,78,5.96641844698514,"C",0.298328358608337
"275","Paul Reed",0.0539805915902731,1782621,69,1.5598141392949,"C",0.832783320284305
"278","Ivica Zubac",0.0376320719692023,10123457,76,4.60796900214293,"C",0.421579748862641
"290","Jericho Sims",0.0727071878791532,1639842,52,1.1577567317188,"C",1.30380109149794
"291","Naz Reid",0.0901609578551683,1930681,68,3.18578238298109,"C",1.74280429883786
"294","Luke Kornet",0.0789027347214453,2133278,69,1.48129612614877,"C",1.45963361013022
"299","Usman Garuba",0.00143958916458309,2471160,75,1.30768113859152,"C",-0.488745989052814
"302","Dwight Powell",0.0131271664331865,11080125,76,2.60545997984329,"C",-0.194776037919
"310","Jaxson Hayes",-0.000872265490656776,6803012,47,0.995856012258861,"C",-0.546894550077091
"311","Jaylin Williams",0.0219679363790823,2e+06,49,1.31019569450125,"C",0.0275900392629502
"316","Taj Gibson",-0.0185923452622964,2905851,48,0.555449829664777,"C",-0.992596072714267
"319","Myles Turner",-0.0249860856048525,35096500,62,5.21925534605338,"C",-1.1534136222258
"328","Marvin Bagley III",-0.0194708316868856,12500000,42,2.27185386942175,"C",-1.0146920644988
"329","Jaren Jackson Jr.",0.00547689189107015,28946605,63,5.4033970237515,"C",-0.387198366483844
"334","Thomas Bryant",0.0801865335743885,1968175,59,2.81476420134399,"C",1.49192415909448
"336","Moritz Wagner",0.0220573023712163,1878720,57,2.60052000150927,"C",0.0298378033407313
