"","GAME_ID","TEAM_ID","TEAM_ABBREVIATION","PLAYER_ID","PLAYER_NAME","MIN","FGM","FGA","FG3M","FG3A","FTM","FTA","PF","PTS","STL","BLK","TO","OREB","DREB","AST","BLKA","PFD","POSS","SCREEN_ASSISTS","DEFLECTIONS","CHARGES_DRAWN","CONTESTED_SHOTS_2PT","CONTESTED_SHOTS_3PT","OFF_BOXOUTS","DEF_BOXOUTS","OFF_LOOSE_BALLS_RECOVERED","DEF_LOOSE_BALLS_RECOVERED","D_FGM","D_FGA","DRIVES","DIST_MILES_OFF","DIST_MILES_DEF","TOUCHES","PASSES_MADE","PASSES_RECEIVED","SECONDARY_AST","POTENTIAL_AST","FT_AST","OREB_CONTEST","OREB_CHANCES","DREB_CONTEST","DREB_CHANCES"
"413",22200015,1610612755,"PHI",1630178,"Tyrese Maxey",34.1666666666667,6,13,0,3,3,4,3,15,0,0,1,0,2,0,0,3,69,0,0,0,2,0,0,3,0,0,6,10,9,1.4,1.2,60,42,39,0,2,0,0,0,0,3
"414",22200015,1610612755,"PHI",201935,"James Harden",40.3333333333333,13,24,1,7,4,4,2,31,2,1,2,0,8,9,0,3,80,0,3,0,1,0,0,2,0,1,5,11,18,1.4,1.1,102,68,89,1,16,0,0,1,4,10
"415",22200015,1610612755,"PHI",1627777,"Georges Niang",8.15,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,18,0,0,1,2,0,0,0,0,0,2,3,0,0.3,0.3,6,5,1,0,0,0,0,0,0,2
"416",22200015,1610612755,"PHI",1629001,"De'Anthony Melton",19.5666666666667,4,7,1,2,0,0,0,9,1,0,0,0,2,0,1,1,41,0,1,0,4,1,0,1,0,1,2,7,4,0.8,0.7,23,15,11,0,1,1,0,1,0,3
"417",22200015,1610612755,"PHI",1627863,"Danuel House Jr.",21.2666666666667,2,4,0,2,0,0,0,4,0,0,1,0,3,2,0,0,44,0,1,0,0,2,0,1,0,0,1,4,1,0.9,0.8,21,16,14,0,2,0,0,0,0,4
"418",22200015,1610612755,"PHI",1630194,"Paul Reed",4.91666666666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,1,0,0,0,1,0,0,0,0,1,2,0,0.2,0.2,4,4,0,0,0,0,0,0,0,1
"419",22200015,1610612755,"PHI",1626149,"Montrezl Harrell",2.61666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,2,2,0,0.1,0.1,1,1,1,0,1,0,0,0,0,0
"420",22200015,1610612755,"PHI",1629680,"Matisse Thybulle",0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424",22200016,1610612746,"LAC",202331,"Paul George",36.1833333333333,4,12,2,7,5,6,5,15,2,0,5,1,9,4,2,5,78,1,4,0,4,3,0,0,0,0,3,17,6,1.5,1.2,65,41,43,0,8,0,1,3,2,16
"425",22200016,1610612746,"LAC",202694,"Marcus Morris Sr.",22.9666666666667,5,9,1,3,3,3,2,14,1,0,1,1,3,1,0,3,53,0,0,0,0,2,0,0,0,0,5,11,2,0.9,0.7,26,14,17,0,2,0,1,2,0,4
"426",22200016,1610612746,"LAC",1627826,"Ivica Zubac",35.3666666666667,6,6,0,0,2,4,2,14,0,5,5,6,11,1,0,4,78,6,1,0,15,7,2,0,0,0,9,23,0,1.4,1.2,44,31,16,0,2,1,5,13,2,15
"427",22200016,1610612746,"LAC",1626181,"Norman Powell",21.75,2,8,1,3,4,7,3,9,1,0,4,0,4,0,2,4,51,1,2,0,2,3,0,0,0,0,1,8,6,1,0.8,29,14,23,0,1,0,0,2,2,7
"428",22200016,1610612746,"LAC",202704,"Reggie Jackson",23.4666666666667,3,9,1,3,1,2,0,8,1,0,2,0,1,4,0,1,51,0,2,0,1,3,0,0,0,0,4,12,7,0.9,0.8,42,30,38,0,5,0,0,0,0,3
"429",22200016,1610612746,"LAC",202322,"John Wall",24.5333333333333,7,15,0,4,1,3,3,15,1,0,3,0,4,3,1,2,55,0,3,0,0,0,0,0,0,0,4,9,7,1,0.8,58,38,49,0,5,0,0,0,0,5
"430",22200016,1610612746,"LAC",201587,"Nicolas Batum",10.3166666666667,0,0,0,0,1,2,1,1,0,0,0,1,4,0,0,1,24,0,0,0,0,2,0,0,0,0,3,6,1,0.4,0.4,15,14,5,0,0,0,0,3,0,5
"431",22200016,1610612746,"LAC",203496,"Robert Covington",14.4833333333333,0,3,0,2,2,2,2,2,0,2,0,0,4,2,0,1,31,1,2,0,1,3,0,0,0,0,2,6,1,0.5,0.5,21,18,12,0,2,0,0,0,1,5
"432",22200016,1610612746,"LAC",1628379,"Luke Kennard",24.0666666666667,4,6,3,3,0,0,3,11,0,0,0,0,1,1,0,0,49,1,1,0,3,1,0,0,0,0,3,7,2,1,0.9,23,17,15,0,2,0,0,1,0,6
"433",22200016,1610612746,"LAC",1629611,"Terance Mann",5.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,1,0,0,0,0,0,2,2,0,0.2,0.2,5,5,3,0,0,0,0,0,1,1
"434",22200016,1610612746,"LAC",202695,"Kawhi Leonard",21.2833333333333,6,12,1,4,1,2,3,14,1,0,2,1,6,2,0,3,45,0,1,1,1,3,0,1,1,1,3,9,4,0.9,0.6,39,23,24,0,4,0,1,4,1,8
"439",22200016,1610612747,"LAL",1629022,"Lonnie Walker IV",36.5833333333333,9,21,2,9,6,6,3,26,2,0,1,1,2,3,1,3,82,0,1,0,1,3,0,0,1,1,5,9,11,1.4,1.3,50,23,39,0,6,1,1,1,0,4
"440",22200016,1610612747,"LAL",2544,"LeBron James",36.6666666666667,7,17,2,8,4,6,3,20,1,2,2,2,8,6,0,7,82,0,2,0,4,0,0,1,0,0,4,9,10,1.3,1.1,72,46,57,1,14,0,1,3,2,12
"441",22200016,1610612747,"LAL",203076,"Anthony Davis",31.9333333333333,9,16,2,4,5,7,2,25,2,0,2,2,6,0,0,5,75,1,6,0,7,2,0,1,0,0,7,16,2,1.1,1.1,63,42,35,0,4,2,1,3,4,11
"442",22200016,1610612747,"LAL",201976,"Patrick Beverley",33.0333333333333,1,7,1,6,2,2,4,5,2,2,2,1,1,1,1,3,74,0,4,1,5,2,0,0,0,0,6,14,5,1.3,1.2,49,36,36,1,6,0,0,4,0,2
"443",22200016,1610612747,"LAL",201566,"Russell Westbrook",27.3666666666667,0,11,0,6,2,2,3,2,5,0,1,0,3,4,2,1,62,0,6,0,0,3,0,0,0,0,2,7,9,1,0.9,60,46,39,2,9,0,0,6,0,5
"444",22200016,1610612747,"LAL",1630559,"Austin Reaves",21.9166666666667,1,2,0,1,2,2,5,4,0,0,0,2,2,2,0,2,47,0,0,0,2,1,0,0,0,0,2,6,1,0.9,0.8,24,21,10,0,6,0,0,3,0,4
"445",22200016,1610612747,"LAL",1629308,"Juan Toscano-Anderson",21.6333333333333,3,7,1,4,1,1,2,8,1,0,1,0,4,3,1,1,49,0,2,0,5,1,0,1,0,0,6,11,0,1,0.8,36,28,22,0,5,0,0,2,1,5
"446",22200016,1610612747,"LAL",1630346,"Matt Ryan",12.6,2,4,1,2,0,0,1,5,0,0,0,0,1,0,0,1,28,0,0,0,2,2,0,0,0,0,2,6,0,0.5,0.5,13,9,10,1,0,0,0,0,0,2
"447",22200016,1610612747,"LAL",1629134,"Kendrick Nunn",11.0166666666667,0,7,0,4,0,0,1,0,0,1,1,0,2,2,2,1,24,0,0,0,1,3,0,0,0,0,4,7,5,0.5,0.4,21,12,17,0,4,0,0,0,0,2
"448",22200016,1610612747,"LAL",1627745,"Damian Jones",7.25,1,2,0,1,0,0,0,2,0,0,0,0,1,2,0,0,16,1,1,0,2,1,0,1,0,0,2,3,1,0.3,0.3,10,8,6,0,3,0,0,0,0,1
"452",22200017,1610612740,"NOP",1627742,"Brandon Ingram",37.4833333333333,8,16,1,1,11,11,0,28,2,1,5,0,9,7,1,6,81,1,4,0,6,2,0,0,0,0,6,13,14,1.4,1.3,71,43,55,0,8,1,0,1,2,10
"453",22200017,1610612740,"NOP",1629627,"Zion Williamson",30.7166666666667,7,19,0,0,2,4,0,16,1,0,3,2,3,3,2,4,69,2,2,0,3,5,0,1,0,0,3,14,14,1.3,1.1,50,25,35,0,4,0,1,6,3,4
"454",22200017,1610612740,"NOP",202685,"Jonas Valanciunas",29.45,8,11,1,3,13,14,1,30,1,1,1,4,13,4,0,8,66,2,1,0,9,0,1,7,1,0,9,15,1,1.1,1,72,54,37,1,6,1,3,6,8,19
"455",22200017,1610612740,"NOP",1630529,"Herbert Jones",31.9833333333333,2,3,0,0,3,3,4,7,0,2,0,1,1,2,0,2,70,1,2,0,6,2,0,0,0,0,7,16,1,1.3,1.2,29,24,18,0,3,0,1,4,0,5
"456",22200017,1610612740,"NOP",203468,"CJ McCollum",31.5666666666667,9,17,2,6,1,1,3,21,1,0,3,2,4,2,1,1,69,0,0,0,2,4,0,0,1,1,9,17,10,1.3,1.1,73,50,57,1,4,1,1,2,1,7
"457",22200017,1610612740,"NOP",1630631,"Jose Alvarado",14.6166666666667,2,4,1,3,1,2,0,6,1,0,2,0,2,1,0,1,33,1,1,0,0,1,0,0,0,1,1,3,3,0.6,0.6,29,21,22,0,5,1,0,1,0,3
"458",22200017,1610612740,"NOP",1626204,"Larry Nance Jr.",15.1666666666667,1,2,0,0,0,0,2,2,0,2,0,2,0,2,0,0,34,2,2,0,7,0,0,0,0,0,5,9,0,0.6,0.6,20,16,16,0,3,1,1,4,0,3
"459",22200017,1610612740,"NOP",1630530,"Trey Murphy III",19.8166666666667,3,9,2,5,0,0,2,8,3,0,0,1,2,0,0,0,41,1,1,0,3,3,0,1,0,1,5,9,2,0.7,0.8,22,13,15,0,0,0,0,4,1,4
"460",22200017,1610612740,"NOP",1630230,"Naji Marshall",11.9166666666667,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,28,0,1,0,4,0,0,1,0,0,2,7,0,0.5,0.5,13,10,4,0,1,0,1,1,0,1
"461",22200017,1610612740,"NOP",1628984,"Devonte' Graham",11.4,1,4,1,4,1,2,0,4,0,0,0,0,1,1,0,1,24,0,3,0,0,1,0,1,0,0,1,4,0,0.5,0.4,20,15,16,0,1,0,0,0,0,1
"462",22200017,1610612740,"NOP",1626195,"Willy Hernangomez",5.88333333333333,1,3,0,0,0,0,1,2,0,0,0,2,3,0,0,0,12,0,0,0,1,1,1,0,0,0,1,1,0,0.2,0.2,11,8,4,1,2,0,2,4,0,4
"467",22200017,1610612766,"CHA",202330,"Gordon Hayward",37.1833333333333,12,19,1,2,1,2,2,26,2,0,2,1,1,7,1,4,82,1,4,0,2,1,0,1,1,0,3,7,13,1.7,1.2,68,44,43,0,7,0,1,2,0,3
"468",22200017,1610612766,"CHA",1629023,"P.J. Washington",29.35,4,13,2,8,0,0,5,10,1,1,3,2,1,2,1,0,65,0,4,0,7,2,0,3,0,0,6,18,2,1.2,1,46,29,28,0,3,1,1,3,0,4
"469",22200017,1610612766,"CHA",203486,"Mason Plumlee",18.8666666666667,4,5,0,0,0,0,5,8,0,0,1,2,3,4,0,3,40,2,1,0,5,1,0,0,0,1,8,15,0,0.8,0.7,33,24,23,0,7,0,2,7,0,5
"470",22200017,1610612766,"CHA",1626162,"Kelly Oubre Jr.",30.2,6,13,2,6,1,2,4,15,3,0,2,1,3,0,2,1,67,0,6,0,2,0,0,0,0,2,11,13,3,1.2,1.1,33,17,20,0,1,0,0,3,1,6
"471",22200017,1610612766,"CHA",1626179,"Terry Rozier",36.1333333333333,7,24,2,8,7,8,1,23,1,2,2,4,4,11,2,4,81,0,3,0,5,2,0,0,2,0,7,14,11,1.6,1.3,94,63,80,1,20,0,2,6,2,6
"472",22200017,1610612766,"CHA",1630208,"Nick Richards",26.2166666666667,2,4,0,0,2,2,2,6,0,0,0,1,5,0,1,1,54,3,2,0,9,2,1,0,0,1,9,15,0,1.1,0.9,26,21,8,0,0,0,1,6,2,13
"473",22200017,1610612766,"CHA",1629667,"Jalen McDaniels",26.5,5,7,4,4,0,0,4,14,0,1,1,0,5,2,0,0,58,0,3,0,10,2,0,0,0,0,7,17,3,1.2,0.9,37,28,20,0,2,0,0,1,2,8
"474",22200017,1610612766,"CHA",1628372,"Dennis Smith Jr.",22.4,4,7,2,3,0,0,1,10,2,0,1,0,2,4,0,0,46,0,3,0,1,3,0,0,0,0,4,8,6,0.9,0.9,50,41,41,1,8,0,0,1,0,2
"475",22200017,1610612766,"CHA",1630547,"James Bouknight",13.15,0,5,0,3,0,0,0,0,0,0,1,0,2,0,0,1,25,0,1,0,0,2,0,0,0,0,2,4,0,0.6,0.5,12,6,10,0,0,0,0,2,1,3
"481",22200018,1610612759,"SAS",1629640,"Keldon Johnson",33.4,8,15,4,9,3,4,4,23,1,0,2,0,3,6,1,2,80,1,3,0,7,1,0,1,0,0,6,14,8,1.3,1.2,59,39,42,2,9,0,0,0,1,8
"482",22200018,1610612759,"SAS",1631110,"Jeremy Sochan",21.0666666666667,2,4,0,1,0,0,3,4,0,0,1,1,4,1,0,1,49,1,1,0,2,3,0,1,0,1,4,10,1,0.9,0.8,20,14,8,0,2,0,1,1,2,7
"483",22200018,1610612759,"SAS",1627751,"Jakob Poeltl",28.6,4,6,0,0,13,21,1,21,1,1,2,2,6,5,0,14,67,3,2,0,8,4,1,3,0,1,8,18,0,1.2,1.1,62,49,37,0,3,0,1,7,3,10
"484",22200018,1610612759,"SAS",1630170,"Devin Vassell",33.75,7,15,4,7,5,6,1,23,2,0,0,0,5,4,1,3,81,0,2,0,3,2,0,2,0,1,11,17,14,1.5,1.3,61,40,44,1,7,0,0,1,1,8
"485",22200018,1610612759,"SAS",1630200,"Tre Jones",35.0333333333333,6,12,1,3,5,6,4,18,2,0,3,1,3,4,1,7,81,0,2,0,4,2,0,0,0,1,6,13,4,1.6,1.4,77,52,67,2,9,2,0,5,1,9
"486",22200018,1610612759,"SAS",1626196,"Josh Richardson",28.2,8,13,6,8,5,5,3,27,1,0,3,0,2,1,1,5,70,0,3,0,0,4,0,1,0,1,4,7,2,1.3,1.1,63,40,42,1,1,0,0,0,1,4
"487",22200018,1610612759,"SAS",1630563,"Joshua Primo",20.8166666666667,1,2,0,1,1,2,2,3,1,0,3,0,4,7,0,2,48,0,1,0,3,0,0,0,0,0,7,10,8,1,0.7,34,27,28,0,8,0,0,0,0,4
"488",22200018,1610612759,"SAS",1628380,"Zach Collins",18.45,5,8,1,1,0,0,3,11,1,3,2,2,2,3,2,0,39,2,1,0,12,1,1,0,0,0,6,11,1,0.8,0.6,43,33,29,0,4,0,2,5,1,5
"489",22200018,1610612759,"SAS",203926,"Doug McDermott",12.1333333333333,1,3,1,1,0,0,1,3,0,0,1,0,1,3,0,0,28,1,0,0,1,1,0,0,0,0,1,8,3,0.6,0.4,18,14,11,0,4,0,0,0,0,3
"490",22200018,1610612759,"SAS",1628966,"Keita Bates-Diop",8.55,2,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,3,0,0.4,0.3,10,7,7,0,2,0,0,2,0,0
"496",22200018,1610612754,"IND",1630537,"Chris Duarte",16.6166666666667,2,6,0,1,0,0,1,4,0,1,1,0,1,2,0,1,32,0,1,0,2,4,0,0,0,1,2,8,3,0.7,0.7,21,13,16,0,1,0,0,0,1,3
"497",22200018,1610612754,"IND",1630678,"Terry Taylor",22.1666666666667,4,7,1,2,0,0,5,9,0,0,0,2,5,2,1,1,56,1,0,0,1,4,0,2,1,1,2,6,2,1.1,0.8,38,30,23,0,3,0,1,6,0,7
"498",22200018,1610612754,"IND",1630188,"Jalen Smith",6.78333333333333,1,3,0,1,0,0,1,2,0,0,1,0,2,0,0,0,14,0,0,0,2,0,0,0,0,0,3,5,0,0.3,0.2,11,7,5,0,0,0,0,0,1,3
"499",22200018,1610612754,"IND",1627741,"Buddy Hield",24.4833333333333,5,9,3,6,0,0,5,13,2,1,3,2,3,2,0,0,62,0,5,0,3,3,0,1,1,0,7,11,1,1.2,0.9,43,31,28,0,3,0,1,2,0,3
"500",22200018,1610612754,"IND",1630169,"Tyrese Haliburton",27.15,9,18,1,5,8,8,4,27,1,0,4,1,2,12,0,6,67,0,0,0,1,2,0,0,0,0,4,8,23,1.4,1,89,63,74,0,13,0,0,1,0,3
"501",22200018,1610612754,"IND",1630543,"Isaiah Jackson",16.4166666666667,6,9,0,1,4,4,3,16,1,1,2,2,4,2,0,3,40,6,2,0,4,2,0,2,0,0,4,7,0,0.7,0.6,27,16,17,0,2,0,2,4,1,6
"502",22200018,1610612754,"IND",1631097,"Bennedict Mathurin",28,8,15,3,6,7,8,3,26,0,0,0,1,4,2,0,5,73,0,1,0,5,0,0,2,2,0,5,10,9,1.2,1,45,23,33,1,4,0,1,5,2,9
"503",22200018,1610612754,"IND",1629614,"Andrew Nembhard",30.3333333333333,5,12,2,7,2,2,4,14,2,0,0,1,2,3,0,3,76,0,2,2,5,2,0,0,0,0,5,12,9,1.4,1.2,61,48,47,2,7,0,1,1,1,5
"504",22200018,1610612754,"IND",204456,"T.J. McConnell",16.9166666666667,2,6,0,0,0,0,1,4,2,0,3,2,1,4,0,0,40,0,3,0,1,1,0,0,1,1,4,5,14,0.8,0.7,54,45,41,0,13,3,0,3,0,5
"505",22200018,1610612754,"IND",1630174,"Aaron Nesmith",21.1166666666667,4,9,1,3,0,0,2,9,0,1,1,2,2,2,2,0,48,0,0,0,4,2,0,0,0,0,2,5,6,0.8,0.9,35,23,17,0,3,0,2,4,1,3
"506",22200018,1610612754,"IND",1629048,"Goga Bitadze",18.1,4,7,0,2,0,0,4,8,0,0,1,1,0,0,1,3,38,5,1,0,5,0,0,1,0,0,6,7,0,0.7,0.7,26,19,16,0,0,0,1,6,0,3
"507",22200018,1610612754,"IND",201949,"James Johnson",11.9166666666667,1,3,0,1,0,0,1,2,0,2,0,0,2,1,0,0,25,1,0,0,3,0,0,1,1,0,3,7,2,0.5,0.5,9,6,7,0,3,0,0,1,0,1
"510",22200019,1610612741,"CHI",201942,"DeMar DeRozan",36.7833333333333,11,23,0,2,10,11,1,32,1,0,3,1,5,6,1,5,75,0,2,0,1,1,0,1,0,0,5,7,19,1.4,1.1,75,41,64,1,11,0,0,3,0,8
"511",22200019,1610612741,"CHI",1630172,"Patrick Williams",23.95,2,5,1,3,2,2,1,7,0,1,1,1,0,0,0,1,49,1,0,0,3,2,0,1,0,0,5,11,1,0.9,0.9,26,18,17,0,2,0,1,4,0,2
"512",22200019,1610612741,"CHI",202696,"Nikola Vucevic",29.9833333333333,5,14,2,7,12,12,0,24,0,0,1,2,6,1,1,8,61,3,1,0,8,5,0,1,0,3,14,24,5,1,1,61,39,48,0,3,0,2,6,1,8
"513",22200019,1610612741,"CHI",1627936,"Alex Caruso",30.75,1,4,0,2,1,2,1,3,3,1,4,0,3,1,1,2,64,2,6,0,4,2,0,0,0,0,7,13,7,1.3,1.1,66,57,40,0,5,1,0,1,0,5
"514",22200019,1610612741,"CHI",1630245,"Ayo Dosunmu",31,3,9,1,4,0,0,3,7,1,0,0,1,4,2,3,2,66,1,2,0,3,1,0,0,1,1,1,4,3,1.2,1.1,68,57,49,0,7,1,1,3,1,7
"515",22200019,1610612741,"CHI",1629632,"Coby White",31.05,3,6,2,4,2,4,1,10,1,0,1,0,2,1,0,2,63,1,0,0,4,2,0,1,0,1,6,11,9,1.1,1.1,36,26,29,0,4,0,0,1,2,4
"516",22200019,1610612741,"CHI",1629750,"Javonte Green",15.1666666666667,0,4,0,2,0,0,2,0,2,0,0,0,1,2,0,1,29,1,6,0,1,0,0,0,0,0,1,3,0,0.5,0.6,23,19,12,0,1,0,0,1,0,2
"517",22200019,1610612741,"CHI",203083,"Andre Drummond",18.0166666666667,5,6,0,0,0,2,2,10,0,1,3,3,7,1,1,1,36,1,0,0,7,2,0,3,1,0,1,4,0,0.6,0.6,29,17,17,0,0,0,2,4,4,9
"518",22200019,1610612741,"CHI",201609,"Goran Dragic",23.3,3,8,1,3,0,0,4,7,0,0,0,2,0,5,1,0,46,1,0,0,2,2,0,0,1,0,5,9,9,0.9,0.8,45,37,35,2,8,1,0,3,0,0
"524",22200019,1610612764,"WAS",1630166,"Deni Avdija",23.0166666666667,2,4,2,2,0,0,5,6,1,1,1,0,10,4,0,0,49,0,1,0,1,0,0,0,0,0,3,7,0,0.9,0.8,34,28,11,1,5,1,0,1,0,14
"525",22200019,1610612764,"WAS",1628398,"Kyle Kuzma",33.9,8,16,4,8,6,7,1,26,0,0,1,1,5,2,2,4,72,0,1,0,2,2,0,0,1,0,4,9,6,1.4,1.1,60,39,39,1,3,0,0,3,0,6
"526",22200019,1610612764,"WAS",204001,"Kristaps Porzingis",28.7833333333333,6,13,2,5,0,0,6,14,1,2,1,0,3,2,0,1,59,5,1,0,10,3,0,1,0,0,4,16,3,1.1,0.9,46,32,38,0,4,1,0,0,2,4
"527",22200019,1610612764,"WAS",203078,"Bradley Beal",36.65,9,14,1,2,0,0,2,19,0,2,5,0,1,8,0,1,77,0,0,0,7,0,0,0,0,0,6,15,12,1.6,1.1,72,48,64,1,15,1,0,1,0,3
"528",22200019,1610612764,"WAS",1628420,"Monte Morris",26.4333333333333,4,8,1,3,0,0,0,9,1,1,0,0,4,3,0,0,54,0,2,0,2,2,0,0,0,0,6,10,3,1.1,0.8,50,41,40,0,6,0,0,1,0,5
"529",22200019,1610612764,"WAS",1629060,"Rui Hachimura",24,4,9,0,2,4,4,0,12,0,0,2,1,3,1,0,3,49,0,0,1,3,1,0,0,1,0,2,5,6,1,0.7,28,15,19,0,3,0,1,3,1,4
"530",22200019,1610612764,"WAS",1626153,"Delon Wright",21.5666666666667,3,8,0,3,0,0,1,6,3,1,2,2,1,4,0,2,46,0,4,0,7,1,0,0,1,0,2,12,6,0.9,0.7,54,40,45,0,3,0,0,2,0,3
"531",22200019,1610612764,"WAS",203115,"Will Barton",17.2833333333333,3,6,0,1,0,0,1,6,1,0,1,1,4,1,1,2,35,0,2,0,0,1,0,0,0,0,2,3,5,0.7,0.5,36,26,24,1,2,0,0,2,0,5
"532",22200019,1610612764,"WAS",1629655,"Daniel Gafford",17.75,1,1,0,0,0,0,4,2,1,1,3,0,2,0,0,1,36,4,2,0,3,0,0,3,0,0,4,5,1,0.7,0.6,22,19,14,0,0,0,0,1,0,5
"533",22200019,1610612764,"WAS",1630264,"Anthony Gill",10.6166666666667,1,1,0,0,0,0,2,2,0,0,0,0,1,1,0,1,23,1,0,0,0,2,0,0,0,0,2,6,0,0.5,0.3,16,14,8,0,3,0,0,0,0,1
"539",22200020,1610612753,"ORL",1630532,"Franz Wagner",35.6166666666667,4,10,0,3,0,0,3,8,4,0,3,3,4,3,0,0,76,0,5,0,4,4,0,0,0,0,4,11,6,1.6,1.3,48,33,33,0,9,0,3,6,0,6
"540",22200020,1610612753,"ORL",1631094,"Paolo Banchero",33.6333333333333,6,18,1,6,7,8,1,20,1,3,4,2,10,2,1,8,73,1,2,0,4,3,0,1,0,0,3,10,14,1.4,1.1,80,48,44,1,5,0,1,5,4,14
"541",22200020,1610612753,"ORL",1628976,"Wendell Carter Jr.",32.95,4,13,0,7,6,7,4,14,0,0,2,1,7,2,1,4,71,8,0,0,4,2,0,1,0,0,4,16,2,1.2,1.1,55,39,36,0,4,0,0,3,4,18
"542",22200020,1610612753,"ORL",203082,"Terrence Ross",35.3,4,8,1,4,2,2,4,11,0,1,1,1,3,2,0,1,74,1,0,0,4,2,0,0,0,0,8,16,3,1.4,1.2,25,14,20,0,6,0,0,2,0,4
"543",22200020,1610612753,"ORL",1630591,"Jalen Suggs",15.8333333333333,1,5,0,3,1,3,3,3,3,0,3,1,1,1,0,2,37,0,3,0,1,2,0,1,0,1,5,7,6,0.7,0.5,38,29,28,0,9,2,0,2,0,2
"544",22200020,1610612753,"ORL",1630175,"Cole Anthony",28.4833333333333,8,12,4,5,5,7,1,25,1,1,2,0,0,2,0,4,57,0,0,0,4,4,0,0,0,1,8,15,9,1.2,1,65,49,60,0,7,0,0,0,0,0
"545",22200020,1610612753,"ORL",1629643,"Chuma Okeke",14.3666666666667,1,2,1,2,0,0,0,3,0,0,0,0,1,0,0,0,29,0,1,0,1,4,0,0,0,0,3,5,2,0.6,0.6,12,9,6,0,0,0,0,1,0,1
"546",22200020,1610612753,"ORL",1628964,"Mo Bamba",15.05,2,6,1,3,2,2,1,7,0,0,1,1,5,2,0,1,30,3,0,0,2,0,0,0,0,0,3,5,1,0.6,0.5,38,30,24,0,3,0,0,1,2,6
"547",22200020,1610612753,"ORL",1629626,"Bol Bol",11.75,2,3,0,0,1,1,0,5,0,2,1,1,2,0,0,2,24,0,0,0,2,3,0,0,0,0,2,8,1,0.5,0.5,11,6,5,0,1,0,1,1,1,3
"548",22200020,1610612753,"ORL",1630181,"R.J. Hampton",16.3833333333333,1,3,0,1,0,0,2,2,0,0,2,0,0,2,0,0,35,1,0,0,2,1,0,0,0,0,3,5,5,0.7,0.6,24,19,21,0,4,1,0,0,0,0
"549",22200020,1610612753,"ORL",1630284,"Kevon Harris",0.633333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
"552",22200020,1610612737,"ATL",1629631,"De'Andre Hunter",32.5333333333333,5,12,1,3,1,1,3,12,0,0,1,0,6,1,0,1,70,0,1,0,3,4,0,0,0,0,2,10,5,1.3,1.1,37,24,20,0,3,0,0,0,0,8
"553",22200020,1610612737,"ATL",1628381,"John Collins",36.2333333333333,9,14,3,4,2,2,4,23,3,1,2,3,10,0,2,4,79,0,4,0,7,8,1,0,0,2,3,18,2,1.4,1.3,50,32,18,0,1,0,0,4,2,16
"554",22200020,1610612737,"ATL",203991,"Clint Capela",31.6166666666667,4,6,0,0,0,0,1,8,2,1,0,0,7,0,0,1,67,3,2,1,9,3,0,1,0,0,8,16,0,1.2,1.1,33,27,12,0,0,0,0,3,3,8
"555",22200020,1610612737,"ATL",1627749,"Dejounte Murray",39.6166666666667,8,16,2,5,2,2,2,20,4,0,7,1,8,9,0,2,85,0,6,0,2,2,0,0,0,1,3,10,13,1.6,1.4,71,45,53,0,15,2,0,2,3,13
"556",22200020,1610612737,"ATL",1629027,"Trae Young",37.3666666666667,7,24,4,11,7,7,3,25,0,0,6,2,2,13,3,6,80,0,1,1,0,2,0,1,0,0,8,12,18,1.5,1.1,82,45,76,0,19,0,2,4,1,2
"557",22200020,1610612737,"ATL",1630168,"Onyeka Okongwu",16.3833333333333,1,2,0,0,1,2,4,3,0,0,1,2,1,0,0,2,35,1,1,0,2,1,0,0,1,1,2,6,1,0.6,0.6,20,16,12,0,4,1,1,4,1,3
"558",22200020,1610612737,"ATL",203200,"Justin Holiday",20.1166666666667,3,8,3,6,0,0,2,9,1,0,0,0,1,2,1,0,42,0,1,0,2,0,0,1,0,0,4,6,1,0.8,0.7,27,19,20,0,3,0,0,1,0,3
"559",22200020,1610612737,"ATL",1630552,"Jalen Johnson",11.7666666666667,1,4,0,2,2,2,1,4,0,0,0,1,0,0,1,2,23,0,0,0,0,1,0,0,0,0,0,1,2,0.5,0.4,17,12,8,0,0,0,1,2,0,1
"560",22200020,1610612737,"ATL",1628988,"Aaron Holiday",14.3666666666667,2,3,0,0,0,0,2,4,0,0,0,0,2,1,0,1,30,0,1,0,0,2,0,0,0,0,5,7,3,0.5,0.6,18,15,16,0,2,0,0,0,1,2
