"","GAME_ID","TEAM_ID","TEAM_ABBREVIATION","PLAYER_ID","PLAYER_NAME","MIN","FGM","FGA","FG3M","FG3A","FTM","FTA","PF","PTS","STL","BLK","TO","OREB","DREB","AST","BLKA","PFD","POSS","SCREEN_ASSISTS","DEFLECTIONS","CHARGES_DRAWN","CONTESTED_SHOTS_2PT","CONTESTED_SHOTS_3PT","OFF_BOXOUTS","DEF_BOXOUTS","OFF_LOOSE_BALLS_RECOVERED","DEF_LOOSE_BALLS_RECOVERED","D_FGM","D_FGA","DRIVES","DIST_MILES_OFF","DIST_MILES_DEF","TOUCHES","PASSES_MADE","PASSES_RECEIVED","SECONDARY_AST","POTENTIAL_AST","FT_AST","OREB_CONTEST","OREB_CHANCES","DREB_CONTEST","DREB_CHANCES"
"14006",22200548,1610612764,"WAS",1630557,"Corey Kispert",30.0333333333333,3,3,2,2,4,4,0,12,1,0,1,0,6,1,0,3,66,0,0,0,4,4,0,0,0,1,8,14,2,1.3,1.1,27,21,15,0,0,0,0,0,2,10
"14007",22200548,1610612764,"WAS",1628420,"Monte Morris",25.3,3,7,1,5,0,0,0,7,0,1,2,0,3,4,0,0,56,0,0,0,2,2,0,0,1,0,3,10,2,1,0.8,48,39,41,1,8,1,0,1,0,3
"14008",22200548,1610612764,"WAS",1629060,"Rui Hachimura",31.8833333333333,11,18,3,5,1,3,1,26,1,0,1,0,4,3,1,2,70,2,2,0,1,2,0,1,0,1,2,5,7,1.2,1,43,21,32,1,3,0,0,3,2,9
"14009",22200548,1610612764,"WAS",1630166,"Deni Avdija",28.7333333333333,5,12,0,3,1,2,0,11,2,0,4,4,8,3,0,1,63,1,1,0,1,3,0,0,1,1,3,8,6,1.1,1,43,26,21,0,5,0,1,6,3,12
"14010",22200548,1610612764,"WAS",1626153,"Delon Wright",18.85,3,6,1,3,0,0,0,7,1,0,0,1,3,1,0,2,41,0,4,0,0,0,0,0,1,0,2,8,4,0.7,0.7,27,20,19,1,3,1,0,1,0,4
"14011",22200548,1610612764,"WAS",1630176,"Vernon Carey Jr.",3.85,1,1,0,0,0,0,0,2,1,1,1,1,0,0,0,0,8,0,1,0,0,1,0,0,0,1,0,1,0,0.1,0.1,5,3,2,0,0,0,1,2,0,0
"14012",22200548,1610612764,"WAS",1630692,"Jordan Goodwin",3.85,1,1,0,0,0,0,0,2,0,1,0,1,1,1,0,0,8,0,0,0,2,0,0,0,1,0,1,1,0,0.2,0.1,8,6,5,0,1,0,1,1,1,1
"14013",22200548,1610612764,"WAS",203115,"Will Barton",3.85,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0.1,0.1,5,3,5,0,1,0,0,0,0,0
"14014",22200548,1610612764,"WAS",1630264,"Anthony Gill",3.05,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,1,1,0,0,0,0,0,0,0
"14017",22200548,1610612749,"MIL",1626192,"Pat Connaughton",29.4333333333333,4,9,2,6,0,0,1,10,2,0,1,0,3,0,0,0,64,0,3,0,3,2,0,0,0,1,7,15,3,1.2,1,30,19,21,0,2,1,0,1,0,6
"14018",22200548,1610612749,"MIL",1626171,"Bobby Portis",30.1,6,16,1,2,6,6,1,19,1,0,1,5,5,2,1,3,64,1,1,0,3,2,1,0,0,0,8,18,4,1.2,1,68,48,35,0,7,0,3,12,0,6
"14019",22200548,1610612749,"MIL",201572,"Brook Lopez",23.5,3,10,1,3,1,1,2,8,1,1,2,4,6,0,0,1,52,0,0,0,13,1,0,0,0,0,12,19,1,0.9,0.7,37,26,20,0,6,0,3,7,5,10
"14020",22200548,1610612749,"MIL",1628960,"Grayson Allen",26.2,4,11,3,9,2,2,1,13,1,0,2,0,5,8,0,1,57,1,1,0,2,2,0,0,0,0,2,9,6,1.2,0.8,52,36,39,0,10,0,0,1,2,6
"14021",22200548,1610612749,"MIL",1628975,"Jevon Carter",30.9666666666667,6,15,2,6,0,0,1,14,1,1,1,0,3,3,1,2,67,0,2,0,1,1,0,0,1,0,5,7,14,1.3,1,80,60,71,2,10,0,0,1,0,5
"14022",22200548,1610612749,"MIL",201586,"Serge Ibaka",15.6166666666667,2,7,0,3,0,0,3,4,2,1,3,2,0,0,0,0,31,1,2,0,10,2,0,0,0,1,6,11,1,0.5,0.5,23,14,17,0,0,0,1,2,0,0
"14023",22200548,1610612749,"MIL",1630699,"MarJon Beauchamp",25,4,12,2,9,1,2,2,11,1,0,2,3,1,0,2,1,56,0,1,0,1,2,0,1,0,0,6,10,4,1.1,0.9,27,12,18,0,1,0,2,5,0,4
"14024",22200548,1610612749,"MIL",204060,"Joe Ingles",17.3166666666667,0,4,0,4,0,0,2,0,1,0,2,0,0,6,0,0,39,0,4,0,1,0,0,1,1,0,3,5,3,0.7,0.6,40,33,33,0,13,0,0,0,0,0
"14025",22200548,1610612749,"MIL",1630572,"Sandro Mamukelashvili",13.0666666666667,0,3,0,2,2,2,1,2,0,0,0,0,4,3,1,1,30,3,0,0,3,2,0,1,0,0,4,5,1,0.6,0.4,23,19,14,0,3,0,0,2,0,6
"14026",22200548,1610612749,"MIL",1631260,"AJ Green",19.25,4,7,2,5,0,0,1,10,1,0,1,0,3,0,0,0,43,1,1,0,1,4,0,0,0,0,4,8,2,0.8,0.7,28,19,19,0,2,0,0,2,2,3
"14027",22200548,1610612749,"MIL",1629670,"Jordan Nwora",5.46666666666667,1,1,0,0,2,2,0,4,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,1,0,0,2,0.2,0.2,9,7,7,0,3,0,0,0,0,0
"14028",22200548,1610612749,"MIL",203648,"Thanasis Antetokounmpo",4.08333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,7,5,4,0,0,0,0,0,0,0
"14030",22200549,1610612738,"BOS",1627759,"Jaylen Brown",34.2166666666667,12,20,4,8,2,2,3,30,1,0,0,2,6,3,1,1,72,1,2,0,1,3,0,1,1,1,5,12,5,1.3,1.1,64,42,44,1,10,0,1,2,2,13
"14031",22200549,1610612738,"BOS",1628369,"Jayson Tatum",35.5166666666667,7,16,0,4,11,14,1,25,2,0,5,0,7,6,0,7,77,1,4,0,1,1,0,0,1,0,5,9,10,1.3,1.2,66,38,47,1,6,0,0,0,1,9
"14032",22200549,1610612738,"BOS",201143,"Al Horford",30.1,3,10,2,6,0,0,0,8,0,1,0,2,4,3,0,0,66,1,0,0,7,2,0,4,0,0,10,18,0,1.1,0.9,45,35,26,0,2,0,1,2,1,7
"14033",22200549,1610612738,"BOS",1628401,"Derrick White",23.2166666666667,5,9,2,5,1,2,1,13,1,1,1,0,1,3,0,2,45,0,1,0,2,2,0,0,0,0,4,8,6,0.9,0.8,45,34,38,0,6,1,0,1,0,1
"14034",22200549,1610612738,"BOS",203935,"Marcus Smart",31.3166666666667,2,12,0,4,0,0,3,4,1,0,1,2,3,7,2,1,68,1,4,0,2,0,0,2,0,0,5,10,7,1.1,1,54,40,45,1,14,0,1,5,1,5
"14035",22200549,1610612738,"BOS",1627763,"Malcolm Brogdon",19.5833333333333,1,6,0,3,2,2,1,4,1,0,1,0,2,4,0,1,36,0,1,0,1,0,0,0,0,0,4,4,11,0.8,0.6,49,39,37,0,6,0,0,2,0,3
"14036",22200549,1610612738,"BOS",1629057,"Robert Williams III",18.7666666666667,4,4,0,0,0,0,2,8,0,0,2,2,4,1,0,1,37,0,0,0,3,1,1,0,0,0,2,3,0,0.6,0.6,19,14,9,0,1,0,2,3,2,4
"14037",22200549,1610612738,"BOS",1629684,"Grant Williams",27.5166666666667,2,4,0,1,5,5,3,9,1,1,2,2,3,1,1,3,58,2,2,0,5,1,0,0,0,0,7,12,3,0.9,0.9,22,15,10,1,1,0,2,3,2,4
"14038",22200549,1610612738,"BOS",1630573,"Sam Hauser",11.45,2,3,1,2,0,0,0,5,0,0,0,0,0,0,0,0,23,0,0,0,1,1,0,0,0,0,4,5,1,0.4,0.4,8,5,5,0,0,0,0,0,0,0
"14039",22200549,1610612738,"BOS",203943,"Noah Vonleh",2.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,4,1,0,0,0,0,0,0,1
"14040",22200549,1610612738,"BOS",1628382,"Justin Jackson",2.08333333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,3,3,0,2,0,0,0,0,0
"14041",22200549,1610612738,"BOS",1628436,"Luke Kornet",2.08333333333333,2,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,3,1,3,1,0,0,0,0,0,0
"14042",22200549,1610612738,"BOS",1630202,"Payton Pritchard",2.08333333333333,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,2,2,0.1,0.1,5,3,5,0,0,0,0,0,0,0
"14044",22200549,1610612743,"DEN",1629008,"Michael Porter Jr.",32.6,7,13,3,7,2,2,1,19,0,1,3,0,4,2,1,1,72,1,0,0,2,2,0,0,1,0,2,10,0,1.3,1.1,43,26,30,0,2,0,0,0,0,6
"14045",22200549,1610612743,"DEN",203932,"Aaron Gordon",36.9666666666667,6,13,1,2,5,6,1,18,2,1,2,1,5,7,1,3,83,2,1,0,3,1,0,1,0,0,4,11,4,1.5,1.2,56,37,36,0,6,0,1,3,1,12
"14046",22200549,1610612743,"DEN",203999,"Nikola Jokic",32.0333333333333,10,13,2,2,8,8,1,30,1,0,0,0,12,12,0,7,71,5,2,0,1,4,0,1,0,0,7,18,4,1.2,1,88,70,59,0,19,0,0,3,3,16
"14047",22200549,1610612743,"DEN",203484,"Kentavious Caldwell-Pope",29.75,2,7,2,3,0,0,4,6,1,0,1,0,3,4,0,1,65,0,1,0,1,4,0,1,0,0,6,9,1,1.2,0.9,34,26,21,0,3,0,0,0,0,4
"14048",22200549,1610612743,"DEN",1628971,"Bruce Brown",30.35,8,14,4,6,1,1,1,21,1,1,3,0,3,2,1,1,68,1,1,0,5,5,0,1,0,0,9,21,5,1.2,0.9,74,54,60,1,8,0,0,0,0,7
"14049",22200549,1610612743,"DEN",1631128,"Christian Braun",25.35,1,1,0,0,0,0,1,2,0,0,1,0,2,0,0,0,51,0,1,0,2,1,0,0,0,0,8,11,0,1,0.9,24,20,15,1,1,0,0,1,1,3
"14050",22200549,1610612743,"DEN",1630538,"Bones Hyland",19.15,7,12,3,7,0,1,3,17,0,0,4,0,2,4,0,2,37,0,1,0,0,0,0,0,0,0,6,8,7,0.7,0.6,49,32,43,0,4,0,0,0,1,2
"14051",22200549,1610612743,"DEN",1628427,"Vlatko Cancar",16.5333333333333,3,4,2,3,0,0,4,8,0,0,0,0,1,0,0,0,34,1,0,0,2,0,0,0,0,0,2,5,1,0.6,0.5,14,9,12,0,0,0,0,0,0,1
"14052",22200549,1610612743,"DEN",1630192,"Zeke Nnaji",12.3666666666667,1,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,24,1,1,0,3,1,0,2,0,0,2,5,1,0.5,0.4,7,6,5,0,0,0,0,1,0,2
"14053",22200549,1610612743,"DEN",1631298,"Jack White",1.63333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0.1,0,3,3,2,0,0,0,0,0,0,0
"14054",22200549,1610612743,"DEN",202397,"Ish Smith",1.63333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,2,1,2,0,0,0,0,0,0,0
"14055",22200549,1610612743,"DEN",1628432,"Davon Reed",1.63333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0.1,0,2,2,1,0,0,0,0,0,0,1
"14057",22200550,1610612756,"PHX",1628969,"Mikal Bridges",34.8333333333333,4,11,2,5,0,0,3,10,0,0,0,0,4,4,1,0,63,0,3,0,2,0,0,0,0,1,2,10,5,1.3,1.2,47,35,38,0,7,0,0,2,0,9
"14058",22200550,1610612756,"PHX",1628470,"Torrey Craig",22.8333333333333,2,7,0,4,0,0,3,4,0,0,0,1,6,0,0,3,41,3,1,0,3,6,1,0,0,0,6,14,0,0.9,0.8,31,23,21,0,1,0,0,5,0,7
"14059",22200550,1610612756,"PHX",1629028,"Deandre Ayton",29.4,6,13,0,1,0,0,1,12,1,0,3,0,5,2,0,0,55,0,3,0,3,0,0,3,0,0,6,9,0,1,0.8,54,40,29,0,0,0,0,1,1,15
"14060",22200550,1610612756,"PHX",1629013,"Landry Shamet",25.45,2,9,2,6,0,0,0,6,0,0,3,0,6,2,0,1,46,1,3,0,3,1,0,2,0,0,4,8,5,1,0.8,38,25,28,0,6,0,0,1,2,8
"14061",22200550,1610612756,"PHX",101108,"Chris Paul",30.2,4,11,1,3,2,2,2,11,1,0,0,1,3,2,0,1,55,1,3,0,1,5,0,0,0,0,3,8,11,1,0.8,61,49,50,0,14,0,0,1,1,3
"14062",22200550,1610612756,"PHX",203967,"Dario Saric",8.76666666666667,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,16,0,0,0,1,2,0,1,0,0,1,3,2,0.3,0.3,10,8,9,0,3,0,0,0,0,0
"14063",22200550,1610612756,"PHX",1627814,"Damion Lee",19.5166666666667,4,6,2,4,0,0,2,10,0,0,0,0,0,0,0,2,36,0,0,0,0,2,0,0,0,0,3,7,3,0.8,0.8,16,8,13,0,1,0,0,0,0,0
"14064",22200550,1610612756,"PHX",1626166,"Cameron Payne",17.8,3,7,0,1,2,2,1,8,0,0,1,0,1,7,1,1,33,0,1,0,0,1,0,0,0,0,4,8,5,0.7,0.6,40,30,33,0,10,0,0,2,0,3
"14065",22200550,1610612756,"PHX",1629111,"Jock Landale",18.6,1,3,0,2,0,0,1,2,0,0,1,0,3,1,0,1,34,6,1,0,3,1,0,1,0,0,3,5,0,0.7,0.7,22,19,10,0,1,0,0,2,1,4
"14066",22200550,1610612756,"PHX",1629006,"Josh Okogie",4.2,1,1,0,0,0,2,1,2,0,0,0,1,0,0,0,1,7,0,0,0,0,0,1,0,0,0,2,2,1,0.1,0.2,6,3,3,0,0,0,1,1,0,0
"14067",22200550,1610612756,"PHX",1630688,"Ish Wainright",16.4,3,8,2,5,0,0,2,8,1,0,0,2,1,2,0,0,31,2,2,0,1,2,0,0,0,0,3,5,3,0.6,0.6,22,14,15,0,4,0,1,2,1,1
"14068",22200550,1610612756,"PHX",1630613,"Duane Washington Jr.",12,4,9,1,4,1,1,0,10,1,0,0,0,2,1,0,3,22,0,1,0,0,0,0,0,0,0,4,5,2,0.4,0.4,18,7,12,0,1,0,0,1,0,2
"14070",22200550,1610612752,"NYK",1629656,"Quentin Grimes",35.8833333333333,5,9,2,6,0,0,0,12,0,1,1,0,3,5,0,0,67,0,0,0,4,2,0,0,0,0,4,10,5,1.4,1.1,41,31,28,0,5,0,0,0,1,6
"14071",22200550,1610612752,"NYK",203944,"Julius Randle",39.9,7,18,4,12,10,12,3,28,1,0,1,0,16,6,0,7,74,0,1,0,3,5,0,2,0,1,8,15,12,1.5,1.2,77,50,57,1,11,0,0,0,7,19
"14072",22200550,1610612752,"NYK",1629011,"Mitchell Robinson",34.8166666666667,5,7,0,0,0,0,1,10,0,1,0,4,6,2,0,2,64,1,2,0,9,0,1,2,0,0,7,21,0,1.3,1.1,31,24,15,0,2,0,4,8,1,10
"14073",22200550,1610612752,"NYK",1628973,"Jalen Brunson",38.9166666666667,8,18,2,3,6,11,3,24,0,0,2,0,4,6,0,6,73,0,0,0,1,5,0,0,0,0,5,13,26,1.6,1.2,82,51,70,1,11,1,0,1,0,7
"14074",22200550,1610612752,"NYK",1630193,"Immanuel Quickley",35.7833333333333,6,12,3,6,0,0,3,15,0,0,1,1,4,3,0,1,65,0,1,0,5,2,0,1,2,0,5,12,5,1.5,1.2,56,40,38,0,5,0,0,2,0,5
"14075",22200550,1610612752,"NYK",1628392,"Isaiah Hartenstein",12.1333333333333,1,1,0,0,1,2,1,3,0,0,0,0,1,2,0,1,22,1,0,0,1,0,1,0,0,0,2,4,0,0.6,0.4,15,13,8,0,1,0,0,3,0,4
"14076",22200550,1610612752,"NYK",1630540,"Miles McBride",17.9166666666667,1,2,1,2,0,0,0,3,0,0,1,0,0,0,0,0,33,0,1,0,0,2,0,0,0,0,2,11,1,0.8,0.7,20,17,13,0,0,0,0,0,0,0
"14077",22200550,1610612752,"NYK",203095,"Evan Fournier",14.45,2,6,1,4,0,0,1,5,0,0,1,0,5,1,0,0,25,0,1,0,1,1,0,0,0,0,2,3,3,0.6,0.5,21,13,13,0,1,0,0,1,1,7
"14078",22200550,1610612752,"NYK",1630579,"Jericho Sims",8.66666666666667,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,16,3,0,0,3,1,0,1,0,0,2,4,0,0.3,0.3,9,8,5,0,2,0,0,0,0,1
"14079",22200550,1610612752,"NYK",1627853,"Ryan Arcidiacono",1.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"14080",22200550,1610612752,"NYK",1629004,"Svi Mykhailiuk",0.483333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14082",22200551,1610612747,"LAL",1628972,"Troy Brown Jr.",34.6833333333333,4,8,4,8,0,0,2,12,3,0,0,1,4,2,1,0,77,0,5,0,3,1,0,0,0,0,10,14,0,1.4,1.3,43,35,21,0,4,0,0,1,1,6
"14083",22200551,1610612747,"LAL",2544,"LeBron James",39.5666666666667,16,26,0,5,11,15,1,43,1,0,3,0,11,6,0,9,91,1,1,0,2,1,0,2,0,0,7,16,17,1.5,1.2,98,61,83,3,14,0,0,3,1,15
"14084",22200551,1610612747,"LAL",1628418,"Thomas Bryant",36.7666666666667,9,17,0,1,0,0,4,18,1,0,1,5,10,2,3,2,82,4,1,0,7,1,0,0,2,0,6,13,0,1.5,1.2,61,41,25,1,2,0,4,11,4,13
"14085",22200551,1610612747,"LAL",201976,"Patrick Beverley",32.3833333333333,2,7,2,4,0,0,3,6,0,3,3,2,5,2,0,0,73,0,0,0,4,4,0,0,1,0,12,21,5,1.3,1.1,33,22,21,1,6,0,1,4,0,7
"14086",22200551,1610612747,"LAL",203471,"Dennis Schroder",37.0666666666667,4,11,1,3,6,7,3,15,0,1,1,0,1,5,1,4,88,1,1,0,3,0,0,0,1,0,5,11,11,1.6,1.4,57,39,46,1,7,0,0,1,0,3
"14087",22200551,1610612747,"LAL",201566,"Russell Westbrook",11.3666666666667,1,8,0,3,0,0,1,2,0,0,3,0,4,2,1,0,25,1,0,0,1,0,0,0,1,0,2,4,11,0.4,0.3,24,11,19,0,6,1,0,2,0,5
"14088",22200551,1610612747,"LAL",1630559,"Austin Reaves",22.15,5,7,2,2,3,5,0,15,1,0,1,0,6,7,1,5,53,0,1,0,0,0,0,0,0,1,4,11,7,1,0.8,41,29,26,0,9,0,0,1,0,7
"14089",22200551,1610612747,"LAL",1629308,"Juan Toscano-Anderson",9.4,0,1,0,1,0,0,3,0,0,0,1,0,2,0,0,0,23,0,1,0,0,0,1,0,1,0,0,3,0,0.5,0.3,17,15,8,0,2,0,0,1,1,3
"14090",22200551,1610612747,"LAL",1629117,"Wenyen Gabriel",10.7666666666667,2,3,0,0,1,3,3,5,0,1,1,1,0,0,0,2,25,2,0,0,2,0,0,2,0,0,1,5,0,0.5,0.4,11,7,7,0,0,0,1,2,0,4
"14091",22200551,1610612747,"LAL",1629134,"Kendrick Nunn",5.85,2,5,1,3,0,0,1,5,0,0,0,0,1,0,0,0,15,0,0,0,0,1,0,0,0,0,2,3,2,0.3,0.2,7,2,6,0,0,0,0,0,0,1
"14095",22200551,1610612766,"CHA",202330,"Gordon Hayward",25.9,2,9,1,2,3,4,0,8,0,0,0,0,0,3,0,2,60,1,0,0,0,2,0,1,1,0,1,3,6,1.1,0.9,41,29,33,0,9,1,0,0,0,0
"14096",22200551,1610612766,"CHA",1629023,"P.J. Washington",35.4166666666667,5,10,2,5,0,0,6,12,1,1,2,3,2,4,0,0,78,1,3,0,8,2,0,1,1,0,13,20,4,1.4,1.3,52,40,25,0,5,0,2,4,0,6
"14097",22200551,1610612766,"CHA",203486,"Mason Plumlee",32.5833333333333,6,7,0,0,6,11,1,18,0,2,0,2,12,4,0,9,75,5,3,0,8,3,2,0,0,0,8,20,2,1.3,1.2,57,45,27,1,7,0,2,4,2,17
"14098",22200551,1610612766,"CHA",1626179,"Terry Rozier",34.6166666666667,11,20,3,6,2,3,3,27,0,0,3,0,2,4,2,2,80,0,0,0,0,2,0,0,0,0,6,11,14,1.5,1.3,52,25,46,0,7,0,0,3,0,4
"14099",22200551,1610612766,"CHA",1630163,"LaMelo Ball",37.5833333333333,9,22,3,10,3,3,5,24,3,2,5,1,6,6,2,4,83,0,3,0,2,1,0,0,1,2,9,17,20,1.6,1.4,84,56,71,1,8,3,1,4,1,8
"14100",22200551,1610612766,"CHA",1629667,"Jalen McDaniels",31.3,4,10,0,4,2,2,2,10,3,1,2,1,6,2,0,1,72,1,4,0,4,4,0,0,0,1,4,13,3,1.3,1.2,43,30,22,0,4,1,1,4,1,7
"14101",22200551,1610612766,"CHA",1630550,"JT Thor",9.18333333333333,1,3,1,2,0,0,1,3,0,0,0,0,0,0,0,0,21,1,1,0,1,2,0,0,0,0,2,5,0,0.4,0.4,10,7,8,0,2,0,0,0,0,0
"14102",22200551,1610612766,"CHA",1628372,"Dennis Smith Jr.",18,3,10,1,3,1,2,3,8,1,0,1,1,2,1,1,1,44,0,2,0,1,0,0,0,0,0,3,5,5,0.7,0.7,37,25,31,0,5,1,1,4,0,2
"14103",22200551,1610612766,"CHA",1631109,"Mark Williams",15.4166666666667,1,2,0,0,3,4,1,5,0,1,1,0,9,0,0,2,34,1,1,0,3,1,1,2,0,0,3,11,0,0.6,0.6,19,15,9,0,1,0,0,4,2,12
"14107",22200552,1610612741,"CHI",201942,"DeMar DeRozan",45.9166666666667,16,32,2,6,10,12,4,44,4,1,1,1,2,4,2,10,96,0,3,0,6,2,0,0,0,0,10,17,15,1.7,1.4,83,39,70,1,9,0,0,3,0,5
"14108",22200552,1610612741,"CHI",1630172,"Patrick Williams",30.1333333333333,4,10,2,7,0,0,3,10,1,0,0,0,5,2,0,0,63,3,4,0,2,4,0,0,1,0,3,11,0,1.2,1.1,43,32,24,0,2,0,0,0,1,6
"14109",22200552,1610612741,"CHI",202696,"Nikola Vucevic",43.5166666666667,6,8,2,4,6,7,3,20,0,0,1,1,12,2,0,5,91,3,2,0,5,2,1,2,0,0,11,16,2,1.5,1.4,66,54,41,0,7,1,1,11,2,22
"14110",22200552,1610612741,"CHI",203897,"Zach LaVine",40.3666666666667,7,18,3,9,9,9,5,26,0,1,3,0,6,6,1,6,82,1,0,0,5,6,0,0,1,1,9,15,14,1.6,1.4,68,42,50,1,13,0,0,2,0,12
"14111",22200552,1610612741,"CHI",1630245,"Ayo Dosunmu",32.7666666666667,4,8,0,3,3,4,5,11,0,0,1,0,3,5,0,2,68,0,1,0,0,5,0,0,1,0,6,14,9,1.2,1.2,48,36,34,0,3,0,0,0,0,3
"14112",22200552,1610612741,"CHI",1627884,"Derrick Jones Jr.",21.8833333333333,3,4,0,1,0,0,4,6,0,0,1,2,4,0,0,0,46,0,0,0,0,7,1,1,0,0,5,10,0,0.9,0.8,21,15,8,0,0,0,2,2,3,6
"14113",22200552,1610612741,"CHI",1627936,"Alex Caruso",22.3333333333333,2,7,0,1,0,0,6,4,1,0,0,1,1,1,0,0,44,0,3,0,1,3,0,0,0,0,11,16,5,0.9,0.8,35,27,22,1,3,1,0,1,0,1
"14114",22200552,1610612741,"CHI",1629632,"Coby White",10.3666666666667,1,2,1,1,2,2,1,5,1,0,0,0,0,1,0,2,24,0,0,0,1,1,0,0,0,0,1,4,2,0.4,0.4,14,8,9,0,1,0,0,0,0,0
"14115",22200552,1610612741,"CHI",203083,"Andre Drummond",6.8,3,3,0,0,0,0,2,6,1,0,0,1,3,0,0,1,14,0,1,0,0,0,0,3,0,0,3,4,0,0.2,0.2,11,8,6,0,0,0,1,4,1,4
"14116",22200552,1610612741,"CHI",201609,"Goran Dragic",10.9333333333333,1,3,0,1,0,0,0,2,0,0,0,0,0,1,0,1,23,0,0,0,1,0,0,1,0,0,1,2,1,0.5,0.4,23,20,17,0,2,1,0,0,0,0
"14119",22200552,1610612739,"CLE",1630205,"Lamar Stevens",19.15,2,5,0,2,0,0,0,4,0,0,0,0,1,2,0,0,40,1,2,0,6,3,0,2,0,0,8,12,3,0.8,0.7,30,25,14,1,2,0,0,2,1,2
"14120",22200552,1610612739,"CLE",201567,"Kevin Love",37.8,4,10,3,9,1,2,6,12,0,0,1,1,16,2,0,1,79,4,1,0,3,3,0,4,0,0,6,15,1,1.4,1.1,67,55,34,0,7,0,0,6,4,18
"14121",22200552,1610612739,"CLE",1628386,"Jarrett Allen",38.5833333333333,9,10,0,0,3,6,4,21,0,1,1,6,2,2,1,4,79,1,0,0,7,5,1,1,0,0,8,18,0,1.5,1.3,40,27,22,0,1,1,5,9,0,4
"14122",22200552,1610612739,"CLE",1627747,"Caris LeVert",39.15,2,13,1,7,5,6,4,10,1,0,1,0,5,3,0,4,81,1,3,0,4,4,0,0,0,0,6,15,13,1.7,1.3,71,54,54,0,4,1,0,2,0,6
"14123",22200552,1610612739,"CLE",1628378,"Donovan Mitchell",49.8,22,34,7,15,20,25,3,71,0,1,4,3,5,11,0,19,102,0,3,0,1,4,0,1,2,0,6,11,29,2,1.5,122,65,106,2,21,0,2,4,1,8
"14124",22200552,1610612739,"CLE",1626224,"Cedi Osman",36.25,6,13,4,11,3,4,3,19,0,0,1,0,3,4,0,3,77,2,0,0,3,2,0,0,0,0,5,9,6,1.4,1.3,49,32,34,0,7,0,0,0,0,8
"14125",22200552,1610612739,"CLE",1630171,"Isaac Okoro",19.5666666666667,1,3,1,1,0,0,6,3,0,1,0,1,2,1,1,0,37,1,0,0,6,0,0,0,1,0,7,12,3,0.7,0.7,17,13,8,0,0,0,0,4,1,3
"14126",22200552,1610612739,"CLE",203526,"Raul Neto",17.45,2,3,0,1,0,0,0,4,0,0,1,1,0,2,0,0,38,0,2,0,2,0,0,0,0,0,3,5,1,0.8,0.7,26,21,22,0,5,0,0,1,0,2
"14127",22200552,1610612739,"CLE",201577,"Robin Lopez",7.25,0,1,0,0,1,2,1,1,0,0,1,1,0,0,0,2,16,3,0,0,2,0,2,2,0,0,2,4,0,0.3,0.2,10,7,5,0,0,0,1,1,0,2
"14130",22200553,1610612761,"TOR",1630567,"Scottie Barnes",39.6833333333333,8,14,1,2,6,8,4,23,0,2,3,2,6,8,1,5,81,7,1,0,8,3,1,4,1,0,10,22,9,1.6,1.4,94,77,76,0,16,0,1,9,1,14
"14131",22200553,1610612761,"TOR",1628384,"OG Anunoby",39.5333333333333,7,20,3,11,0,0,3,17,1,2,2,4,4,2,0,1,82,0,3,0,6,2,0,1,0,0,5,18,7,1.4,1.4,56,32,34,0,5,0,3,8,1,7
"14132",22200553,1610612761,"TOR",1627783,"Pascal Siakam",39.15,9,17,2,4,6,7,3,26,0,0,3,1,6,7,0,7,81,0,2,0,6,2,0,0,1,0,7,12,14,1.6,1.4,85,57,61,1,13,0,1,3,1,8
