,game_id,game_date,home_team_id,away_team_ids,tv
466,0022200467,12/21/2022,1610612755,1610612765,
467,0022200468,12/21/2022,1610612737,1610612741,
468,0022200469,12/21/2022,1610612738,1610612754,
469,0022200470,12/21/2022,1610612751,1610612744,NBA TV
470,0022200471,12/21/2022,1610612752,1610612761,
471,0022200472,12/21/2022,1610612745,1610612753,
472,0022200473,12/21/2022,1610612750,1610612742,
473,0022200474,12/21/2022,1610612760,1610612757,
474,0022200475,12/21/2022,1610612758,1610612747,
475,0022200476,12/21/2022,1610612746,1610612766,NBA TV
476,0022200477,12/22/2022,1610612740,1610612759,
477,0022200478,12/22/2022,1610612762,1610612764,NBA TV
478,0022200479,12/23/2022,1610612753,1610612759,
479,0022200480,12/23/2022,1610612755,1610612746,
480,0022200481,12/23/2022,1610612737,1610612765,
481,0022200482,12/23/2022,1610612738,1610612750,
482,0022200483,12/23/2022,1610612751,1610612749,NBA TV
483,0022200484,12/23/2022,1610612739,1610612761,
484,0022200485,12/23/2022,1610612752,1610612741,
485,0022200486,12/23/2022,1610612748,1610612754,
486,0022200487,12/23/2022,1610612745,1610612742,
487,0022200488,12/23/2022,1610612760,1610612740,
488,0022200489,12/23/2022,1610612743,1610612757,
489,0022200490,12/23/2022,1610612756,1610612763,ESPN
490,0022200491,12/23/2022,1610612758,1610612764,
491,0022200492,12/23/2022,1610612747,1610612766,
492,0022200493,12/25/2022,1610612752,1610612755,ABC/ESPN
493,0022200494,12/25/2022,1610612742,1610612747,ABC/ESPN
494,0022200495,12/25/2022,1610612738,1610612749,ABC/ESPN
495,0022200496,12/25/2022,1610612744,1610612763,ABC/ESPN
496,0022200497,12/25/2022,1610612743,1610612756,ABC/ESPN
497,0022200498,12/26/2022,1610612739,1610612751,NBA TV
498,0022200499,12/26/2022,1610612765,1610612746,
499,0022200500,12/26/2022,1610612748,1610612750,
500,0022200501,12/26/2022,1610612741,1610612745,
501,0022200502,12/26/2022,1610612740,1610612754,
502,0022200503,12/26/2022,1610612759,1610612762,
503,0022200504,12/26/2022,1610612757,1610612766,NBA TV
504,0022200505,12/27/2022,1610612753,1610612747,
505,0022200506,12/27/2022,1610612764,1610612755,
506,0022200507,12/27/2022,1610612738,1610612745,
507,0022200508,12/27/2022,1610612754,1610612737,
508,0022200509,12/27/2022,1610612761,1610612746,
509,0022200510,12/27/2022,1610612763,1610612756,
510,0022200511,12/27/2022,1610612760,1610612759,
511,0022200512,12/27/2022,1610612742,1610612752,NBA TV
512,0022200513,12/27/2022,1610612744,1610612766,
513,0022200514,12/27/2022,1610612758,1610612743,
514,0022200515,12/28/2022,1610612765,1610612753,
515,0022200516,12/28/2022,1610612764,1610612756,
516,0022200517,12/28/2022,1610612737,1610612751,
517,0022200518,12/28/2022,1610612748,1610612747,NBA TV
518,0022200519,12/28/2022,1610612741,1610612749,
519,0022200520,12/28/2022,1610612740,1610612750,
520,0022200521,12/28/2022,1610612744,1610612762,
521,0022200522,12/28/2022,1610612758,1610612743,NBA TV
522,0022200523,12/29/2022,1610612766,1610612760,
523,0022200524,12/29/2022,1610612754,1610612739,
524,0022200525,12/29/2022,1610612738,1610612746,NBA TV
525,0022200526,12/29/2022,1610612761,1610612763,
526,0022200527,12/29/2022,1610612759,1610612752,
527,0022200528,12/29/2022,1610612742,1610612745,
528,0022200529,12/30/2022,1610612753,1610612764,
529,0022200530,12/30/2022,1610612737,1610612747,NBA TV
530,0022200531,12/30/2022,1610612761,1610612756,
531,0022200532,12/30/2022,1610612741,1610612765,
532,0022200533,12/30/2022,1610612749,1610612750,
533,0022200534,12/30/2022,1610612740,1610612755,
