,game_id,attendance
1152,0022201153,17849.0
1153,0022201154,19432.0
1154,0022201155,15844.0
1155,0022201156,16376.0
1156,0022201157,18978.0
1157,0022201158,18064.0
1158,0022201159,18389.0
1159,0022201160,17071.0
1160,0022201161,20011.0
1161,0022201162,18399.0
1162,0022201163,16052.0
1163,0022201164,17732.0
1164,0022201165,20944.0
1165,0022201166,18978.0
1166,0022201167,17678.0
1167,0022201168,19812.0
1168,0022201169,19431.0
1169,0022201170,18183.0
1170,0022201171,18204.0
1171,0022201172,17981.0
1172,0022201173,19432.0
1173,0022201174,17532.0
1174,0022201175,19752.0
1175,0022201176,14965.0
1176,0022201177,18453.0
1177,0022201178,19449.0
1178,0022201179,19098.0
1179,0022201180,17893.0
1180,0022201181,21104.0
1181,0022201182,21717.0
1182,0022201183,16924.0
1183,0022201184,17558.0
1184,0022201185,15799.0
1185,0022201186,18206.0
1186,0022201187,18064.0
1187,0022201188,17071.0
1188,0022201189,18313.0
1189,0022201190,16789.0
1190,0022201191,17727.0
1191,0022201192,19156.0
1192,0022201193,17679.0
1193,0022201194,17232.0
1194,0022201195,20271.0
1195,0022201196,19068.0
1196,0022201197,19235.0
1197,0022201198,21178.0
1198,0022201199,16023.0
1199,0022201200,18206.0
1200,0022201201,17071.0
1201,0022201202,19102.0
1202,0022201203,17274.0
1203,0022201204,20476.0
1204,0022201205,17627.0
1205,0022201206,19156.0
1206,0022201207,18177.0
1207,0022201208,18010.0
1208,0022201209,18656.0
1209,0022201210,20313.0
1210,0022201211,18253.0
1211,0022201212,18997.0
1212,0022201213,18206.0
1213,0022201214,16148.0
1214,0022201215,19068.0
1215,0022201216,19156.0
1216,0022201217,17732.0
1217,0022201218,19432.0
1218,0022201219,19894.0
1219,0022201220,19812.0
1220,0022201221,19800.0
1221,0022201222,15233.0
1222,0022201223,21530.0
1223,0022201224,20141.0
1224,0022201225,18978.0
1225,0022201226,16601.0
1226,0022201227,19652.0
1227,0022201228,18997.0
1228,0022201229,17071.0
1229,0022201230,19731.0
