,game_id,attendance
523,0022200524,17274.0
524,0022200525,19156.0
525,0022200526,19800.0
526,0022200527,18354.0
527,0022200528,20307.0
528,0022200529,19040.0
529,0022200530,17984.0
530,0022200531,19800.0
531,0022200532,21667.0
532,0022200533,18018.0
533,0022200534,18656.0
534,0022200535,19638.0
535,0022200536,18064.0
536,0022200537,17946.0
537,0022200538,16731.0
538,0022200539,19386.0
539,0022200540,21524.0
540,0022200541,18055.0
541,0022200542,18354.0
542,0022200543,17951.0
543,0022200544,16233.0
544,0022200545,17147.0
545,0022200546,18206.0
546,0022200547,17794.0
547,0022200548,17341.0
548,0022200549,19641.0
549,0022200550,19812.0
550,0022200551,19210.0
551,0022200552,19432.0
552,0022200553,14054.0
553,0022200554,20531.0
554,0022200555,18224.0
555,0022200556,18055.0
556,0022200557,15962.0
557,0022200558,18064.0
558,0022200559,19393.0
559,0022200560,19068.0
560,0022200561,17341.0
561,0022200562,16778.0
562,0022200563,18206.0
563,0022200564,19249.0
564,0022200565,19432.0
565,0022200566,18925.0
566,0022200567,20033.0
567,0022200568,19812.0
568,0022200569,19800.0
569,0022200570,21418.0
570,0022200571,15434.0
571,0022200572,17295.0
572,0022200573,18064.0
573,0022200574,18997.0
574,0022200575,17611.0
575,0022200576,19184.0
576,0022200577,20413.0
577,0022200578,16320.0
578,0022200579,19087.0
579,0022200580,16548.0
580,0022200581,20766.0
581,0022200582,19800.0
582,0022200583,17627.0
583,0022200584,14790.0
584,0022200585,13107.0
585,0022200586,18636.0
586,0022200587,17136.0
587,0022200588,19638.0
588,0022200589,17071.0
589,0022200590,18997.0
590,0022200591,18354.0
591,0022200592,21694.0
592,0022200593,20300.0
593,0022200594,18064.0
594,0022200595,17611.0
595,0022200596,18898.0
596,0022200597,19800.0
597,0022200598,15805.0
598,0022200599,19901.0
599,0022200600,17794.0
600,0022200601,18055.0
601,0022200602,16317.0
602,0022200603,17071.0
603,0022200604,19068.0
604,0022200605,16223.0
605,0022200606,19156.0
606,0022200607,18167.0
607,0022200608,16013.0
608,0022200609,19609.0
609,0022200610,16499.0
610,0022200611,19600.0
611,0022200612,20221.0
612,0022200613,19800.0
613,0022200614,18206.0
614,0022200615,18064.0
615,0022200616,18176.0
616,0022200617,15828.0
617,0022200618,15906.0
618,0022200619,17032.0
619,0022200620,17154.0
620,0022200621,19156.0
621,0022200622,18249.0
622,0022200623,16454.0
623,0022200624,18872.0
624,0022200625,16057.0
625,0022200626,20892.0
626,0022200627,18125.0
627,0022200628,19600.0
628,0022200629,19800.0
629,0022200630,18997.0
630,0022200631,18105.0
631,0022200632,18989.0
632,0022200633,16071.0
633,0022200634,20476.0
634,0022200635,68323.0
635,0022200636,21342.0
636,0022200637,16460.0
637,0022200638,18206.0
638,0022200639,16005.0
639,0022200640,17894.0
640,0022200641,19620.0
641,0022200642,19608.0
642,0022200643,17274.0
643,0022200644,19800.0
644,0022200645,17136.0
645,0022200646,18206.0
646,0022200647,19393.0
647,0022200648,19894.0
648,0022200649,17238.0
649,0022200650,20139.0
650,0022200651,18165.0
651,0022200652,12339.0
652,0022200653,19641.0
653,0022200654,19393.0
654,0022200655,18020.0
655,0022200656,19227.0
656,0022200657,17412.0
657,0022200658,19432.0
658,0022200659,19812.0
659,0022200660,20476.0
660,0022200661,18007.0
661,0022200662,16477.0
662,0022200663,17794.0
663,0022200664,17657.0
664,0022200665,17341.0
665,0022200666,13532.0
666,0022200667,18258.0
667,0022200668,15155.0
668,0022200669,19164.0
669,0022200670,20125.0
670,0022200671,15678.0
671,0022200672,16892.0
672,0022200673,17736.0
673,0022200674,14748.0
674,0022200675,18206.0
675,0022200676,16112.0
676,0022200677,18142.0
677,0022200678,15885.0
678,0022200679,19156.0
679,0022200680,16318.0
680,0022200681,17071.0
681,0022200682,18113.0
682,0022200683,19025.0
683,0022200684,17711.0
684,0022200685,19432.0
685,0022200686,20326.0
686,0022200687,15190.0
687,0022200688,19609.0
688,0022200689,18206.0
689,0022200690,18997.0
690,0022200691,17932.0
691,0022200692,19800.0
692,0022200693,18171.0
693,0022200694,17928.0
694,0022200695,19432.0
695,0022200696,17136.0
696,0022200697,17071.0
697,0022200698,17861.0
698,0022200699,19600.0
699,0022200700,19261.0
700,0022200701,20026.0
701,0022200702,19557.0
702,0022200703,17071.0
703,0022200704,18064.0
704,0022200705,19393.0
705,0022200706,18011.0
706,0022200707,19196.0
707,0022200708,20938.0
708,0022200709,13811.0
709,0022200710,18206.0
710,0022200711,17874.0
711,0022200712,17821.0
712,0022200713,16102.0
713,0022200714,19705.0
714,0022200715,19812.0
715,0022200716,14699.0
716,0022200717,20077.0
717,0022200718,17071.0
718,0022200719,17604.0
719,0022200720,18846.0
720,0022200721,19772.0
721,0022200722,15302.0
722,0022200723,17352.0
723,0022200724,14887.0
724,0022200725,15079.0
725,0022200726,18064.0
726,0022200727,18154.0
727,0022200728,17767.0
728,0022200729,17955.0
729,0022200730,19156.0
730,0022200731,17732.0
731,0022200732,17697.0
732,0022200733,16327.0
733,0022200734,17071.0
734,0022200735,16958.0
735,0022200736,16090.0
736,0022200737,17136.0
737,0022200738,19788.0
738,0022200739,16236.0
739,0022200740,18064.0
740,0022200741,21255.0
741,0022200742,18100.0
742,0022200743,19411.0
743,0022200744,18846.0
744,0022200745,18448.0
745,0022200746,17136.0
746,0022200747,17692.0
747,0022200748,18354.0
748,0022200749,19156.0
749,0022200750,18206.0
750,0022200751,19393.0
751,0022200752,19254.0
752,0022200753,17794.0
753,0022200754,19432.0
754,0022200755,17341.0
755,0022200756,19812.0
756,0022200757,17924.0
757,0022200758,15342.0
758,0022200759,16854.0
759,0022200760,11970.0
760,0022200761,19777.0
761,0022200762,17071.0
762,0022200763,18262.0
763,0022200764,19432.0
764,0022200765,19812.0
765,0022200766,20068.0
766,0022200767,17341.0
767,0022200768,18868.0
768,0022200769,17855.0
769,0022200770,20885.0
770,0022200771,14589.0
771,0022200772,19156.0
772,0022200773,15181.0
773,0022200774,17136.0
774,0022200775,13207.0
775,0022200776,18206.0
776,0022200777,17071.0
777,0022200778,17274.0
778,0022200779,19432.0
779,0022200780,19044.0
780,0022200781,20072.0
781,0022200782,19670.0
782,0022200783,19555.0
783,0022200784,17341.0
784,0022200785,18007.0
785,0022200786,17274.0
786,0022200787,20476.0
787,0022200788,19156.0
788,0022200789,16585.0
789,0022200790,17136.0
790,0022200791,15252.0
791,0022200792,18206.0
792,0022200793,17732.0
793,0022200794,19788.0
794,0022200795,19812.0
795,0022200796,20135.0
796,0022200797,18008.0
797,0022200798,18886.0
798,0022200799,16994.0
799,0022200800,18064.0
800,0022200801,19630.0
801,0022200802,18510.0
802,0022200803,17274.0
803,0022200804,17586.0
804,0022200805,17794.0
805,0022200806,17136.0
806,0022200807,17779.0
807,0022200808,17933.0
808,0022200809,16744.0
809,0022200810,16981.0
810,0022200811,19291.0
811,0022200812,15405.0
812,0022200813,18206.0
813,0022200814,18064.0
814,0022200815,18110.0
815,0022200816,19438.0
816,0022200817,17093.0
817,0022200818,16669.0
818,0022200819,17012.0
819,0022200820,18307.0
820,0022200821,18997.0
821,0022200822,19432.0
822,0022200823,16097.0
823,0022200824,19156.0
824,0022200825,19600.0
825,0022200826,19800.0
826,0022200827,15881.0
827,0022200828,18206.0
828,0022200829,18377.0
829,0022200830,18450.0
830,0022200831,18846.0
831,0022200832,17003.0
832,0022200833,16938.0
833,0022200834,18997.0
834,0022200835,17899.0
835,0022200836,16522.0
836,0022200837,21057.0
837,0022200838,19156.0
838,0022200839,19800.0
839,0022200840,19600.0
840,0022200841,17794.0
841,0022200842,16398.0
842,0022200843,19424.0
843,0022200844,18111.0
844,0022200845,16614.0
845,0022200846,17732.0
846,0022200847,19256.0
847,0022200848,18223.0
848,0022200849,18387.0
849,0022200850,17875.0
850,0022200851,19339.0
851,0022200852,19432.0
852,0022200853,18064.0
853,0022200854,18111.0
854,0022200855,19156.0
855,0022200856,19800.0
856,0022200857,14078.0
857,0022200858,19432.0
858,0022200859,15004.0
859,0022200860,19850.0
860,0022200861,19755.0
861,0022200862,19812.0
862,0022200863,20767.0
863,0022200864,14920.0
864,0022200865,20325.0
865,0022200866,18064.0
866,0022200867,18299.0
867,0022200868,19800.0
868,0022200869,17623.0
869,0022200870,17071.0
870,0022200871,16741.0
871,0022200872,18004.0
872,0022200873,14155.0
873,0022200874,15599.0
874,0022200875,21134.0
875,0022200876,17771.0
876,0022200877,19156.0
877,0022200878,17963.0
878,0022200879,16748.0
879,0022200880,14988.0
880,0022200881,19627.0
881,0022200882,18997.0
882,0022200883,20308.0
883,0022200884,17136.0
884,0022200885,17071.0
885,0022200886,19432.0
886,0022200887,16125.0
887,0022200888,18846.0
888,0022200889,21205.0
889,0022200890,19800.0
890,0022200891,20287.0
891,0022200892,18206.0
892,0022200893,18997.0
893,0022200894,18041.0
894,0022200895,20476.0
895,0022200896,18065.0
896,0022200897,17676.0
897,0022200898,17136.0
898,0022200899,17071.0
899,0022200900,21286.0
900,0022200901,18064.0
901,0022200902,19068.0
902,0022200903,20190.0
903,0022200904,19109.0
904,0022200905,19231.0
905,0022200906,19812.0
906,0022200907,18302.0
907,0022200908,20993.0
908,0022200909,18206.0
909,0022200910,17636.0
910,0022200911,16983.0
911,0022200912,21106.0
912,0022200913,20411.0
913,0022200914,19432.0
914,0022200915,15147.0
915,0022200916,18064.0
916,0022200917,19215.0
917,0022200918,19689.0
918,0022200919,14184.0
919,0022200920,20859.0
920,0022200921,19812.0
921,0022200922,16038.0
922,0022200923,17395.0
923,0022200924,17732.0
924,0022200925,19800.0
925,0022200926,15368.0
926,0022200927,17794.0
927,0022200928,13353.0
928,0022200929,20277.0
929,0022200930,18206.0
930,0022200931,18064.0
931,0022200932,17022.0
932,0022200933,19137.0
933,0022200934,18098.0
934,0022200935,19156.0
935,0022200936,19600.0
936,0022200937,19812.0
937,0022200938,15919.0
938,0022200939,17354.0
939,0022200940,17114.0
940,0022200941,18566.0
941,0022200942,14643.0
942,0022200943,20002.0
943,0022200944,14617.0
944,0022200945,18064.0
945,0022200946,16683.0
946,0022200947,17521.0
947,0022200948,19156.0
948,0022200949,19600.0
949,0022200950,21169.0
950,0022200951,16538.0
951,0022200952,19641.0
952,0022200953,18064.0
953,0022200954,18111.0
954,0022200955,18997.0
955,0022200956,18174.0
956,0022200957,19432.0
957,0022200958,19600.0
958,0022200959,18354.0
959,0022200960,18100.0
960,0022200961,18111.0
961,0022200962,20311.0
962,0022200963,21225.0
963,0022200964,18997.0
964,0022200965,17921.0
965,0022200966,18846.0
966,0022200967,16721.0
967,0022200968,14778.0
968,0022200969,19156.0
969,0022200970,19068.0
970,0022200971,19432.0
971,0022200972,15008.0
972,0022200973,18746.0
973,0022200974,19600.0
974,0022200975,19520.0
975,0022200976,17708.0
976,0022200977,16989.0
977,0022200978,16110.0
978,0022200979,19812.0
979,0022200980,17136.0
980,0022200981,14833.0
981,0022200982,16142.0
982,0022200983,20277.0
983,0022200984,18997.0
984,0022200985,15087.0
985,0022200986,19156.0
986,0022200987,19600.0
987,0022200988,17473.0
988,0022200989,19896.0
989,0022200990,17071.0
990,0022200991,17397.0
991,0022200992,17121.0
992,0022200993,16027.0
993,0022200994,16552.0
994,0022200995,17341.0
995,0022200996,17794.0
996,0022200997,18068.0
997,0022200998,21001.0
998,0022200999,18161.0
999,0022201000,19757.0
1000,0022201001,17136.0
1001,0022201002,18354.0
1002,0022201003,18322.0
1003,0022201004,19068.0
1004,0022201005,17221.0
1005,0022201006,20190.0
1006,0022201007,17347.0
1007,0022201008,17884.0
1008,0022201009,18055.0
1009,0022201010,17794.0
1010,0022201011,17606.0
1011,0022201012,18064.0
1012,0022201013,17071.0
1013,0022201014,19739.0
1014,0022201015,17342.0
1015,0022201016,21220.0
1016,0022201017,16676.0
1017,0022201018,17314.0
1018,0022201019,18997.0
1019,0022201020,18313.0
1020,0022201021,17799.0
1021,0022201022,19721.0
1022,0022201023,20303.0
1023,0022201024,18055.0
1024,0022201025,18064.0
1025,0022201026,18111.0
1026,0022201027,14690.0
1027,0022201028,15279.0
1028,0022201029,19800.0
1029,0022201030,18625.0
1030,0022201031,16976.0
1031,0022201032,13708.0
1032,0022201033,17071.0
1033,0022201034,19488.0
1034,0022201035,19432.0
1035,0022201036,19794.0
1036,0022201037,21886.0
1037,0022201038,18055.0
1038,0022201039,17136.0
1039,0022201040,18354.0
1040,0022201041,19068.0
1041,0022201042,17987.0
1042,0022201043,18172.0
1043,0022201044,19800.0
1044,0022201045,17797.0
1045,0022201046,17071.0
1046,0022201047,19096.0
1047,0022201048,18201.0
1048,0022201049,19432.0
1049,0022201050,20109.0
1050,0022201051,15841.0
1051,0022201052,15221.0
1052,0022201053,19393.0
1053,0022201054,18997.0
1054,0022201055,19812.0
1055,0022201056,17533.0
1056,0022201057,17274.0
1057,0022201058,19800.0
1058,0022201059,18529.0
1059,0022201060,20094.0
1060,0022201061,18396.0
1061,0022201062,18206.0
1062,0022201063,18235.0
1063,0022201064,17897.0
1064,0022201065,16311.0
1065,0022201066,20190.0
1066,0022201067,14209.0
1067,0022201068,17341.0
1068,0022201069,18714.0
1069,0022201070,18997.0
1070,0022201071,12449.0
1071,0022201072,21145.0
1072,0022201073,19812.0
1073,0022201074,16116.0
1074,0022201075,17794.0
1075,0022201076,18206.0
1076,0022201077,16096.0
1077,0022201078,17129.0
1078,0022201079,17732.0
1079,0022201080,15466.0
1080,0022201081,18111.0
1081,0022201082,19068.0
1082,0022201083,16508.0
1083,0022201084,19863.0
1084,0022201085,19800.0
1085,0022201086,20377.0
1086,0022201087,20946.0
1087,0022201088,17794.0
1088,0022201089,17756.0
1089,0022201090,17136.0
1090,0022201091,
1091,0022201092,18435.0
1092,0022201093,17607.0
1093,0022201094,17732.0
1094,0022201095,15749.0
1095,0022201096,17307.0
1096,0022201097,19156.0
1097,0022201098,17004.0
1098,0022201099,19800.0
1099,0022201100,17851.0
1100,0022201101,20347.0
1101,0022201102,18206.0
1102,0022201103,18064.0
1103,0022201104,19393.0
1104,0022201105,18151.0
1105,0022201106,18997.0
1106,0022201107,17699.0
1107,0022201108,19680.0
1108,0022201109,19919.0
1109,0022201110,17071.0
1110,0022201111,18151.0
1111,0022201112,17702.0
1112,0022201113,19264.0
1113,0022201114,18997.0
1114,0022201115,18056.0
1115,0022201116,19156.0
1116,0022201117,19432.0
1117,0022201118,17862.0
1118,0022201119,19800.0
1119,0022201120,18626.0
1120,0022201121,18064.0
1121,0022201122,21090.0
1122,0022201123,17022.0
1123,0022201124,19812.0
1124,0022201125,18206.0
1125,0022201126,19781.0
1126,0022201127,17943.0
1127,0022201128,18151.0
1128,0022201129,19068.0
1129,0022201130,20476.0
1130,0022201131,17748.0
1131,0022201132,19800.0
1132,0022201133,16507.0
1133,0022201134,15428.0
1134,0022201135,18064.0
1135,0022201136,16524.0
1136,0022201137,17074.0
1137,0022201138,19812.0
1138,0022201139,20583.0
1139,0022201140,21739.0
1140,0022201141,16775.0
1141,0022201142,15047.0
1142,0022201143,18354.0
1143,0022201144,17071.0
1144,0022201145,18550.0
1145,0022201146,18073.0
1146,0022201147,19728.0
1147,0022201148,18768.0
1148,0022201149,16506.0
1149,0022201150,20993.0
1150,0022201151,16411.0
1151,0022201152,19156.0
