"","PLAYER_NAME","MP","TS.","eFG.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","ORtg","DRtg","BPM","GAME_ID","DATE","TEAM_ABBREVIATION","PTS"
"1","Al Horford","23:06",".429",".429",".714",".000","6.3","24.4","15.5","5.0","0.0","0.0","0.0","13.9","104","123","-6.7",22200001,"2022-10-18","BOS",6
"2","Blake Griffin","8:17",".174",".000",".500","1.000","35.1","51.1","43.2","12.6","0.0","0.0","0.0","16.0","103","120","-11.8",22200001,"2022-10-18","BOS",1
"3","Derrick White","24:02",".291",".333",".333",".333","6.1","11.7","8.9","18.2","2.0","0.0","22.5","8.5","100","120","-3.1",22200001,"2022-10-18","BOS",2
"4","Grant Williams","23:57","1.187","1.300",".600",".600","0.0","5.9","3.0","5.6","0.0","0.0","0.0","12.1","233","125","10.7",22200001,"2022-10-18","BOS",15
"5","Jaylen Brown","38:34",".691",".667",".500",".125","0.0","11.0","5.6","8.7","2.5","2.7","13.6","35.0","117","116","4.9",22200001,"2022-10-18","BOS",35
"6","Jayson Tatum","38:38",".730",".700",".350",".450","0.0","43.9","22.3","16.7","1.3","2.7","11.1","32.1","133","116","9.4",22200001,"2022-10-18","BOS",35
"7","Malcolm Brogdon","23:52",".673",".636",".182",".182","6.1","5.9","6.0","25.2","4.1","0.0","7.8","24.8","138","116","7.2",22200001,"2022-10-18","BOS",16
"8","Marcus Smart","36:05",".608",".438",".500","1.000","4.0","7.8","6.0","22.2","1.4","0.0","8.0","16.0","140","122","0.6",22200001,"2022-10-18","BOS",14
"9","Noah Vonleh","20:10",".500",".500",".000",".000","0.0","14.0","7.1","0.0","2.4","5.2","0.0","4.6","101","114","-3.0",22200001,"2022-10-18","BOS",2
"10","Sam Hauser","3:19","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","125","-10.5",22200001,"2022-10-18","BOS",0
"11","Danuel House Jr.","16:12",".174",".000",".500","1.000","0.0","9.0","4.4","7.4","6.0","0.0","25.8","10.8","43","121","-5.6",22200001,"2022-10-18","PHI",1
"12","De'Anthony Melton","20:33",".625",".625",".500",".000","0.0","0.0","0.0","0.0","2.4","0.0","0.0","8.8","122","130","-2.0",22200001,"2022-10-18","PHI",5
"13","Georges Niang","12:09",".375",".375",".750",".000","0.0","0.0","0.0","11.0","0.0","0.0","0.0","14.9","88","136","-6.6",22200001,"2022-10-18","PHI",3
"14","James Harden","37:17",".908",".821",".643",".857","0.0","31.2","15.4","31.7","0.0","0.0","13.5","27.0","165","132","14.5",22200001,"2022-10-18","PHI",35
"15","Joel Embiid","37:16",".592",".528",".333",".500","3.8","54.6","28.8","22.7","0.0","2.7","21.5","33.9","103","127","-0.2",22200001,"2022-10-18","PHI",26
"16","Matisse Thybulle","0:23","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","136","-4.0",22200001,"2022-10-18","PHI",0
"17","Montrezl Harrell","10:44",".333",".333",".000",".000","0.0","0.0","0.0","0.0","0.0","9.5","25.0","16.8","49","128","-16.3",22200001,"2022-10-18","PHI",2
"18","P.J. Tucker","33:01",".600",".600",".400",".000","8.6","8.8","8.7","0.0","0.0","3.1","28.6","9.6","98","132","-4.2",22200001,"2022-10-18","PHI",6
"19","Tobias Harris","34:14",".605",".607",".429",".143","4.1","4.2","4.2","0.0","4.3","0.0","0.0","19.6","122","125","2.7",22200001,"2022-10-18","PHI",18
"20","Tyrese Maxey","38:11",".606",".563",".313",".188","0.0","3.8","1.9","8.4","2.6","0.0","5.5","21.7","118","129","-0.9",22200001,"2022-10-18","PHI",21
"21","Andrew Wiggins","29:28",".714",".714",".500",".000","3.3","17.7","10.2","20.4","1.4","3.0","6.7","19.2","136","96","9.7",22200002,"2022-10-18","GSW",20
"22","Donte DiVincenzo","21:37",".581",".583",".333",".333","0.0","9.7","4.6","11.6","2.0","0.0","36.8","19.0","75","99","-6.7",22200002,"2022-10-18","GSW",8
"23","Draymond Green","24:41",".400",".400",".000",".000","0.0","21.1","10.1","23.7","0.0","0.0","16.7","9.2","102","101","-2.2",22200002,"2022-10-18","GSW",4
"24","James Wiseman","16:31",".515",".667",".000",".667","5.8","37.9","21.2","0.0","0.0","5.4","0.0","17.7","99","93","-1.9",22200002,"2022-10-18","GSW",8
"25","JaMychal Green","23:26",".667",".667",".500",".000","20.5","8.9","14.9","0.0","1.8","0.0","0.0","9.7","153","99","2.6",22200002,"2022-10-18","GSW",8
"26","Jonathan Kuminga","13:04",".000",".000",".667",".000","7.3","16.0","11.5","0.0","0.0","6.8","40.0","14.4","15","97","-17.7",22200002,"2022-10-18","GSW",0
"27","Jordan Poole","28:11",".378",".333",".600",".133","0.0","7.4","3.5","31.2","3.0","0.0","20.1","26.6","80","97","-5.1",22200002,"2022-10-18","GSW",12
"28","Kevon Looney","21:08",".788",".750",".000",".250","9.1","19.8","14.2","11.9","2.0","0.0","0.0","7.9","177","96","5.3",22200002,"2022-10-18","GSW",7
"29","Klay Thompson","19:39",".592",".538",".462",".385","0.0","10.6","5.1","24.2","2.2","0.0","11.6","33.1","110","98","3.9",22200002,"2022-10-18","GSW",18
"30","Moses Moody","7:35",".625",".625",".750",".000","0.0","13.8","6.6","0.0","0.0","0.0","0.0","19.9","116","102","2.4",22200002,"2022-10-18","GSW",5
"31","Ryan Rollins","1:52",".000",".000",".000",".000","0.0","55.9","26.8","57.1","0.0","0.0","0.0","20.2","59","91","-21.4",22200002,"2022-10-18","GSW",0
"32","Stephen Curry","32:48",".636",".545",".591",".409","2.9","15.9","9.1","33.7","5.2","2.7","13.4","34.5","121","89","16.5",22200002,"2022-10-18","GSW",33
"33","Anthony Davis","35:36",".520",".455",".136",".409","0.0","16.2","8.4","0.0","4.7","2.5","10.4","31.0","94","102","0.0",22200002,"2022-10-18","LAL",27
"34","Austin Reaves","16:00",".436",".333",".667",".333","0.0","0.0","0.0","8.1","0.0","0.0","0.0","8.2","104","118","-8.4",22200002,"2022-10-18","LAL",3
"35","Cole Swider","1:52",".000",".000","1.000",".000","0.0","51.4","26.8","64.3","0.0","0.0","0.0","20.4","51","105","-2.8",22200002,"2022-10-18","LAL",0
"36","Juan Toscano-Anderson","14:18",".000",".000","1.000",".000","0.0","26.9","14.0","0.0","0.0","0.0","40.0","13.3","0","111","-18.8",22200002,"2022-10-18","LAL",0
"37","Kendrick Nunn","23:03",".722",".722",".667",".000","0.0","12.5","6.5","14.1","1.8","0.0","25.0","19.8","102","111","1.6",22200002,"2022-10-18","LAL",13
"38","LeBron James","35:12",".558",".519",".385",".154","14.8","27.3","21.3","46.2","0.0","0.0","15.3","35.5","109","111","7.1",22200002,"2022-10-18","LAL",31
"39","Lonnie Walker IV","29:17",".317",".286",".429",".286","3.6","6.6","5.1","22.3","1.4","3.0","20.2","12.9","78","112","-3.3",22200002,"2022-10-18","LAL",5
"40","Matt Ryan","17:49",".375",".375",".750",".000","0.0","5.4","2.8","0.0","2.4","0.0","20.0","10.7","60","111","-7.7",22200002,"2022-10-18","LAL",3
"41","Max Christie","1:52","1.500","1.500","1.000",".000","0.0","51.4","26.8","0.0","0.0","0.0","0.0","20.4","300","105","46.1",22200002,"2022-10-18","LAL",3
"42","Patrick Beverley","24:40",".300",".300","1.000",".000","4.2","3.9","4.1","10.2","6.9","7.2","16.7","9.3","74","97","2.0",22200002,"2022-10-18","LAL",3
"43","Russell Westbrook","30:41",".669",".625",".250",".417","3.4","31.3","17.9","16.2","1.4","0.0","22.0","22.6","108","107","1.0",22200002,"2022-10-18","LAL",19
"44","Scotty Pippen Jr.","1:52","1.136","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","250","119","15.9",22200002,"2022-10-18","LAL",2
"45","Wenyen Gabriel","7:48",".000",".000",".000","2.000","13.4","0.0","6.4","15.4","0.0","0.0","0.0","9.2","55","118","-12.5",22200002,"2022-10-18","LAL",0
"46","Bojan Bogdanovic","34:50",".711",".688",".625",".125","2.8","14.1","7.7","9.5","1.4","0.0","5.6","21.1","131","112","4.9",22200003,"2022-10-19","DET",24
"47","Cade Cunningham","35:06",".507",".438",".375",".250","0.0","3.5","1.5","43.0","1.4","0.0","14.5","24.4","108","114","-0.4",22200003,"2022-10-19","DET",18
"48","Cory Joseph","15:07","1.333","1.333",".667",".000","0.0","8.1","3.6","20.8","0.0","0.0","0.0","8.2","258","116","5.3",22200003,"2022-10-19","DET",8
"49","Hamidou Diallo","14:28",".333",".333",".333",".000","13.3","0.0","7.5","9.0","0.0","0.0","0.0","8.5","113","118","-11.5",22200003,"2022-10-19","DET",2
"50","Isaiah Stewart","26:18",".735",".583",".667","1.333","0.0","23.4","10.3","15.9","3.6","0.0","0.0","14.9","163","105","8.3",22200003,"2022-10-19","DET",14
"51","Jaden Ivey","31:44",".615",".600",".267",".067","3.0","7.8","5.1","21.7","4.5","0.0","11.5","22.6","114","106","3.1",22200003,"2022-10-19","DET",19
"52","Jalen Duren","21:43",".474",".538",".000",".308","22.1","28.3","24.8","9.0","0.0","11.8","16.9","33.7","88","104","-4.7",22200003,"2022-10-19","DET",14
"53","Kevin Knox II","13:10",".188",".188",".750",".000","0.0","28.0","12.3","0.0","0.0","0.0","20.0","31.3","32","112","-30.2",22200003,"2022-10-19","DET",3
"54","Killian Hayes","16:11",".159",".111",".333",".111","0.0","38.0","16.7","40.0","8.8","5.3","0.0","24.0","67","86","0.1",22200003,"2022-10-19","DET",3
"55","Saddiq Bey","31:23",".592",".400",".400",".800","9.2","11.8","10.3","12.4","1.5","0.0","12.9","10.2","134","112","-2.9",22200003,"2022-10-19","DET",8
"56","Bol Bol","17:32",".727",".667",".000",".333","14.0","21.9","18.5","0.0","0.0","4.9","22.5","21.6","118","110","-0.3",22200003,"2022-10-19","ORL",10
"57","Caleb Houstan","21:55",".000",".000",".667",".000","0.0","13.1","7.4","0.0","0.0","3.9","0.0","5.8","0","114","-11.1",22200003,"2022-10-19","ORL",0
"58","Chuma Okeke","17:55",".258",".000",".333",".667","6.9","16.1","12.0","6.4","0.0","0.0","0.0","9.3","90","115","-8.6",22200003,"2022-10-19","ORL",2
"59","Franz Wagner","34:07",".530",".500",".333",".111","3.6","8.4","6.3","22.9","0.0","0.0","20.9","29.9","97","118","-6.4",22200003,"2022-10-19","ORL",20
"60","Jalen Suggs","25:14",".918",".909",".545",".091","4.9","0.0","2.1","21.3","3.8","0.0","25.9","26.1","131","112","9.1",22200003,"2022-10-19","ORL",21
"61","Mo Bamba","12:00",".000",".000",".800",".400","10.3","8.0","9.0","9.5","0.0","0.0","0.0","20.9","26","118","-21.7",22200003,"2022-10-19","ORL",0
"62","Paolo Banchero","35:20",".640",".611",".000",".389","7.0","19.0","13.7","25.1","0.0","4.9","15.9","30.3","119","111","3.0",22200003,"2022-10-19","ORL",27
"63","R.J. Hampton","11:29",".868",".750",".500","1.000","10.7","25.1","18.8","22.1","4.2","0.0","0.0","10.7","197","103","15.9",22200003,"2022-10-19","ORL",5
"64","Terrence Ross","31:49",".523",".542",".667",".083","3.9","9.1","6.8","4.4","1.5","0.0","0.0","16.7","116","115","-1.7",22200003,"2022-10-19","ORL",13
"65","Wendell Carter Jr.","32:39",".688",".688",".250",".000","0.0","32.3","18.2","12.7","1.5","2.6","27.3","14.4","105","105","-0.3",22200003,"2022-10-19","ORL",11
"66","Aaron Nesmith","22:30",".188",".188",".625",".000","0.0","19.4","9.0","5.8","0.0","0.0","0.0","14.1","51","113","-13.9",22200004,"2022-10-19","IND",3
"67","Bennedict Mathurin","27:50",".552",".567",".467",".333","6.8","19.6","12.7","12.8","3.3","0.0","14.9","28.7","100","106","3.1",22200004,"2022-10-19","IND",19
"68","Buddy Hield","31:33",".500",".500",".688",".000","11.9","20.7","16.0","15.3","0.0","0.0","5.9","21.3","112","113","2.0",22200004,"2022-10-19","IND",16
"69","Chris Duarte","19:25",".644",".500",".667",".667","0.0","5.6","2.6","0.0","2.4","0.0","20.5","10.0","105","113","-2.4",22200004,"2022-10-19","IND",5
"70","Goga Bitadze","10:06",".000",".000",".000",".000","9.3","10.8","10.0","24.4","4.6","7.8","66.7","11.8","48","101","-6.0",22200004,"2022-10-19","IND",0
"71","Isaiah Jackson","15:51",".387",".333",".000",".667","5.9","13.8","9.6","0.0","0.0","5.0","20.5","12.2","74","113","-8.0",22200004,"2022-10-19","IND",3
"72","Jalen Smith","22:03",".494",".464",".429",".357","4.3","34.6","18.3","8.4","0.0","3.6","0.0","29.1","108","106","2.4",22200004,"2022-10-19","IND",16
"73","Oshae Brissett","14:21",".375",".375",".500",".000","0.0","0.0","0.0","0.0","0.0","0.0","20.0","13.8","61","120","-11.7",22200004,"2022-10-19","IND",3
"74","T.J. McConnell","16:38",".444",".444",".000",".000","0.0","6.6","3.0","42.0","2.8","4.7","18.2","26.2","90","109","-1.7",22200004,"2022-10-19","IND",8
"75","Terry Taylor","24:02",".515",".417",".500",".667","3.9","4.5","4.2","5.7","3.9","3.3","11.4","14.4","106","108","1.7",22200004,"2022-10-19","IND",8
"76","Tyrese Haliburton","35:40",".673",".639",".333",".167","5.3","6.1","5.7","36.9","0.0","0.0","13.4","24.8","129","118","6.5",22200004,"2022-10-19","IND",26
"77","Anthony Gill","15:26",".333",".333",".333",".000","0.0","12.2","6.5","0.0","0.0","5.7","0.0","7.9","78","105","-8.2",22200004,"2022-10-19","WAS",2
"78","Bradley Beal","37:31",".628",".588",".412",".176","5.8","7.5","6.7","25.2","0.0","2.3","14.1","23.0","126","110","3.4",22200004,"2022-10-19","WAS",23
"79","Daniel Gafford","15:59",".750",".750",".000",".000","27.3","17.7","22.1","0.0","2.9","5.5","20.0","25.3","123","98","7.3",22200004,"2022-10-19","WAS",12
"80","Delon Wright","26:37",".508",".500",".429",".286","4.1","7.1","5.7","4.9","3.5","6.6","11.3","13.5","105","99","1.0",22200004,"2022-10-19","WAS",8
"81","Deni Avdija","7:40","1.064","1.000",".000","2.000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.9","227","114","4.8",22200004,"2022-10-19","WAS",4
"82","Kristaps Porzingis","31:46",".451",".393",".357",".429","6.9","23.7","15.9","13.2","0.0","5.5","10.7","23.8","101","102","-1.7",22200004,"2022-10-19","WAS",15
"83","Kyle Kuzma","34:30",".519",".500",".526",".263","3.2","32.7","19.0","9.0","0.0","5.1","8.6","27.2","108","99","0.6",22200004,"2022-10-19","WAS",22
"84","Monte Morris","21:22",".509",".417",".167",".333","10.2","17.6","14.2","35.9","4.4","0.0","12.7","14.9","132","98","8.4",22200004,"2022-10-19","WAS",7
"85","Rui Hachimura","24:00",".500",".500",".143",".000","4.5","15.7","10.5","0.0","0.0","3.6","30.0","16.9","74","106","-8.7",22200004,"2022-10-19","WAS",7
"86","Will Barton","25:07",".595",".500",".300",".400","4.3","3.7","4.0","16.7","0.0","0.0","14.5","22.2","120","112","0.0",22200004,"2022-10-19","WAS",14
"87","Aaron Holiday","18:02",".500",".500",".400",".000","0.0","0.0","0.0","6.7","7.8","0.0","28.6","17.0","69","100","-2.5",22200005,"2022-10-19","ATL",5
"88","Clint Capela","26:03",".333",".333",".000",".000","8.6","22.6","16.0","0.0","0.0","5.8","25.0","6.7","80","105","-8.8",22200005,"2022-10-19","ATL",2
"89","De'Andre Hunter","32:08",".693",".700",".200",".133","3.5","6.1","4.9","5.0","1.5","0.0","0.0","21.7","132","112","1.7",22200005,"2022-10-19","ATL",22
"90","Dejounte Murray","38:14",".492",".447",".263",".158","0.0","12.8","6.8","39.5","6.1","2.0","0.0","23.3","115","97","10.0",22200005,"2022-10-19","ATL",20
"91","Jalen Johnson","14:21",".906","1.000",".000","4.000","0.0","6.8","3.6","0.0","0.0","0.0","26.6","11.5","130","115","-7.7",22200005,"2022-10-19","ATL",5
"92","John Collins","33:39",".872",".833",".167",".333","0.0","23.3","12.4","4.4","1.4","0.0","12.7","20.5","141","105","5.0",22200005,"2022-10-19","ATL",24
"93","Justin Holiday","18:32",".300",".300",".800",".000","0.0","5.3","2.8","18.3","2.5","4.1","0.0","11.8","82","107","-1.9",22200005,"2022-10-19","ATL",3
"94","Onyeka Okongwu","21:07",".697",".750",".000",".375","5.3","37.1","22.2","0.0","0.0","0.0","0.0","19.3","133","102","-1.6",22200005,"2022-10-19","ATL",13
"95","Trae Young","37:54",".451",".341",".409",".364","0.0","7.8","4.1","45.6","1.2","2.0","10.5","33.0","99","110","-1.8",22200005,"2022-10-19","ATL",23
"96","Alperen Sengun","22:05",".697",".611",".222",".444","17.7","25.3","21.3","0.0","0.0","0.0","35.8","30.5","93","116","-7.8",22200005,"2022-10-19","HOU",15
"97","Bruno Fernando","25:03",".902","1.000",".000",".667","11.7","26.7","18.7","37.0","0.0","5.9","0.0","6.2","199","110","16.4",22200005,"2022-10-19","HOU",7
"98","Eric Gordon","29:18",".557",".500",".444",".222","0.0","3.8","1.8","18.5","0.0","0.0","9.2","14.9","119","118","-3.6",22200005,"2022-10-19","HOU",11
"99","Garrison Mathews","14:03",".000",".000","1.000",".000","0.0","7.9","3.7","8.1","0.0","0.0","0.0","5.7","32","117","-11.8",22200005,"2022-10-19","HOU",0
"100","Jabari Smith Jr.","32:54",".475",".441",".647",".118","3.0","20.4","11.1","4.4","0.0","0.0","0.0","21.8","110","116","-3.7",22200005,"2022-10-19","HOU",17
"101","Jalen Green","32:13",".391",".375",".350",".050","3.0","13.9","8.1","14.2","1.5","2.3","12.8","29.2","81","111","-7.5",22200005,"2022-10-19","HOU",16
"102","Josh Christopher","12:39",".500",".500",".333",".000","0.0","26.5","12.4","24.8","0.0","0.0","0.0","19.0","118","116","0.2",22200005,"2022-10-19","HOU",6
"103","Kevin Porter Jr.","33:57",".553",".553",".263",".000","8.7","13.2","10.8","33.8","2.8","0.0","17.4","27.2","107","111","4.9",22200005,"2022-10-19","HOU",21
"104","KJ Martin","22:42",".342",".143",".286",".571","0.0","24.6","11.5","0.0","2.1","0.0","10.2","17.3","74","112","-12.5",22200005,"2022-10-19","HOU",6
"105","Tari Eason","15:06",".667",".667",".000",".000","19.5","29.6","24.2","0.0","0.0","0.0","0.0","15.9","147","116","2.8",22200005,"2022-10-19","HOU",8
"106","Ben Simmons","23:10",".515",".667",".000",".667","0.0","20.3","10.4","28.9","0.0","0.0","43.6","12.3","80","128","-10.7",22200006,"2022-10-19","BKN",4
"107","Cam Thomas","12:42",".250",".250",".250",".000","0.0","0.0","0.0","10.4","0.0","0.0","0.0","13.1","65","138","-12.1",22200006,"2022-10-19","BKN",2
"108","Day'Ron Sharpe","22:31",".225",".125",".125",".250","21.8","12.5","17.1","5.6","4.1","5.6","0.0","16.4","86","119","-7.0",22200006,"2022-10-19","BKN",4
"109","Edmond Sumner","18:54",".510",".400",".600",".400","0.0","5.0","2.5","21.8","0.0","0.0","33.8","19.5","81","136","-10.6",22200006,"2022-10-19","BKN",6
"110","Kessler Edwards","3:52",".500",".500",".667",".000","0.0","48.7","24.8","90.0","12.0","0.0","0.0","32.2","128","88","35.5",22200006,"2022-10-19","BKN",3
"111","Kevin Durant","31:46",".641",".571",".286",".429","0.0","8.9","4.5","12.9","1.5","8.0","13.8","37.9","111","126","8.4",22200006,"2022-10-19","BKN",32
"112","Kyrie Irving","34:10",".369",".316",".316",".158","0.0","5.5","2.8","22.2","2.7","0.0","9.0","27.1","81","129","-8.2",22200006,"2022-10-19","BKN",15
"113","Markieff Morris","2:44","1.500","1.500","1.000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.2","300","138","28.4",22200006,"2022-10-19","BKN",3
"114","Nic Claxton","24:47",".825",".857",".000",".286","11.9","26.6","19.4","0.0","1.9","5.1","33.7","19.9","105","118","-1.2",22200006,"2022-10-19","BKN",13
"115","Patty Mills","22:40",".735",".700",".900",".200","0.0","4.2","2.1","0.0","0.0","0.0","0.0","19.9","142","136","4.8",22200006,"2022-10-19","BKN",16
"116","Royce O'Neale","34:09",".714",".714",".429",".000","2.9","16.5","9.8","12.3","4.1","3.7","0.0","8.5","152","119","7.1",22200006,"2022-10-19","BKN",10
"117","Yuta Watanabe","8:35",".000",".000","1.000","2.000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.1","0","138","-16.8",22200006,"2022-10-19","BKN",0
"118","Brandon Ingram","31:00",".668",".647",".235",".529","0.0","22.1","10.8","22.4","1.5","0.0","16.0","30.9","122","105","6.1",22200006,"2022-10-19","NOP",28
"119","CJ McCollum","31:03",".577",".531",".563",".313","3.0","9.5","6.2","23.7","4.5","0.0","5.2","23.7","137","101","9.5",22200006,"2022-10-19","NOP",21
"120","Devonte' Graham","15:02",".000",".000",".333",".000","0.0","0.0","0.0","12.8","0.0","0.0","0.0","7.7","52","113","-11.7",22200006,"2022-10-19","NOP",0
"121","Dyson Daniels","3:12",".000",".000",".000",".000","0.0","0.0","0.0","60.0","0.0","0.0","0.0","12.0","106","112","-2.2",22200006,"2022-10-19","NOP",0
"122","Herbert Jones","27:58",".403",".357",".429",".143","10.1","3.5","6.9","11.1","0.0","3.1","0.0","10.2","133","110","-2.2",22200006,"2022-10-19","NOP",6
"123","Jonas Valanciunas","26:37",".540",".500",".077",".154","21.2","25.8","23.4","9.2","0.0","3.2","6.7","21.5","133","105","2.3",22200006,"2022-10-19","NOP",15
"124","Jose Alvarado","15:43",".583",".583",".333",".000","0.0","12.5","6.1","15.0","0.0","0.0","0.0","14.7","143","110","-1.3",22200006,"2022-10-19","NOP",7
"125","Larry Nance Jr.","21:23",".621",".667",".000",".167","13.2","27.5","20.2","10.9","2.2","4.0","31.8","17.0","99","99","1.0",22200006,"2022-10-19","NOP",8
"126","Naji Marshall","14:02",".500",".500",".000",".000","6.7","20.9","13.7","15.9","0.0","0.0","0.0","10.9","140","108","-0.3",22200006,"2022-10-19","NOP",4
"127","Trey Murphy III","23:57",".962","1.000",".857",".429","15.7","20.5","18.0","10.0","0.0","3.6","10.7","14.9","175","105","13.8",22200006,"2022-10-19","NOP",16
"128","Zion Williamson","30:03",".526",".500",".000",".182","9.4","19.6","14.4","14.8","6.2","0.0","7.8","32.9","117","95","6.6",22200006,"2022-10-19","NOP",25
"129","Alex Caruso","29:39",".276",".250",".600",".200","6.5","11.6","8.8","17.1","3.1","0.0","26.9","20.2","64","106","-10.3",22200007,"2022-10-19","CHI",6
"130","Andre Drummond","14:53",".489",".286",".143",".714","19.4","15.4","17.5","9.3","3.1","6.2","24.6","33.0","94","100","-8.2",22200007,"2022-10-19","CHI",9
"131","Ayo Dosunmu","36:25",".607",".607",".429",".000","2.6","15.7","8.6","16.6","2.6","2.5","12.5","17.7","115","105","4.8",22200007,"2022-10-19","CHI",17
"132","Coby White","24:33",".455",".455",".636",".000","0.0","9.3","4.3","0.0","1.9","0.0","8.3","19.7","84","109","-7.6",22200007,"2022-10-19","CHI",10
"133","DeMar DeRozan","36:08",".689",".682",".136",".500","2.7","15.8","8.7","53.4","2.6","2.6","3.6","31.0","146","104","19.9",22200007,"2022-10-19","CHI",37
"134","Goran Dragic","18:50",".676",".750",".625",".250","0.0","0.0","0.0","16.5","4.9","0.0","10.1","21.1","120","104","9.4",22200007,"2022-10-19","CHI",12
"135","Javonte Green","18:17",".798",".500",".500","2.000","0.0","18.8","8.6","6.8","2.5","0.0","0.0","8.3","180","105","-0.9",22200007,"2022-10-19","CHI",6
"136","Nikola Vucevic","33:07",".508",".423",".385",".308","14.5","41.4","26.8","8.6","0.0","8.4","6.3","19.1","119","101","3.1",22200007,"2022-10-19","CHI",15
"137","Patrick Williams","28:08",".333",".333",".333",".000","0.0","8.1","3.7","0.0","1.7","0.0","14.3","10.0","59","110","-8.9",22200007,"2022-10-19","CHI",4
"138","Bam Adebayo","34:00",".368",".333",".000",".200","3.4","22.6","13.8","9.4","0.0","2.5","23.5","27.0","65","111","-13.1",22200007,"2022-10-19","MIA",12
"139","Caleb Martin","28:37",".389",".389",".333",".000","4.0","10.1","7.3","15.7","3.3","0.0","0.0","13.6","101","110","0.9",22200007,"2022-10-19","MIA",7
"140","Dewayne Dedmon","13:28",".917",".917",".167",".000","8.5","14.3","11.6","18.6","0.0","0.0","25.0","25.6","123","115","3.5",22200007,"2022-10-19","MIA",11
"141","Duncan Robinson","10:54",".625",".625",".750",".000","10.5","26.4","19.1","46.9","0.0","0.0","0.0","15.8","154","112","11.9",22200007,"2022-10-19","MIA",5
"142","Gabe Vincent","16:03",".250",".250",".250",".000","0.0","0.0","0.0","26.4","0.0","0.0","50.0","21.5","45","120","-17.0",22200007,"2022-10-19","MIA",2
"143","Haywood Highsmith","0:28","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","120","-3.9",22200007,"2022-10-19","MIA",0
"144","Jimmy Butler","36:34",".665",".455",".000","1.455","9.4","13.1","11.4","12.9","1.3","2.3","10.0","23.6","137","112","5.9",22200007,"2022-10-19","MIA",24
"145","Kyle Lowry","34:39",".143",".143",".714",".000","0.0","13.9","7.5","15.6","1.3","0.0","30.0","12.4","45","113","-11.7",22200007,"2022-10-19","MIA",2
"146","Max Strus","30:49",".982","1.056",".778",".556","3.7","18.7","11.9","6.0","0.0","0.0","15.2","18.5","152","114","10.2",22200007,"2022-10-19","MIA",22
"147","Tyler Herro","34:28",".686",".667",".533",".267","0.0","16.7","9.1","5.4","2.7","0.0","5.6","22.2","127","109","7.1",22200007,"2022-10-19","MIA",23
"148","Caris LeVert","34:41",".571",".429",".286",".571","0.0","15.7","8.8","27.5","0.0","0.0","10.2","13.0","129","115","1.5",22200008,"2022-10-19","CLE",10
"149","Cedi Osman","27:40",".660",".625",".500",".167","0.0","11.8","6.6","6.3","0.0","0.0","7.2","23.1","118","116","0.8",22200008,"2022-10-19","CLE",17
"150","Darius Garland","13:18",".250",".250",".125",".000","0.0","8.2","4.6","35.2","7.5","6.4","38.5","45.1","44","97","-16.3",22200008,"2022-10-19","CLE",4
"151","Dean Wade","21:40",".820",".875",".500",".500","6.3","10.1","8.4","14.1","0.0","4.0","0.0","10.4","170","115","9.1",22200008,"2022-10-19","CLE",8
"152","Donovan Mitchell","34:31",".656",".619",".381",".286","0.0","6.3","3.5","58.7","2.9","0.0","11.3","35.6","126","112","11.6",22200008,"2022-10-19","CLE",31
"153","Evan Mobley","35:35",".651",".611",".333",".444","0.0","18.4","10.2","4.3","1.4","2.4","21.8","17.8","99","110","-0.7",22200008,"2022-10-19","CLE",14
"154","Isaac Okoro","11:45",".000",".000","1.000",".000","0.0","0.0","0.0","0.0","0.0","0.0","50.0","7.8","0","119","-18.9",22200008,"2022-10-19","CLE",0
"155","Jarrett Allen","33:52",".666",".625",".000",".500","20.2","16.1","17.9","0.0","0.0","5.1","9.3","14.6","136","112","0.4",22200008,"2022-10-19","CLE",13
"156","Kevin Love","20:53",".621",".583",".667",".167","0.0","36.6","20.4","14.8","0.0","0.0","13.4","16.4","113","108","2.2",22200008,"2022-10-19","CLE",8
"157","Raul Neto","6:02",".000",".000","1.000",".000","0.0","18.1","10.1","0.0","0.0","0.0","50.0","15.3","0","115","-20.9",22200008,"2022-10-19","CLE",0
"158","Christian Koloko","15:22",".307",".250",".000",".500","14.2","35.7","23.7","0.0","0.0","6.4","17.0","16.2","74","110","-10.7",22200008,"2022-10-19","TOR",3
"159","Dalano Banton","9:12",".532",".000","1.000","2.000","0.0","14.9","6.6","14.5","0.0","10.6","0.0","8.7","143","109","1.7",22200008,"2022-10-19","TOR",2
"160","Fred VanVleet","38:41",".697",".611",".667",".444","2.8","3.5","3.1","20.0","5.1","0.0","8.5","12.9","148","108","6.7",22200008,"2022-10-19","TOR",15
"161","Gary Trent Jr.","36:59",".630",".583",".667",".583","8.8","7.4","8.2","0.0","1.3","0.0","6.2","18.5","130","116","2.4",22200008,"2022-10-19","TOR",19
