"","PLAYER_NAME","MP","TS.","eFG.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","ORtg","DRtg","BPM","GAME_ID","DATE","TEAM_ABBREVIATION","PTS"
"3605","Andre Drummond","12:08",".500",".500",".000",".000","0.0","47.1","23.3","9.9","0.0","0.0","50.0","14.4","57","108","-7.8",22200166,"2022-11-09","CHI",2
"3606","Ayo Dosunmu","25:54",".810",".667",".000","1.000","4.3","8.8","6.5","18.4","0.0","0.0","31.6","10.7","131","118","0.0",22200166,"2022-11-09","CHI",7
"3607","DeMar DeRozan","36:38",".576",".538",".077",".231","0.0","9.4","4.6","15.3","1.3","2.0","9.5","37.7","106","114","-0.1",22200166,"2022-11-09","CHI",33
"3608","Derrick Jones Jr.","11:12",".563",".500",".250",".250","10.0","10.2","10.1","12.1","0.0","13.2","0.0","17.3","129","109","4.3",22200166,"2022-11-09","CHI",5
"3609","Goran Dragic","25:33",".612",".591",".455",".091","8.7","0.0","4.4","34.4","0.0","0.0","14.9","23.0","121","121","3.5",22200166,"2022-11-09","CHI",14
"3610","Javonte Green","15:37",".500",".500",".000",".000","0.0","14.6","7.2","0.0","0.0","4.7","33.3","8.4","61","114","-7.7",22200166,"2022-11-09","CHI",2
"3611","Nikola Vucevic","27:24",".804",".778",".444",".556","0.0","29.2","14.4","10.5","0.0","0.0","15.2","21.0","134","113","5.9",22200166,"2022-11-09","CHI",18
"3612","Patrick Williams","26:19",".500",".500",".286",".000","4.2","13.0","8.6","4.7","1.8","11.2","22.2","14.9","84","107","2.5",22200166,"2022-11-09","CHI",7
"3613","Zach LaVine","36:25",".503",".477",".545",".091","3.1","9.4","6.2","16.4","2.6","0.0","4.2","28.6","104","113","0.6",22200166,"2022-11-09","CHI",23
"3614","Brandon Ingram","33:17",".661",".607",".143",".429","3.4","26.8","15.3","14.2","1.4","0.0","19.4","25.7","115","110","1.3",22200166,"2022-11-09","NOP",22
"3615","CJ McCollum","34:29",".244",".231",".385",".231","3.3","9.7","6.6","18.4","1.4","4.6","12.3","19.6","68","108","-6.3",22200166,"2022-11-09","NOP",7
"3616","Devonte' Graham","16:22",".750",".750","1.000",".000","0.0","6.8","3.5","15.0","2.9","9.8","0.0","5.1","172","100","11.0",22200166,"2022-11-09","NOP",3
"3617","Herbert Jones","27:55",".679",".556",".222",".889","4.1","12.0","8.1","15.4","5.1","0.0","7.4","20.1","143","104","8.7",22200166,"2022-11-09","NOP",17
"3618","Jonas Valanciunas","29:38",".671",".615",".154",".462","11.6","37.7","24.8","16.7","1.6","0.0","11.3","24.7","133","108","9.5",22200166,"2022-11-09","NOP",21
"3619","Jose Alvarado","13:25",".643",".600",".200",".200","8.5","16.6","12.6","22.9","0.0","0.0","0.0","16.8","151","114","3.7",22200166,"2022-11-09","NOP",7
"3620","Naji Marshall","22:08",".507",".563",".125",".250","5.2","20.2","12.8","0.0","0.0","0.0","18.4","20.4","86","114","-7.9",22200166,"2022-11-09","NOP",9
"3621","Trey Murphy III","20:19",".258",".000","1.000",".667","5.6","11.0","8.3","5.6","0.0","3.9","0.0","7.9","92","111","-4.6",22200166,"2022-11-09","NOP",2
"3622","Willy Hernangomez","11:35",".667",".667",".167",".000","0.0","28.9","14.6","0.0","4.1","0.0","40.0","35.8","69","104","-9.0",22200166,"2022-11-09","NOP",8
"3623","Zion Williamson","30:50",".654",".545",".000",".727","14.8","3.6","9.2","4.8","0.0","0.0","6.4","20.9","141","116","0.9",22200166,"2022-11-09","NOP",19
"3624","Anthony Edwards","34:55",".376",".333",".333",".500","0.0","10.3","5.6","23.2","2.7","0.0","17.0","21.8","83","126","-8.8",22200167,"2022-11-09","MIN",11
"3625","D'Angelo Russell","33:18",".635",".571",".643",".286","4.2","3.6","3.9","26.7","0.0","0.0","16.0","24.3","121","134","-0.2",22200167,"2022-11-09","MIN",20
"3626","Jaden McDaniels","38:04",".783",".786",".286",".214","14.8","12.6","13.6","13.3","0.0","2.0","11.5","19.7","144","130","6.2",22200167,"2022-11-09","MIN",24
"3627","Jaylen Nowell","22:40",".788",".750",".500",".250","0.0","10.6","5.7","20.9","0.0","0.0","44.1","30.3","85","132","-8.3",22200167,"2022-11-09","MIN",14
"3628","Jordan McLaughlin","6:58",".000",".000",".000",".000","0.0","17.2","9.3","0.0","0.0","0.0","0.0","6.2","0","130","-13.5",22200167,"2022-11-09","MIN",0
"3629","Karl-Anthony Towns","27:40",".628",".500",".429",".571","0.0","34.7","18.8","19.4","0.0","2.8","25.5","18.4","108","124","-2.1",22200167,"2022-11-09","MIN",11
"3630","Kyle Anderson","22:06",".820",".750",".250",".500","0.0","0.0","0.0","25.2","0.0","3.5","0.0","9.5","182","132","7.0",22200167,"2022-11-09","MIN",8
"3631","Nathan Knight","5:18",".000",".000","1.000",".000","0.0","45.3","24.5","0.0","17.8","0.0","0.0","8.2","0","82","4.5",22200167,"2022-11-09","MIN",0
"3632","Rudy Gobert","29:54",".789",".727",".000","1.000","14.2","32.1","23.9","0.0","0.0","7.8","5.9","24.3","156","121","6.9",22200167,"2022-11-09","MIN",25
"3633","Taurean Prince","19:07",".333",".333",".167",".000","0.0","6.3","3.4","0.0","0.0","0.0","0.0","13.6","71","133","-12.3",22200167,"2022-11-09","MIN",4
"3634","Bismack Biyombo","3:02","","","","","0.0","0.0","0.0","0.0","15.6","31.0","","0.0","0","68","13.9",22200167,"2022-11-09","PHX",0
"3635","Cameron Payne","35:01",".628",".588",".529",".176","3.4","20.2","11.1","30.4","1.3","0.0","0.0","21.5","147","117","7.8",22200167,"2022-11-09","PHX",23
"3636","Damion Lee","15:31",".300",".300",".800",".000","0.0","0.0","0.0","7.0","0.0","0.0","16.7","15.9","63","123","-14.2",22200167,"2022-11-09","PHX",3
"3637","Dario Saric","12:46",".563",".500",".250",".250","18.8","0.0","10.2","19.0","0.0","0.0","0.0","14.3","150","123","-1.8",22200167,"2022-11-09","PHX",5
"3638","Deandre Ayton","32:58",".414",".400",".000",".200","7.3","17.1","11.8","7.1","0.0","0.0","15.5","16.1","89","121","-9.9",22200167,"2022-11-09","PHX",9
"3639","Devin Booker","38:10",".658",".630",".304",".130","0.0","14.8","6.8","39.4","2.5","0.0","3.9","27.3","142","115","12.5",22200167,"2022-11-09","PHX",32
"3640","Jock Landale","12:00",".340",".200",".200",".400","10.0","35.3","21.6","9.3","3.9","7.8","0.0","20.1","98","103","-8.4",22200167,"2022-11-09","PHX",4
"3641","Josh Okogie","3:14",".000",".000","1.000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.7","0","123","-20.8",22200167,"2022-11-09","PHX",0
"3642","Landry Shamet","18:56",".913",".857",".429",".571","0.0","0.0","0.0","7.4","0.0","0.0","25.5","25.5","126","123","1.0",22200167,"2022-11-09","PHX",16
"3643","Mikal Bridges","42:19",".698",".650",".300",".250","5.7","23.4","13.8","17.0","4.5","2.2","8.3","23.5","139","108","10.9",22200167,"2022-11-09","PHX",31
"3644","Torrey Craig","26:03",".600",".600",".600",".000","9.2","16.3","12.5","4.3","1.8","0.0","28.6","11.0","101","116","-5.2",22200167,"2022-11-09","PHX",6
"3645","Bobby Portis","34:15",".472",".375",".083",".333","3.4","22.6","13.9","7.8","1.5","0.0","12.7","20.3","96","112","-5.3",22200168,"2022-11-09","MIL",13
"3646","Brook Lopez","45:39",".503",".500",".261",".087","10.2","19.1","15.0","3.5","1.1","9.6","4.0","24.0","108","108","0.6",22200168,"2022-11-09","MIL",24
"3647","George Hill","35:24",".694",".583",".167","1.000","0.0","5.5","3.0","18.2","4.2","0.0","10.4","12.0","144","112","4.7",22200168,"2022-11-09","MIL",12
"3648","Grayson Allen","35:02",".846",".750",".375",".750","3.3","5.5","4.5","23.8","0.0","2.5","22.0","17.1","145","120","3.9",22200168,"2022-11-09","MIL",18
"3649","Jevon Carter","44:45",".646",".648",".370",".074","0.0","8.6","4.7","50.9","1.1","0.0","15.2","32.4","122","118","5.7",22200168,"2022-11-09","MIL",36
"3650","Jordan Nwora","17:18",".253",".167",".556",".222","6.7","33.5","21.3","0.0","0.0","0.0","0.0","25.2","66","112","-15.1",22200168,"2022-11-09","MIL",5
"3651","MarJon Beauchamp","29:55",".731",".731",".615",".000","11.6","16.2","14.1","0.0","3.3","0.0","13.3","22.1","126","110","5.2",22200168,"2022-11-09","MIL",19
"3652","Sandro Mamukelashvili","6:15",".000",".000",".500",".000","0.0","46.4","25.3","0.0","0.0","0.0","0.0","14.1","0","107","-19.9",22200168,"2022-11-09","MIL",0
"3653","Serge Ibaka","12:15","1.000","1.000",".000",".000","0.0","15.8","8.6","11.7","0.0","7.2","33.3","10.8","127","114","3.1",22200168,"2022-11-09","MIL",4
"3654","Wesley Matthews","29:07",".625",".625",".250",".000","4.0","10.0","7.2","0.0","0.0","0.0","20.0","7.6","104","121","-6.6",22200168,"2022-11-09","MIL",5
"3655","Aaron Wiggins","6:32",".000",".000",".000",".000","0.0","17.8","8.1","35.5","0.0","12.7","0.0","6.7","96","112","5.1",22200168,"2022-11-09","OKC",0
"3656","Aleksej Pokusevski","39:05",".715",".727",".636",".182","9.9","17.8","13.5","7.2","2.6","4.2","14.4","15.6","134","113","5.4",22200168,"2022-11-09","OKC",17
"3657","Darius Bazley","3:58","","","","","0.0","29.2","13.3","29.2","0.0","0.0","","0.0","236","120","4.9",22200168,"2022-11-09","OKC",0
"3658","Isaiah Joe","4:57",".750",".750","1.000",".000","0.0","46.9","21.3","30.6","0.0","16.7","0.0","17.7","169","102","24.9",22200168,"2022-11-09","OKC",3
"3659","Jalen Williams","22:34",".654",".583",".333",".333","4.3","20.6","11.7","12.2","2.2","3.7","0.0","13.4","153","114","4.2",22200168,"2022-11-09","OKC",9
"3660","Jeremiah Robinson-Earl","12:32",".417",".417",".500",".000","0.0","9.3","4.2","0.0","0.0","0.0","25.0","28.0","62","124","-20.4",22200168,"2022-11-09","OKC",5
"3661","Josh Giddey","44:10",".453",".474",".211",".105","10.9","26.3","17.9","20.6","0.0","0.0","4.8","20.7","113","120","-2.8",22200168,"2022-11-09","OKC",18
"3662","Kenrich Williams","17:01",".500",".500",".500",".000","5.7","0.0","3.1","7.3","0.0","0.0","33.3","7.7","94","127","-12.4",22200168,"2022-11-09","OKC",2
"3663","Luguentz Dort","40:02",".429",".429",".429",".000","4.8","14.5","9.2","10.2","5.0","0.0","0.0","15.3","110","112","-1.0",22200168,"2022-11-09","OKC",12
"3664","Mike Muscala","17:08",".333",".333",".667",".000","5.6","6.8","6.2","7.8","0.0","9.7","10.0","25.6","77","117","-10.8",22200168,"2022-11-09","OKC",6
"3665","Shai Gilgeous-Alexander","46:05",".635",".560",".200",".520","2.1","7.6","4.6","15.0","0.0","3.6","11.5","33.0","122","122","1.9",22200168,"2022-11-09","OKC",39
"3666","Tre Mann","35:51",".656",".656",".563",".000","2.7","16.2","8.8","4.4","2.8","0.0","11.1","22.0","119","116","0.7",22200168,"2022-11-09","OKC",21
"3667","Brandon Clarke","15:29",".714",".500",".000","2.500","7.8","21.4","14.9","14.7","0.0","0.0","41.7","20.1","101","118","-7.2",22200169,"2022-11-09","MEM",6
"3668","David Roddy","9:03",".500",".500",".333",".000","0.0","12.2","6.4","0.0","0.0","0.0","0.0","28.6","115","121","-8.0",22200169,"2022-11-09","MEM",6
"3669","Desmond Bane","39:25",".658",".630",".435",".130","3.1","14.0","8.8","23.8","0.0","0.0","7.6","28.8","145","121","9.1",22200169,"2022-11-09","MEM",32
"3670","Dillon Brooks","36:22",".500",".500",".385",".000","3.3","12.1","7.9","10.2","0.0","0.0","18.8","19.0","103","121","-6.9",22200169,"2022-11-09","MEM",13
"3671","Ja Morant","39:33",".608",".600",".200",".120","0.0","14.0","7.3","21.4","1.3","0.0","10.2","32.0","126","118","4.3",22200169,"2022-11-09","MEM",32
"3672","Jake LaRavia","16:44",".750",".750",".250",".000","0.0","0.0","0.0","0.0","3.1","0.0","20.0","12.9","116","118","-3.0",22200169,"2022-11-09","MEM",6
"3673","John Konchar","28:20",".333",".333",".333",".000","4.3","15.6","10.2","8.1","0.0","0.0","0.0","9.1","110","120","-4.6",22200169,"2022-11-09","MEM",4
"3674","Santi Aldama","22:59",".700",".700",".400",".000","21.0","14.4","17.5","5.4","2.2","3.8","0.0","9.4","175","113","7.3",22200169,"2022-11-09","MEM",7
"3675","Steven Adams","37:26",".717",".750",".000",".500","32.2","26.5","29.2","6.2","1.4","2.3","55.1","12.6","97","113","-3.0",22200169,"2022-11-09","MEM",7
"3676","Tyus Jones","19:38",".550",".550",".500",".000","0.0","5.6","2.9","20.7","0.0","0.0","9.1","24.2","127","124","0.6",22200169,"2022-11-09","MEM",11
"3677","Charles Bassey","16:00",".850",".800",".200",".400","6.9","37.6","21.6","19.6","6.4","5.0","0.0","16.2","183","97","17.3",22200169,"2022-11-09","SAS",10
"3678","Devin Vassell","39:06",".524",".524",".476",".000","0.0","9.2","4.4","23.4","0.0","2.1","4.5","24.8","114","125","1.3",22200169,"2022-11-09","SAS",22
"3679","Doug McDermott","23:32",".500",".500",".556",".000","0.0","15.4","7.3","5.9","0.0","0.0","0.0","16.9","108","124","-6.4",22200169,"2022-11-09","SAS",9
"3680","Jakob Poeltl","36:44",".775",".833",".000",".417","18.0","9.8","14.1","17.7","2.8","0.0","6.6","18.3","156","119","9.1",22200169,"2022-11-09","SAS",22
"3681","Jeremy Sochan","30:23",".929",".929",".286",".000","3.6","4.0","3.8","0.0","3.4","0.0","22.2","13.1","128","120","0.7",22200169,"2022-11-09","SAS",13
"3682","Josh Richardson","21:33",".505",".458",".500",".167","5.1","5.6","5.3","6.6","2.4","0.0","18.9","32.5","89","122","-5.3",22200169,"2022-11-09","SAS",13
"3683","Keldon Johnson","39:44",".412",".333",".533",".667","5.6","18.2","11.6","12.8","0.0","0.0","13.4","24.9","90","123","-8.6",22200169,"2022-11-09","SAS",16
"3684","Romeo Langford","20:55",".615",".500",".250",".500","10.6","0.0","5.5","6.0","0.0","0.0","0.0","10.3","151","130","-2.6",22200169,"2022-11-09","SAS",6
"3685","Tre Jones","37:02",".396",".346",".308",".154","0.0","13.0","6.2","38.1","1.4","0.0","12.6","18.9","104","121","-4.3",22200169,"2022-11-09","SAS",11
"3686","Amir Coffey","0:43","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","111","-5.6",22200170,"2022-11-09","LAC",0
"3687","Ivica Zubac","36:13",".806","1.000",".000","1.250","6.5","18.5","12.6","7.4","1.3","4.7","24.4","10.1","129","100","1.5",22200170,"2022-11-09","LAC",10
"3688","John Wall","23:14",".442",".350",".500",".300","5.0","14.4","9.8","35.6","4.1","3.7","0.0","21.8","118","96","7.3",22200170,"2022-11-09","LAC",10
"3689","Luke Kennard","24:55",".722",".722",".667",".000","0.0","13.4","6.9","12.3","1.9","0.0","0.0","16.1","142","104","7.0",22200170,"2022-11-09","LAC",13
"3690","Marcus Morris Sr.","32:20",".611",".611",".556",".000","0.0","27.6","14.1","4.2","3.0","5.3","10.0","13.8","106","94","3.5",22200170,"2022-11-09","LAC",11
"3691","Moses Brown","0:43","","","","","0.0","100.0","79.7","0.0","0.0","0.0","","0.0","0","80","5.9",22200170,"2022-11-09","LAC",0
"3692","Nicolas Batum","15:39",".532",".000","1.000","2.000","22.4","21.4","21.9","7.5","0.0","0.0","34.7","8.2","128","106","-3.9",22200170,"2022-11-09","LAC",2
"3693","Norman Powell","24:21",".688",".600",".500",".700","0.0","4.6","2.3","19.0","2.0","0.0","18.7","29.5","116","105","1.5",22200170,"2022-11-09","LAC",18
"3694","Paul George","36:16",".692",".647",".412",".529","0.0","18.5","9.5","19.1","1.3","4.7","16.0","30.7","118","101","5.6",22200170,"2022-11-09","LAC",29
"3695","Reggie Jackson","24:02",".500",".500",".143",".000","0.0","0.0","0.0","22.2","2.0","0.0","22.2","33.5","81","106","-12.9",22200170,"2022-11-09","LAC",14
"3696","Terance Mann","21:29",".500",".500",".286",".000","0.0","20.8","10.6","13.0","2.2","0.0","0.0","14.6","109","102","-0.7",22200170,"2022-11-09","LAC",7
"3697","Anthony Davis","35:21",".591",".563",".063",".250","3.2","26.5","14.5","14.7","0.0","2.8","14.5","25.5","105","114","-1.6",22200170,"2022-11-09","LAL",21
"3698","Austin Reaves","35:16",".353",".350",".500",".300","12.7","16.6","14.6","3.8","0.0","0.0","8.1","15.2","86","118","-8.3",22200170,"2022-11-09","LAL",8
"3699","Damian Jones","0:43","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","120","-7.7",22200170,"2022-11-09","LAL",0
"3700","Juan Toscano-Anderson","3:45","","","","","0.0","31.2","15.2","0.0","0.0","0.0","","0.0","0","115","-10.5",22200170,"2022-11-09","LAL",0
"3701","Kendrick Nunn","12:32",".000",".000",".500",".000","0.0","0.0","0.0","28.7","0.0","0.0","20.0","17.3","34","120","-16.9",22200170,"2022-11-09","LAL",0
"3702","LeBron James","32:21",".631",".636",".409",".182","3.5","25.3","14.1","33.4","3.0","0.0","11.2","35.9","113","110","12.7",22200170,"2022-11-09","LAL",30
"3703","Matt Ryan","0:43",".000",".000",".000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.6","0","120","-62.0",22200170,"2022-11-09","LAL",0
"3704","Max Christie","14:28","1.500","1.500","1.000",".000","0.0","40.5","19.7","0.0","0.0","0.0","50.0","6.0","91","114","-3.4",22200170,"2022-11-09","LAL",3
"3705","Patrick Beverley","34:35",".394",".375",".625",".250","0.0","6.8","3.3","14.9","1.4","0.0","10.1","12.4","88","116","-6.3",22200170,"2022-11-09","LAL",7
"3706","Russell Westbrook","29:34",".441",".400",".200",".133","3.8","11.9","7.7","48.3","3.2","0.0","20.1","29.2","92","111","-0.1",22200170,"2022-11-09","LAL",14
"3707","Troy Brown Jr.","31:53",".700",".700",".600",".000","3.5","11.0","7.2","0.0","1.5","0.0","9.1","15.0","119","115","0.6",22200170,"2022-11-09","LAL",14
"3708","Wenyen Gabriel","8:44","1.064","1.000",".000","2.000","0.0","13.4","6.5","15.9","5.5","11.5","0.0","9.4","227","96","14.7",22200170,"2022-11-09","LAL",4
"3709","Caris LeVert","38:21",".556",".528",".167",".111","14.7","23.5","19.0","21.6","2.6","0.0","20.9","26.5","111","127","0.8",22200171,"2022-11-09","CLE",21
"3710","Cedi Osman","15:14",".875",".875",".250",".000","0.0","29.5","14.3","17.2","0.0","0.0","20.0","14.0","145","133","5.8",22200171,"2022-11-09","CLE",7
"3711","Darius Garland","33:34",".279",".167",".444",".444","0.0","0.0","0.0","25.7","0.0","0.0","27.1","18.7","79","135","-13.9",22200171,"2022-11-09","CLE",6
"3712","Dean Wade","14:24","1.500","1.500","1.000",".000","0.0","20.8","10.1","0.0","0.0","0.0","0.0","3.0","300","134","1.0",22200171,"2022-11-09","CLE",3
"3713","Donovan Mitchell","38:59",".679",".679",".500",".000","10.9","7.7","9.3","18.7","1.3","0.0","9.7","33.8","135","131","9.9",22200171,"2022-11-09","CLE",38
"3714","Evan Mobley","35:45",".707",".700",".000",".300","3.9","21.0","12.2","0.0","1.4","0.0","15.0","15.9","123","130","-1.7",22200171,"2022-11-09","CLE",16
"3715","Isaac Okoro","6:23","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","135","-4.1",22200171,"2022-11-09","CLE",0
"3716","Jarrett Allen","32:50",".710",".636",".000",".636","8.6","22.8","15.5","4.1","0.0","4.0","6.6","19.5","148","130","2.3",22200171,"2022-11-09","CLE",20
"3717","Kevin Love","21:09",".666",".500",".600",".800","6.7","49.6","27.5","10.9","0.0","0.0","22.8","17.6","124","132","1.5",22200171,"2022-11-09","CLE",9
"3718","Robin Lopez","3:21","","","","","42.1","0.0","21.7","31.1","0.0","0.0","","0.0","223","134","7.6",22200171,"2022-11-09","CLE",0
"3719","Chimezie Metu","12:38",".600",".600",".400",".000","0.0","11.2","5.8","13.3","0.0","0.0","16.7","22.7","95","131","-7.2",22200171,"2022-11-09","SAC",6
"3720","Davion Mitchell","19:42",".583",".583",".667",".000","0.0","7.2","3.7","22.4","0.0","0.0","14.3","17.0","109","132","-6.0",22200171,"2022-11-09","SAC",7
"3721","De'Aaron Fox","28:31",".504",".464",".286",".143","0.0","9.9","5.1","45.0","5.2","0.0","0.0","24.9","122","120","3.8",22200171,"2022-11-09","SAC",15
"3722","Domantas Sabonis","35:09",".791",".625",".125","1.500","4.3","16.1","10.3","24.7","4.2","0.0","7.0","19.4","165","121","8.2",22200171,"2022-11-09","SAC",21
"3723","Harrison Barnes","35:18",".868",".875",".500","1.000","4.2","32.0","18.5","12.8","2.8","0.0","0.0","15.6","178","120","7.8",22200171,"2022-11-09","SAC",20
"3724","Keegan Murray","32:56",".700",".700",".700",".000","0.0","12.9","6.6","4.5","3.0","2.4","9.1","16.0","110","123","0.4",22200171,"2022-11-09","SAC",14
"3725","Kevin Huerter","29:50",".694",".571",".714","1.000","0.0","0.0","0.0","9.1","3.3","2.7","9.0","17.8","130","125","0.3",22200171,"2022-11-09","SAC",14
"3726","Malik Monk","27:22",".651",".611",".556",".444","0.0","10.3","5.3","26.6","0.0","2.9","8.5","20.5","128","130","0.0",22200171,"2022-11-09","SAC",14
"3727","Trey Lyles","18:34",".810",".778",".778",".222","0.0","7.6","3.9","9.5","0.0","4.3","23.3","33.2","104","130","1.0",22200171,"2022-11-09","SAC",16
"3728","Dorian Finney-Smith","29:33",".417",".417",".500",".000","0.0","19.3","8.7","4.8","1.6","0.0","25.0","12.1","66","113","-9.4",22200172,"2022-11-10","DAL",5
"3729","Dwight Powell","26:21",".709",".667",".000",".222","14.3","13.0","13.7","0.0","1.8","0.0","9.2","18.5","138","114","-0.1",22200172,"2022-11-10","DAL",14
"3730","Facundo Campazzo","0:10","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","121","-10.0",22200172,"2022-11-10","DAL",0
"3731","Frank Ntilikina","4:07",".000",".000","1.000",".000","0.0","55.5","25.1","31.5","0.0","0.0","0.0","32.6","23","110","-26.0",22200172,"2022-11-10","DAL",0
"3732","Jaden Hardy","0:10","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","121","-10.9",22200172,"2022-11-10","DAL",0
"3733","JaVale McGee","7:33",".307",".250",".000",".500","12.5","30.3","20.5","0.0","0.0","11.8","29.1","40.8","54","106","-24.2",22200172,"2022-11-10","DAL",3
"3734","Josh Green","19:02",".410",".250",".250",".500","4.9","0.0","2.7","0.0","5.1","0.0","17.0","13.8","81","109","-6.0",22200172,"2022-11-10","DAL",4
"3735","Luka Doncic","39:10",".441",".452",".381",".429","0.0","26.3","11.9","27.0","2.5","0.0","16.7","34.2","83","110","-5.0",22200172,"2022-11-10","DAL",22
"3736","Maxi Kleber","20:52",".167",".167",".833",".000","0.0","16.4","7.4","13.3","2.3","0.0","0.0","12.9","55","112","-10.0",22200172,"2022-11-10","DAL",2
"3737","Reggie Bullock Jr.","27:13",".750",".750","1.000",".000","0.0","21.0","9.5","10.5","1.8","0.0","0.0","6.6","156","113","1.7",22200172,"2022-11-10","DAL",6
"3738","Spencer Dinwiddie","37:33",".880",".853",".706",".235","0.0","12.2","5.5","33.4","1.3","0.0","5.1","23.6","169","115","16.0",22200172,"2022-11-10","DAL",33
"3739","Theo Pinson","0:10","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","121","-10.0",22200172,"2022-11-10","DAL",0
"3740","Tim Hardaway Jr.","28:06",".621",".625",".917",".167","3.3","4.1","3.7","6.0","0.0","0.0","0.0","20.5","125","120","2.1",22200172,"2022-11-10","DAL",16
"3741","Anthony Gill","15:23",".500",".500",".000",".000","0.0","12.2","6.7","8.2","0.0","0.0","0.0","5.7","119","109","-6.9",22200172,"2022-11-10","WAS",2
"3742","Corey Kispert","23:26",".717",".625",".500",".500","0.0","0.0","0.0","5.6","4.1","0.0","0.0","9.1","152","103","3.6",22200172,"2022-11-10","WAS",7
"3743","Daniel Gafford","24:46",".975","1.000",".000","2.000","9.2","30.4","20.8","0.0","0.0","19.9","15.1","11.7","172","93","6.7",22200172,"2022-11-10","WAS",11
"3744","Deni Avdija","32:22",".419",".346",".308",".231","7.1","11.6","9.6","16.9","1.5","0.0","17.3","23.4","89","107","-7.1",22200172,"2022-11-10","WAS",12
"3745","Jordan Goodwin","28:44",".250",".250",".250",".000","4.0","19.7","12.6","25.5","1.7","0.0","33.3","9.1","87","105","-3.1",22200172,"2022-11-10","WAS",2
"3746","Kyle Kuzma","41:12",".659",".635",".423",".115","5.5","20.6","13.8","28.3","1.2","0.0","12.8","33.2","120","106","8.3",22200172,"2022-11-10","WAS",36
"3747","Monte Morris","19:22",".500",".500",".167",".000","0.0","4.9","2.7","22.2","0.0","0.0","14.3","15.8","101","112","-7.2",22200172,"2022-11-10","WAS",6
"3748","Rui Hachimura","25:49",".751",".714",".286",".214","0.0","29.2","16.0","0.0","0.0","0.0","20.7","32.7","107","107","0.3",22200172,"2022-11-10","WAS",23
"3749","Will Barton","28:56",".526",".458",".583",".250","3.9","19.5","12.5","19.3","0.0","4.3","13.1","23.1","106","106","0.8",22200172,"2022-11-10","WAS",14
"3750","Aaron Holiday","23:40",".400",".400",".400",".000","0.0","7.8","4.1","5.8","3.9","0.0","0.0","8.7","93","90","-1.0",22200173,"2022-11-10","ATL",4
"3751","AJ Griffin","14:19",".500",".500",".667",".000","0.0","12.9","6.8","9.4","3.3","0.0","25.0","11.5","83","90","0.0",22200173,"2022-11-10","ATL",3
"3752","Clint Capela","26:22",".712",".700",".000",".600","19.4","52.5","36.8","0.0","0.0","0.0","7.3","21.4","142","86","9.9",22200173,"2022-11-10","ATL",18
"3753","De'Andre Hunter","31:56",".504",".500",".231",".154","6.4","5.8","6.1","0.0","0.0","0.0","12.6","20.6","94","99","-3.4",22200173,"2022-11-10","ATL",14
"3754","Dejounte Murray","34:42",".385",".385",".308",".000","0.0","8.0","4.2","34.5","2.7","0.0","13.3","17.9","90","93","1.4",22200173,"2022-11-10","ATL",10
"3755","Jalen Johnson","6:19",".500",".500",".000",".000","0.0","14.6","7.7","0.0","7.4","0.0","0.0","13.1","103","81","6.8",22200173,"2022-11-10","ATL",2
"3756","John Collins","25:44",".417",".273",".273",".455","0.0","14.3","7.5","11.2","1.8","0.0","13.2","24.4","84","93","-5.1",22200173,"2022-11-10","ATL",11
"3757","Justin Holiday","22:39",".750",".750","1.000",".000","4.5","12.2","8.6","0.0","0.0","0.0","42.9","12.8","81","98","-2.4",22200173,"2022-11-10","ATL",6
"3758","Onyeka Okongwu","21:15",".833",".833",".000",".000","9.6","39.1","25.1","0.0","0.0","8.5","14.3","13.6","141","84","6.1",22200173,"2022-11-10","ATL",10
"3759","Trae Young","33:04",".512",".381",".381",".476","3.1","5.6","4.4","35.2","1.4","0.0","19.1","39.3","97","96","3.0",22200173,"2022-11-10","ATL",26
"3760","Danuel House Jr.","19:02","1.163","1.167",".333",".333","0.0","0.0","0.0","0.0","2.5","4.1","0.0","7.7","236","103","8.0",22200173,"2022-11-10","PHI",8
"3761","De'Anthony Melton","28:27",".357",".357",".429",".000","13.0","21.5","17.0","5.9","0.0","0.0","30.0","14.9","72","105","-6.7",22200173,"2022-11-10","PHI",5
"3762","Furkan Korkmaz","7:57","1.136","","","","0.0","0.0","0.0","18.9","0.0","0.0","0.0","9.4","246","111","8.4",22200173,"2022-11-10","PHI",4
"3763","Georges Niang","23:20",".461",".313",".875",".500","0.0","4.4","2.1","14.8","2.0","3.3","0.0","17.7","106","103","1.4",22200173,"2022-11-10","PHI",9
"3764","Joel Embiid","31:45",".580",".500",".167",".556","0.0","41.8","19.9","16.4","0.0","2.4","26.3","40.6","86","98","-2.5",22200173,"2022-11-10","PHI",26
