,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_ID,PLAYER_NAME,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,PF,PTS,STL,BLK,TO,BLKA,PFD,POSS,SCREEN_ASSISTS,DEFLECTIONS,CHARGES_DRAWN,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,OFF_BOXOUTS,DEF_BOXOUTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,D_FGM,D_FGA,DRIVES,DIST_MILES_OFF,DIST_MILES_DEF,TOUCHES,PASSES_MADE,PASSES_RECEIVED,SECONDARY_AST,POTENTIAL_AST,OREB_CONTEST,OREB_CHANCES,DREB_CONTEST,DREB_CHANCES
10,0022200132,1610612758,SAC,1629002,Chimezie Metu,10:55,2.0,3.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,22,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.5,0.4,12.0,8.0,7.0,0.0,1.0,0.0,1.0,1.0,3.0
11,0022200132,1610612758,SAC,203521,Matthew Dellavedova,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
12,0022200132,1610612758,SAC,203458,Alex Len,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
13,0022200132,1610612758,SAC,1629644,KZ Okpala,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
14,0022200132,1610612753,ORL,1631094,Paolo Banchero,39:51,14.0,26.0,0.0,3.0,5.0,5.0,2.0,33.0,0.0,1.0,1.0,1.0,4.0,84,0.0,1.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,6.0,13.0,18.0,1.6,1.3,83.0,50.0,59.0,0.0,10.0,1.0,8.0,3.0,18.0
15,0022200132,1610612753,ORL,1629626,Bol Bol,37:00,10.0,11.0,2.0,3.0,1.0,1.0,5.0,23.0,0.0,0.0,0.0,0.0,1.0,76,1.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,11.0,21.0,6.0,1.5,1.3,32.0,20.0,19.0,0.0,3.0,0.0,2.0,1.0,8.0
16,0022200132,1610612753,ORL,1628976,Wendell Carter Jr.,38:53,6.0,9.0,1.0,3.0,4.0,4.0,6.0,17.0,1.0,0.0,4.0,0.0,4.0,80,8.0,2.0,0.0,10.0,3.0,0.0,2.0,0.0,0.0,9.0,20.0,0.0,1.5,1.3,70.0,56.0,45.0,0.0,4.0,0.0,6.0,1.0,19.0
17,0022200132,1610612753,ORL,1630532,Franz Wagner,40:29,13.0,22.0,1.0,5.0,4.0,5.0,4.0,31.0,3.0,0.0,2.0,1.0,3.0,84,0.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,6.0,8.0,17.0,1.8,1.4,82.0,52.0,68.0,2.0,8.0,0.0,1.0,0.0,7.0
18,0022200132,1610612753,ORL,1630591,Jalen Suggs,34:35,2.0,6.0,0.0,3.0,2.0,2.0,5.0,6.0,1.0,1.0,6.0,0.0,2.0,72,0.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,4.0,11.0,3.0,1.4,1.2,68.0,54.0,49.0,0.0,7.0,0.0,2.0,0.0,2.0
19,0022200132,1610612753,ORL,1629643,Chuma Okeke,22:43,2.0,6.0,0.0,3.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,49,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,2.0,0.9,0.8,36.0,28.0,20.0,0.0,1.0,1.0,2.0,2.0,7.0
20,0022200132,1610612753,ORL,203082,Terrence Ross,15:36,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.7,0.5,16.0,13.0,11.0,0.0,2.0,0.0,0.0,0.0,1.0
21,0022200132,1610612753,ORL,1630284,Kevon Harris,16:05,1.0,4.0,0.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,35,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,8.0,2.0,0.7,0.6,21.0,14.0,17.0,0.0,2.0,1.0,2.0,1.0,2.0
22,0022200132,1610612753,ORL,1630181,R.J. Hampton,17:09,2.0,6.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,3.0,36,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,8.0,0.8,0.6,32.0,22.0,23.0,0.0,3.0,0.0,3.0,0.0,1.0
23,0022200132,1610612753,ORL,1629678,Admiral Schofield,2:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.1,4.0,4.0,2.0,0.0,0.0,,,,
24,0022200132,1610612753,ORL,1628964,Mo Bamba,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
25,0022200132,1610612753,ORL,1631216,Caleb Houstan,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
0,0022200133,1610612751,BKN,1626220,Royce O'Neale,38:06,1.0,9.0,1.0,5.0,3.0,4.0,3.0,6.0,0.0,0.0,0.0,1.0,3.0,73,1.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,8.0,18.0,6.0,1.0,0.8,46.0,34.0,29.0,0.0,4.0,0.0,2.0,0.0,5.0
1,0022200133,1610612751,BKN,201142,Kevin Durant,37:20,10.0,20.0,1.0,4.0,6.0,6.0,2.0,27.0,0.0,3.0,3.0,0.0,5.0,72,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,5.0,22.0,7.0,1.0,0.9,58.0,37.0,49.0,2.0,7.0,0.0,1.0,2.0,7.0
2,0022200133,1610612751,BKN,1629651,Nic Claxton,25:26,5.0,7.0,0.0,0.0,1.0,1.0,4.0,11.0,3.0,4.0,3.0,0.0,1.0,51,2.0,3.0,0.0,7.0,3.0,0.0,1.0,0.0,1.0,9.0,15.0,0.0,0.7,0.7,27.0,21.0,11.0,0.0,3.0,3.0,6.0,1.0,7.0
3,0022200133,1610612751,BKN,203925,Joe Harris,30:40,2.0,10.0,1.0,8.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,61,0.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,3.0,8.0,2.0,0.8,0.8,23.0,16.0,15.0,0.0,2.0,1.0,4.0,0.0,3.0
4,0022200133,1610612751,BKN,1628410,Edmond Sumner,17:50,2.0,6.0,2.0,3.0,0.0,0.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,34,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.8,0.6,40.0,28.0,28.0,0.0,4.0,1.0,7.0,2.0,5.0
5,0022200133,1610612751,BKN,203552,Seth Curry,14:52,1.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5,0.5,14.0,11.0,13.0,1.0,0.0,,,,
6,0022200133,1610612751,BKN,1630560,Cam Thomas,28:47,5.0,11.0,1.0,2.0,10.0,11.0,2.0,21.0,1.0,1.0,1.0,1.0,6.0,55,3.0,2.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,7.0,13.0,6.0,0.6,0.6,30.0,22.0,22.0,0.0,6.0,0.0,0.0,1.0,4.0
7,0022200133,1610612751,BKN,1629139,Yuta Watanabe,23:11,3.0,6.0,2.0,4.0,0.0,0.0,2.0,8.0,2.0,1.0,0.0,1.0,1.0,47,3.0,1.0,0.0,4.0,5.0,0.0,3.0,0.0,0.0,2.0,10.0,0.0,0.5,0.5,18.0,16.0,12.0,0.0,2.0,0.0,1.0,0.0,1.0
8,0022200133,1610612751,BKN,201988,Patty Mills,13:11,4.0,6.0,3.0,5.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,30,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.3,0.3,10.0,7.0,10.0,0.0,2.0,,,,
9,0022200133,1610612751,BKN,1630561,David Duke Jr.,4:08,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.2,3.0,1.0,2.0,0.0,0.0,,,,
10,0022200133,1610612751,BKN,202693,Markieff Morris,6:29,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.2,0.2,11.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0
11,0022200133,1610612751,BKN,1630549,Day'Ron Sharpe,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
12,0022200133,1610612766,CHA,1626162,Kelly Oubre Jr.,31:06,5.0,14.0,4.0,11.0,4.0,7.0,5.0,18.0,0.0,0.0,1.0,0.0,4.0,59,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,4.0,1.0,0.8,34.0,17.0,28.0,0.0,1.0,0.0,0.0,1.0,5.0
13,0022200133,1610612766,CHA,1629023,P.J. Washington,34:01,5.0,11.0,3.0,6.0,5.0,7.0,1.0,18.0,0.0,4.0,0.0,2.0,4.0,67,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,7.0,13.0,5.0,0.8,0.8,32.0,22.0,21.0,0.0,1.0,0.0,1.0,0.0,8.0
14,0022200133,1610612766,CHA,203486,Mason Plumlee,30:03,4.0,8.0,0.0,0.0,1.0,1.0,5.0,9.0,1.0,0.0,2.0,1.0,2.0,57,2.0,2.0,0.0,7.0,2.0,1.0,0.0,0.0,1.0,8.0,15.0,4.0,0.9,0.8,34.0,26.0,20.0,0.0,3.0,2.0,6.0,1.0,12.0
15,0022200133,1610612766,CHA,1626179,Terry Rozier,36:21,9.0,24.0,6.0,14.0,1.0,1.0,1.0,25.0,0.0,0.0,4.0,3.0,3.0,73,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,8.0,17.0,11.0,1.2,0.9,74.0,50.0,64.0,1.0,4.0,0.0,2.0,0.0,7.0
16,0022200133,1610612766,CHA,1628372,Dennis Smith Jr.,6:36,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.2,0.3,11.0,10.0,9.0,0.0,2.0,0.0,0.0,1.0,3.0
17,0022200133,1610612766,CHA,1630547,James Bouknight,28:53,1.0,9.0,0.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,58,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,12.0,6.0,0.9,0.7,24.0,16.0,20.0,0.0,2.0,0.0,1.0,0.0,5.0
18,0022200133,1610612766,CHA,1629667,Jalen McDaniels,27:46,3.0,7.0,0.0,3.0,0.0,0.0,2.0,6.0,1.0,0.0,2.0,0.0,2.0,58,0.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,7.0,5.0,1.0,0.7,47.0,40.0,27.0,0.0,7.0,1.0,2.0,0.0,4.0
19,0022200133,1610612766,CHA,1630177,Theo Maledon,11:02,1.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.4,0.3,23.0,22.0,18.0,0.0,3.0,0.0,1.0,1.0,3.0
20,0022200133,1610612766,CHA,1630208,Nick Richards,17:43,3.0,5.0,0.0,0.0,4.0,5.0,4.0,10.0,0.0,0.0,2.0,1.0,4.0,36,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,10.0,0.0,0.6,0.4,18.0,13.0,10.0,0.0,0.0,2.0,5.0,0.0,2.0
21,0022200133,1610612766,CHA,1630550,JT Thor,16:29,1.0,4.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,34,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.4,0.3,11.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0
22,0022200133,1610612766,CHA,1630539,Kai Jones,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
23,0022200133,1610612766,CHA,1631121,Bryce McGowens,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
0,0022200134,1610612740,NOP,1627742,Brandon Ingram,38:15,7.0,23.0,2.0,4.0,0.0,0.0,4.0,16.0,0.0,2.0,1.0,2.0,1.0,77,0.0,1.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,4.0,10.0,10.0,1.4,1.2,62.0,36.0,53.0,0.0,8.0,1.0,1.0,0.0,9.0
1,0022200134,1610612740,NOP,1629627,Zion Williamson,37:16,11.0,20.0,0.0,1.0,7.0,10.0,2.0,29.0,0.0,0.0,7.0,2.0,6.0,82,0.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,4.0,15.0,15.0,1.4,1.3,65.0,33.0,38.0,0.0,5.0,1.0,4.0,1.0,8.0
2,0022200134,1610612740,NOP,202685,Jonas Valanciunas,25:39,5.0,12.0,0.0,0.0,3.0,4.0,2.0,13.0,1.0,1.0,2.0,3.0,3.0,52,8.0,1.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,7.0,16.0,0.0,0.9,0.9,53.0,36.0,23.0,0.0,3.0,6.0,9.0,1.0,17.0
3,0022200134,1610612740,NOP,1630529,Herbert Jones,33:42,7.0,13.0,0.0,2.0,5.0,9.0,5.0,19.0,3.0,0.0,0.0,1.0,7.0,72,1.0,7.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,4.0,11.0,4.0,1.3,1.3,52.0,36.0,27.0,0.0,2.0,2.0,4.0,1.0,10.0
4,0022200134,1610612740,NOP,203468,CJ McCollum,41:19,12.0,23.0,4.0,9.0,1.0,1.0,4.0,29.0,1.0,1.0,2.0,0.0,2.0,90,0.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,2.0,13.0,23.0,9.0,1.7,1.4,75.0,48.0,61.0,1.0,6.0,0.0,3.0,0.0,11.0
5,0022200134,1610612740,NOP,1630530,Trey Murphy III,17:16,0.0,3.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,41,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.7,0.6,16.0,10.0,12.0,0.0,1.0,,,,
6,0022200134,1610612740,NOP,1630230,Naji Marshall,12:28,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,2.0,0.5,0.5,19.0,16.0,13.0,0.0,1.0,0.0,2.0,1.0,2.0
7,0022200134,1610612740,NOP,1626204,Larry Nance Jr.,27:17,3.0,4.0,0.0,0.0,2.0,2.0,1.0,8.0,3.0,1.0,0.0,0.0,3.0,63,3.0,5.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,7.0,10.0,0.0,1.1,1.0,44.0,39.0,27.0,1.0,4.0,1.0,5.0,3.0,6.0
8,0022200134,1610612740,NOP,1630631,Jose Alvarado,15:39,2.0,5.0,1.0,2.0,0.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,35,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0,0.7,0.6,27.0,21.0,22.0,1.0,6.0,0.0,0.0,1.0,2.0
9,0022200134,1610612740,NOP,1628984,Devonte' Graham,11:01,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.5,0.4,21.0,19.0,19.0,0.0,4.0,,,,
10,0022200134,1610612740,NOP,1630700,Dyson Daniels,5:08,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.2,0.2,6.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0
11,0022200134,1610612740,NOP,1629637,Jaxson Hayes,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
12,0022200134,1610612740,NOP,1626195,Willy Hernangomez,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
13,0022200134,1610612740,NOP,202066,Garrett Temple,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
14,0022200134,1610612737,ATL,1629631,De'Andre Hunter,39:19,6.0,13.0,2.0,6.0,1.0,2.0,4.0,15.0,0.0,1.0,2.0,0.0,4.0,85,1.0,0.0,0.0,6.0,3.0,0.0,3.0,1.0,1.0,9.0,20.0,7.0,1.6,1.3,40.0,22.0,27.0,0.0,5.0,0.0,3.0,2.0,9.0
15,0022200134,1610612737,ATL,1628381,John Collins,35:52,3.0,6.0,1.0,2.0,0.0,0.0,4.0,7.0,0.0,2.0,0.0,0.0,4.0,79,1.0,1.0,2.0,13.0,3.0,0.0,0.0,0.0,0.0,8.0,19.0,0.0,1.5,1.2,37.0,29.0,16.0,0.0,3.0,0.0,7.0,1.0,8.0
16,0022200134,1610612737,ATL,203991,Clint Capela,35:01,10.0,15.0,0.0,0.0,1.0,2.0,3.0,21.0,1.0,4.0,1.0,2.0,4.0,75,1.0,2.0,0.0,13.0,2.0,0.0,3.0,0.0,0.0,8.0,21.0,0.0,1.4,1.1,54.0,37.0,19.0,1.0,3.0,4.0,8.0,3.0,20.0
17,0022200134,1610612737,ATL,1627749,Dejounte Murray,41:47,9.0,23.0,1.0,8.0,3.0,4.0,3.0,22.0,3.0,0.0,2.0,1.0,2.0,89,0.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,8.0,19.0,4.0,1.7,1.4,83.0,52.0,61.0,0.0,15.0,2.0,5.0,0.0,13.0
18,0022200134,1610612737,ATL,1629027,Trae Young,42:22,9.0,26.0,2.0,9.0,14.0,15.0,3.0,34.0,2.0,1.0,5.0,2.0,9.0,92,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,23.0,1.7,1.3,90.0,51.0,81.0,1.0,21.0,0.0,4.0,0.0,1.0
19,0022200134,1610612737,ATL,203200,Justin Holiday,16:23,2.0,7.0,1.0,6.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,39,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.6,0.6,21.0,12.0,15.0,0.0,3.0,0.0,0.0,1.0,3.0
20,0022200134,1610612737,ATL,1630168,Onyeka Okongwu,17:44,1.0,2.0,0.0,0.0,2.0,2.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,38,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,1.0,0.7,0.7,18.0,16.0,6.0,0.0,1.0,0.0,4.0,0.0,3.0
21,0022200134,1610612737,ATL,1628988,Aaron Holiday,21:44,2.0,4.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,47,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.8,0.8,17.0,12.0,11.0,1.0,1.0,0.0,3.0,0.0,2.0
22,0022200134,1610612737,ATL,1630552,Jalen Johnson,14:49,5.0,7.0,1.0,3.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,0.0,0.0,29,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.6,0.5,21.0,13.0,8.0,0.0,1.0,0.0,0.0,1.0,5.0
23,0022200134,1610612737,ATL,1629633,Jarrett Culver,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
24,0022200134,1610612737,ATL,1630235,Trent Forrest,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
25,0022200134,1610612737,ATL,1631100,AJ Griffin,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
26,0022200134,1610612737,ATL,1626163,Frank Kaminsky,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
27,0022200134,1610612737,ATL,1630249,Vit Krejci,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
28,0022200134,1610612737,ATL,1631213,Tyrese Martin,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
0,0022200135,1610612738,BOS,1627759,Jaylen Brown,37:20,10.0,19.0,6.0,11.0,4.0,4.0,5.0,30.0,0.0,0.0,1.0,1.0,4.0,76,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,8.0,15.0,9.0,1.5,1.2,60.0,36.0,42.0,1.0,8.0,1.0,3.0,0.0,4.0
1,0022200135,1610612738,BOS,1628369,Jayson Tatum,36:31,8.0,17.0,6.0,13.0,4.0,4.0,3.0,26.0,1.0,2.0,3.0,1.0,6.0,74,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,7.0,16.0,8.0,1.3,1.1,67.0,41.0,49.0,0.0,13.0,0.0,1.0,0.0,8.0
2,0022200135,1610612738,BOS,201933,Blake Griffin,15:05,3.0,4.0,1.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,31,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.5,0.5,22.0,17.0,14.0,0.0,2.0,0.0,0.0,1.0,2.0
3,0022200135,1610612738,BOS,203935,Marcus Smart,35:38,5.0,9.0,3.0,5.0,0.0,0.0,2.0,13.0,0.0,0.0,1.0,0.0,1.0,72,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,14.0,7.0,1.3,1.0,55.0,45.0,53.0,0.0,14.0,0.0,1.0,1.0,2.0
4,0022200135,1610612738,BOS,1628401,Derrick White,22:17,3.0,5.0,1.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,47,1.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,6.0,13.0,1.0,0.8,0.8,33.0,26.0,19.0,0.0,3.0,1.0,1.0,1.0,4.0
